 Date Time CO SO2 H2S NO2 CHX NO
 27.01.13 12:00 0.11 0.01 0.12 0.27 1.66 0.17
 -------- 13:00 0.10 0.01 0.12 0.23 1.60 0.14
 -------- 14:00 0.09 0.01 0.12 0.20 1.57 0.09
 -------- 15:00 0.07 0.01 0.12 0.18 1.53 0.07
 -------- 16:00 0.09 0.01 0.12 0.25 1.57 0.09
 27.01.13 17:00 0.12 0.01 0.12 0.33 1.69 0.14
 -------- 18:00 0.15 0.01 0.12 0.35 1.73 0.17
 -------- 19:00 0.09 0.01 0.21 0.28 1.63 0.10
 -------- 20:00 0.11 0.01 0.21 0.29 1.63 0.11
 -------- 21:00 0.13 0.01 0.17 0.29 1.62 0.11
 27.01.13 22:00 0.11 0.01 0.17 0.29 1.61 0.13
 -------- 23:00 0.17 0.01 0.17 0.35 2.01 0.35
 -------- 00:00 0.21 0.01 0.17 0.34 2.57 0.44
 -------- 01:00 0.10 0.00 0.12 0.31 2.04 0.13
 -------- 02:00 0.06 0.00 ---- 0.24 1.60 0.06
 28.01.13 03:00 0.06 0.00 0.12 0.23 1.63 0.05
 -------- 04:00 0.06 0.00 0.12 0.25 1.76 0.07
 -------- 05:00 0.06 0.00 0.12 0.25 1.78 0.06
 -------- 06:00 0.07 0.00 0.12 0.25 1.67 0.08
 -------- 07:00 0.07 0.00 0.12 0.27 1.84 0.09
 28.01.13 08:00 0.08 0.00 0.12 0.26 1.87 0.08
 -------- 09:00 0.08 0.00 0.12 0.26 1.84 0.07
 -------- 10:00 0.07 0.00 0.12 0.22 1.81 0.07
 -------- 11:00 0.09 0.00 0.12 0.28 1.64 0.12
 -------- 12:00 0.07 0.00 ---- 0.27 1.50 0.11
 28.01.13 13:00 0.15 0.01 0.17 0.27 1.65 0.13
 -------- 14:00 0.08 0.01 0.17 0.28 1.59 0.14
 -------- 15:00 0.09 0.01 0.12 0.28 1.58 0.13
 -------- 16:00 0.09 0.01 0.12 0.29 1.56 0.13
 -------- 17:00 0.07 0.01 0.12 0.23 1.54 0.07
 28.01.13 18:00 0.09 0.01 0.17 0.24 1.57 0.08
 -------- 19:00 0.07 0.01 0.12 0.21 1.57 0.06
 -------- 20:00 0.04 0.01 0.12 0.21 1.56 0.06
 -------- 21:00 0.03 0.01 0.12 0.22 1.57 0.07
 -------- 22:00 0.04 0.01 0.12 0.22 1.56 0.07
 28.01.13 23:00 0.04 0.01 0.12 0.24 1.58 0.09
 -------- 00:00 0.04 0.01 0.12 0.21 1.57 0.07
 -------- 01:00 0.02 0.01 0.12 0.19 1.56 0.04
 -------- 02:00 0.03 0.01 ---- 0.21 1.55 0.05
 -------- 03:00 0.02 0.01 ---- 0.21 1.58 0.06
 29.01.13 04:00 0.03 0.01 ---- 0.20 1.62 0.06
 -------- 05:00 0.04 0.01 ---- 0.21 1.61 0.08
 -------- 06:00 0.06 0.01 ---- 0.24 1.64 0.10
 -------- 07:00 0.09 0.01 ---- 0.26 1.68 0.16
 -------- 08:00 0.15 0.01 0.12 0.28 1.74 0.17
 29.01.13 09:00 0.14 0.01 0.12 0.27 1.70 0.19
 -------- 10:00 0.14 0.01 0.12 0.29 1.74 0.22
 -------- 11:00 0.15 0.01 0.12 0.27 1.67 0.14
