 Date Time CO SO2 H2S NO2 CHX NO
 19.03.13 00:00 0.06 0.07 0.25 0.14 ---- 0.00
 -------- 01:00 0.06 0.09 0.25 0.13 ---- 0.01
 -------- 02:00 0.05 0.08 0.12 0.08 ---- 0.00
 -------- 03:00 0.04 0.04 0.12 0.07 ---- 0.01
 -------- 04:00 0.04 0.02 ---- 0.06 ---- 0.00
 19.03.13 05:00 0.06 0.02 0.25 0.06 ---- 0.00
 -------- 06:00 0.06 0.02 0.25 0.09 ---- 0.00
 -------- 07:00 0.06 0.01 ---- 0.12 ---- 0.01
 -------- 08:00 0.07 0.01 0.12 0.11 ---- 0.01
 -------- 09:00 0.06 0.01 ---- 0.11 ---- 0.01
 19.03.13 10:00 0.06 0.01 0.12 0.09 ---- 0.02
 -------- 11:00 0.06 0.01 0.12 0.08 ---- 0.02
 -------- 12:00 0.06 0.01 ---- 0.08 ---- 0.01
 -------- 13:00 0.06 0.01 0.12 0.08 ---- 0.01
 -------- 14:00 0.06 0.01 0.12 0.07 ---- 0.01
 19.03.13 15:00 0.06 0.01 ---- 0.10 1.40 0.02
 -------- 16:00 0.07 0.01 ---- 0.11 1.42 0.01
 -------- 17:00 0.06 0.01 0.12 0.10 1.38 0.01
 -------- 18:00 0.06 0.01 ---- 0.11 1.37 0.01
 -------- 19:00 0.06 0.00 ---- 0.12 1.37 0.00
 19.03.13 20:00 0.06 0.00 ---- 0.19 1.41 0.01
 -------- 21:00 0.04 0.00 ---- 0.14 1.38 0.00
 -------- 22:00 0.04 0.00 ---- 0.14 1.39 0.00
 -------- 23:00 0.05 0.00 0.12 0.19 1.42 0.00
 -------- 00:00 0.05 0.01 0.25 0.19 1.42 0.03
 20.03.13 01:00 0.03 0.01 0.21 0.15 1.43 0.01
 -------- 02:00 0.03 0.02 0.29 0.17 1.43 0.01
 -------- 03:00 0.06 0.03 0.25 0.34 1.51 0.14
 -------- 04:00 0.06 0.02 0.25 0.34 1.74 0.13
 -------- 05:00 0.07 0.01 0.21 0.34 1.54 0.12
 20.03.13 06:00 0.09 0.01 0.21 0.33 1.53 0.14
 -------- 07:00 0.08 0.01 0.25 0.31 1.69 0.11
 -------- 08:00 0.09 0.01 0.42 0.32 1.90 0.10
 -------- 09:00 0.07 0.01 0.33 0.25 1.66 0.06
 -------- 10:00 0.04 0.02 0.25 0.18 1.62 0.05
 20.03.13 11:00 0.02 0.02 0.25 0.14 1.50 0.03
 -------- 12:00 0.02 0.02 0.33 0.12 1.53 0.02
 -------- 13:00 ---- 0.02 0.21 0.09 1.43 0.02
 -------- 14:00 ---- 0.02 0.25 0.10 1.43 0.02
 -------- 15:00 ---- 0.01 0.21 0.10 1.44 0.02
 20.03.13 16:00 ---- 0.02 0.29 0.12 1.46 0.03
 -------- 17:00 ---- 0.01 0.21 0.13 1.41 0.02
 -------- 18:00 ---- 0.02 0.25 0.10 1.42 0.01
 -------- 19:00 ---- 0.04 0.42 0.09 1.43 0.01
 -------- 20:00 0.04 0.02 0.38 0.10 1.40 0.00
 20.03.13 21:00 0.02 0.02 0.50 0.09 1.40 0.01
 -------- 22:00 0.02 0.01 0.38 0.09 1.41 0.01
 -------- 23:00 0.02 0.01 0.33 0.12 1.40 0.01
 -------- 00:00 0.02 0.01 0.38 0.10 1.41 0.00
