 Date Time CO SO2 H2S NO2 CHX NO
 03.03.13 12:00 0.05 0.01 0.19 0.19 1.52 0.05
 -------- 13:00 0.03 0.01 0.17 0.13 1.47 0.03
 -------- 14:00 0.02 0.02 0.21 0.10 1.45 0.02
 -------- 15:00 0.04 0.01 0.21 0.11 1.61 0.03
 -------- 16:00 0.02 0.01 0.17 0.10 1.51 0.02
 03.03.13 17:00 0.02 0.01 0.17 0.10 1.49 0.01
 -------- 18:00 ---- 0.01 0.12 0.09 1.43 0.01
 -------- 19:00 ---- 0.01 0.12 0.10 1.52 0.01
 -------- 20:00 0.04 0.01 0.25 0.07 1.53 0.01
 -------- 21:00 0.04 0.01 0.12 0.08 1.49 0.01
 03.03.13 22:00 0.03 0.01 0.25 0.07 1.42 0.00
 -------- 23:00 0.03 0.01 0.12 0.06 1.41 0.00
 -------- 00:00 0.02 0.01 0.17 0.07 1.39 0.00
 -------- 01:00 0.02 0.00 0.17 0.07 1.39 0.01
 -------- 02:00 0.02 0.01 0.21 0.07 1.39 0.00
 04.03.13 03:00 0.02 0.01 0.12 0.07 1.39 0.00
 -------- 04:00 0.02 0.01 0.17 0.07 1.39 0.00
 -------- 05:00 0.02 0.01 0.12 0.09 1.40 0.00
 -------- 06:00 0.05 0.01 0.12 0.11 1.42 0.01
 -------- 07:00 0.05 0.01 0.21 0.14 1.57 0.01
 04.03.13 08:00 0.03 0.01 0.21 0.16 1.53 0.01
 -------- 09:00 0.02 0.01 0.21 0.20 1.51 0.03
 -------- 10:00 0.02 0.01 0.29 0.16 1.49 0.03
 -------- 11:00 0.02 0.01 0.17 0.17 1.49 0.04
 -------- 12:00 0.03 0.01 0.12 0.20 1.47 0.07
 04.03.13 13:00 0.02 0.01 0.21 0.15 1.45 0.04
 -------- 14:00 ---- 0.01 0.12 0.12 1.42 0.03
 -------- 15:00 ---- 0.03 0.25 0.06 1.43 0.01
 -------- 16:00 ---- 0.05 0.25 0.04 1.42 0.01
 -------- 17:00 ---- 0.06 0.29 0.04 1.43 0.01
 04.03.13 18:00 0.02 0.06 0.29 0.07 1.44 0.01
 -------- 19:00 0.02 0.01 0.12 0.11 1.42 0.01
 -------- 20:00 0.05 0.05 0.33 0.10 1.44 0.01
 -------- 21:00 0.04 0.13 0.42 0.11 1.45 0.00
 -------- 22:00 0.03 0.06 0.25 0.12 1.45 0.00
 04.03.13 23:00 0.02 0.12 0.46 0.14 1.47 0.01
 -------- 00:00 0.02 0.14 0.50 0.15 1.46 0.00
 -------- 01:00 0.03 0.09 0.29 0.17 1.46 0.00
 -------- 02:00 0.02 0.05 0.25 0.14 1.45 0.00
 -------- 03:00 0.03 0.03 ---- 0.18 1.48 0.01
 05.03.13 04:00 0.04 0.02 0.12 0.23 1.51 0.00
 -------- 05:00 0.05 0.02 0.12 0.26 1.53 0.01
 -------- 06:00 0.06 0.02 0.25 0.29 1.57 0.03
 -------- 07:00 0.06 0.02 0.12 0.30 1.58 0.03
 -------- 08:00 0.16 0.02 0.21 0.35 1.68 0.10
 05.03.13 09:00 0.19 0.02 0.17 0.38 1.83 0.20
 -------- 10:00 0.19 0.02 0.17 0.39 1.84 0.22
 -------- 11:00 0.16 0.02 0.38 0.37 1.71 0.17
