 Date Time CO SO2 H2S NO2 CHX NO
 10.05.13 12:00 ---- 0.01 0.19 0.05 1.39 0.00
 -------- 13:00 ---- 0.01 ---- 0.04 1.39 0.01
 -------- 14:00 ---- 0.01 ---- 0.01 1.37 0.00
 -------- 15:00 ---- 0.01 ---- 0.04 1.39 0.01
 -------- 16:00 ---- 0.01 0.12 0.03 1.38 0.01
 10.05.13 17:00 ---- 0.01 ---- 0.02 1.37 0.00
 -------- 18:00 ---- 0.00 ---- 0.03 1.37 0.00
 -------- 19:00 0.04 0.01 ---- 0.03 1.38 0.00
 -------- 20:00 0.06 0.01 0.25 0.03 1.40 0.00
 -------- 21:00 0.07 0.00 ---- 0.11 1.45 0.00
 10.05.13 22:00 0.21 0.01 ---- 0.45 1.55 0.08
 -------- 23:00 0.13 0.01 ---- 0.25 1.50 0.03
 -------- 00:00 0.07 0.01 0.12 0.12 1.45 0.00
 -------- 01:00 0.06 0.01 ---- 0.10 1.44 0.00
 -------- 02:00 0.06 0.01 ---- 0.09 1.43 0.01
 11.05.13 03:00 0.06 0.01 0.12 0.07 1.46 0.00
 -------- 04:00 0.06 0.01 ---- 0.08 1.43 0.00
 -------- 05:00 0.10 0.01 0.12 0.32 1.60 0.09
 -------- 06:00 0.17 0.01 0.12 0.42 1.64 0.29
 -------- 07:00 0.13 0.01 ---- 0.39 1.59 0.12
 11.05.13 08:00 0.07 0.01 ---- 0.35 1.58 0.09
 -------- 09:00 0.06 0.01 ---- 0.30 1.52 0.05
 -------- 10:00 ---- 0.00 ---- 0.15 1.45 0.01
 -------- 11:00 ---- 0.01 ---- 0.12 1.44 0.01
 -------- 12:00 ---- 0.00 ---- 0.07 1.40 0.00
 11.05.13 13:00 ---- 0.01 ---- 0.02 1.38 0.01
 -------- 14:00 ---- 0.01 0.12 0.04 1.37 0.00
 -------- 15:00 ---- 0.01 0.12 0.03 1.38 0.00
 -------- 16:00 ---- 0.00 ---- 0.02 1.41 0.00
 -------- 17:00 ---- 0.00 ---- 0.06 1.41 0.01
 11.05.13 18:00 ---- 0.00 ---- 0.09 1.41 0.01
 -------- 19:00 0.06 0.01 ---- 0.12 1.43 0.00
 -------- 20:00 0.05 0.01 0.12 0.12 1.45 0.00
 -------- 21:00 0.08 0.01 0.12 0.21 1.49 0.00
 -------- 22:00 0.23 0.01 ---- 0.37 1.68 0.12
 11.05.13 23:00 0.35 0.01 0.17 0.41 1.80 0.29
 -------- 00:00 0.28 0.02 0.21 0.42 1.72 0.19
 -------- 01:00 0.21 0.02 0.12 0.38 1.72 0.10
 -------- 02:00 0.19 0.01 0.12 0.37 1.74 0.15
 -------- 03:00 0.09 0.01 0.12 0.23 1.55 0.04
 12.05.13 04:00 0.19 0.01 ---- 0.37 1.72 0.25
 -------- 05:00 0.14 0.01 ---- 0.33 1.70 0.15
 -------- 06:00 0.23 0.01 0.12 0.34 1.81 0.39
 -------- 07:00 0.21 0.01 ---- 0.36 1.80 0.34
 -------- 08:00 0.07 0.01 0.50 0.33 1.98 0.13
 12.05.13 09:00 0.02 0.01 0.12 0.30 1.75 0.03
 -------- 10:00 0.02 0.02 0.21 0.32 1.65 0.04
 -------- 11:00 ---- 0.01 0.25 0.26 1.59 0.02
