 Date Time CO SO2 H2S NO2 CHX NO
 10.11.12 00:00 ---- 0.01 ---- 0.05 1.38 0.00
 -------- 01:00 ---- 0.00 0.12 0.05 1.37 0.01
 -------- 02:00 ---- 0.01 0.12 0.03 1.37 0.00
 -------- 03:00 ---- 0.00 0.12 0.06 1.37 0.00
 -------- 04:00 ---- 0.01 0.12 0.09 1.38 0.00
 10.11.12 05:00 ---- 0.02 0.29 0.10 1.38 0.00
 -------- 06:00 ---- 0.01 0.19 0.07 1.37 0.00
 -------- 07:00 ---- 0.03 0.83 0.08 1.38 0.01
 -------- 08:00 0.06 0.02 0.42 0.12 1.39 0.01
 -------- 09:00 0.05 0.01 0.12 0.14 1.42 0.02
 10.11.12 10:00 0.06 0.01 0.12 0.15 1.44 0.03
 -------- 11:00 0.07 0.01 0.19 0.16 1.45 0.05
 -------- 12:00 0.08 0.01 0.12 0.16 1.46 0.05
 -------- 13:00 0.07 0.02 0.25 0.15 1.46 0.04
 -------- 14:00 0.06 0.01 0.25 0.12 1.42 0.02
 10.11.12 15:00 0.06 0.02 0.54 0.11 1.40 0.02
 -------- 16:00 0.07 0.02 0.42 0.13 1.42 0.02
 -------- 17:00 0.06 0.03 0.29 0.18 1.43 0.02
 -------- 18:00 0.08 0.02 0.42 0.22 1.45 0.03
 -------- 19:00 0.10 0.01 0.33 0.23 1.48 0.04
 10.11.12 20:00 0.09 0.00 0.19 0.23 1.50 0.05
 -------- 21:00 0.11 0.01 0.25 0.25 1.53 0.08
 -------- 22:00 0.11 0.01 0.25 0.26 1.54 0.11
 -------- 23:00 0.20 0.01 ---- 0.25 1.67 0.22
 -------- 00:00 0.19 0.01 ---- 0.26 1.66 0.31
 11.11.12 01:00 0.37 0.01 ---- 0.28 1.96 0.71
 -------- 02:00 0.43 0.02 0.44 0.28 2.34 0.78
 -------- 03:00 0.33 0.02 0.62 0.26 1.97 0.56
 -------- 04:00 0.25 0.01 0.67 0.23 2.10 0.43
 -------- 05:00 0.16 0.01 0.46 0.21 1.79 0.24
 11.11.12 06:00 0.24 0.01 0.38 0.21 2.05 0.45
 -------- 07:00 0.20 0.02 0.25 0.22 1.94 0.40
 -------- 08:00 0.11 0.01 0.50 0.22 1.82 0.27
 -------- 09:00 0.03 0.02 0.46 0.20 1.62 0.14
 -------- 10:00 0.04 0.01 0.19 0.19 1.62 0.17
 11.11.12 11:00 0.03 0.00 0.12 0.20 1.62 0.15
 -------- 12:00 0.02 0.01 0.12 0.19 1.53 0.11
 -------- 13:00 0.02 0.01 0.12 0.14 1.51 0.07
 -------- 14:00 ---- 0.02 0.25 0.12 1.45 0.06
 -------- 15:00 ---- 0.02 0.62 0.14 1.46 0.06
 11.11.12 16:00 0.08 0.02 0.50 0.13 1.50 0.05
 -------- 17:00 0.04 0.02 0.92 0.17 1.49 0.07
 -------- 18:00 0.04 0.01 0.75 0.19 1.52 0.09
 -------- 19:00 0.04 0.01 0.29 0.17 1.48 0.07
 -------- 20:00 0.06 0.01 0.33 0.14 1.45 0.05
 11.11.12 21:00 0.04 0.02 0.29 0.10 1.46 0.04
 -------- 22:00 0.03 0.02 0.33 0.09 1.44 0.04
 -------- 23:00 0.02 0.02 0.50 0.09 1.45 0.04
