 Date Time CO SO2 H2S NO2 CHX NO
 06.01.13 12:00 0.02 0.01 0.25 0.10 1.50 0.03
 -------- 13:00 ---- 0.01 0.12 0.08 1.49 0.02
 -------- 14:00 ---- 0.01 0.12 0.08 1.48 0.02
 -------- 15:00 0.25 0.01 0.17 0.07 2.12 0.02
 -------- 16:00 ---- 0.01 0.12 0.10 1.45 0.02
 06.01.13 17:00 ---- 0.01 0.12 0.10 1.44 0.01
 -------- 18:00 ---- 0.01 0.12 0.12 1.44 0.01
 -------- 19:00 ---- 0.01 0.12 0.10 1.43 0.01
 -------- 20:00 0.08 0.01 0.12 0.10 1.43 0.01
 -------- 21:00 0.06 0.01 0.12 0.10 1.43 0.01
 06.01.13 22:00 0.06 0.01 0.12 0.08 1.43 0.01
 -------- 23:00 0.06 0.01 0.12 0.07 1.43 0.01
 -------- 00:00 0.05 0.01 0.12 0.07 1.42 0.00
 -------- 01:00 0.06 0.01 0.12 0.06 1.43 0.00
 -------- 02:00 0.04 0.01 0.12 0.04 1.41 0.01
 07.01.13 03:00 0.04 0.01 0.12 0.02 1.40 0.00
 -------- 04:00 0.04 0.00 0.12 0.02 1.40 0.00
 -------- 05:00 0.04 0.00 0.12 0.03 1.40 0.01
 -------- 06:00 0.04 0.00 0.12 0.06 1.40 0.00
 -------- 07:00 0.04 0.00 0.12 0.08 1.41 0.01
 07.01.13 08:00 ---- 0.00 0.12 0.09 1.43 0.00
 -------- 09:00 ---- 0.00 0.12 0.10 1.44 0.01
 -------- 10:00 ---- 0.00 0.12 0.09 1.44 0.01
 -------- 11:00 ---- 0.00 0.12 0.08 1.43 0.01
 -------- 12:00 0.02 0.01 0.12 0.07 1.44 0.02
 07.01.13 13:00 0.02 0.01 0.12 0.05 1.43 0.02
 -------- 14:00 0.02 0.01 0.12 0.06 1.43 0.02
 -------- 15:00 0.02 0.01 0.12 0.06 1.43 0.01
 -------- 16:00 0.02 0.01 0.12 0.06 1.43 0.01
 -------- 17:00 0.02 0.01 0.12 0.10 1.44 0.01
 07.01.13 18:00 0.02 0.01 0.12 0.09 1.45 0.01
 -------- 19:00 0.02 0.00 0.12 0.09 1.45 0.01
 -------- 20:00 0.06 0.00 0.12 0.09 1.44 0.01
 -------- 21:00 0.06 0.00 0.12 0.07 1.44 0.01
 -------- 22:00 0.06 0.00 ---- 0.08 1.44 0.01
 07.01.13 23:00 0.06 0.00 ---- 0.10 1.45 0.01
 -------- 00:00 0.06 0.00 0.12 0.09 1.45 0.01
 -------- 01:00 0.06 0.00 0.12 0.10 1.45 0.01
 -------- 02:00 0.06 0.01 0.12 0.10 1.45 0.01
 -------- 03:00 0.06 0.00 0.12 0.09 1.45 0.00
 08.01.13 04:00 0.06 0.00 0.12 0.10 1.46 0.01
 -------- 05:00 0.06 0.00 0.12 0.09 1.46 0.01
 -------- 06:00 0.06 0.00 0.12 0.12 1.47 0.01
 -------- 07:00 0.07 0.00 0.12 0.14 1.48 0.02
 -------- 08:00 0.06 0.00 0.12 0.13 1.51 0.02
 08.01.13 09:00 0.07 0.00 0.12 0.13 1.53 0.03
 -------- 10:00 0.08 0.00 0.12 0.13 1.58 0.04
 -------- 11:00 0.09 0.01 0.12 0.12 1.63 0.06
