 Date Time CO SO2 H2S NO2 CHX NO
 30.10.12 00:00 0.02 0.07 0.44 0.03 1.42 0.00
 -------- 01:00 0.02 0.04 0.25 0.09 1.38 0.01
 -------- 02:00 0.02 0.02 0.25 0.06 1.40 0.00
 -------- 03:00 0.02 0.03 0.29 0.05 1.39 0.01
 -------- 04:00 0.02 0.01 0.31 0.05 1.35 0.01
 30.10.12 05:00 ---- 0.01 ---- 0.07 1.35 0.01
 -------- 06:00 0.03 0.01 0.12 0.10 1.37 0.02
 -------- 07:00 0.03 0.01 ---- 0.12 1.38 0.02
 -------- 08:00 0.05 0.02 ---- 0.11 1.41 0.03
 -------- 09:00 0.05 0.01 ---- 0.10 1.39 0.02
 30.10.12 10:00 0.03 0.01 0.12 0.09 1.37 0.02
 -------- 11:00 0.04 0.01 ---- 0.14 1.38 0.05
 -------- 12:00 0.04 0.01 ---- 0.12 1.38 0.03
 -------- 13:00 0.02 0.00 ---- 0.07 1.36 0.02
 -------- 14:00 0.03 0.01 0.12 0.10 1.37 0.02
 30.10.12 15:00 0.02 0.01 ---- 0.10 1.36 0.02
 -------- 16:00 0.03 0.01 ---- 0.09 1.37 0.01
 -------- 17:00 0.02 0.02 0.17 0.08 1.41 0.01
 -------- 18:00 0.03 0.01 0.12 0.07 1.36 0.01
 -------- 19:00 0.02 0.01 0.25 0.05 1.40 0.01
 30.10.12 20:00 0.02 0.01 0.21 0.05 1.46 0.01
 -------- 21:00 ---- 0.02 0.58 0.05 1.44 0.02
 -------- 22:00 ---- 0.01 0.44 0.05 1.48 0.01
 -------- 23:00 ---- 0.01 ---- 0.05 1.49 0.01
 -------- 00:00 ---- 0.01 0.25 0.06 1.46 0.02
 31.10.12 01:00 ---- 0.02 0.71 0.06 1.51 0.01
 -------- 02:00 ---- 0.01 0.29 0.06 1.66 0.01
 -------- 03:00 ---- 0.01 0.38 0.07 1.53 0.01
 -------- 04:00 ---- 0.01 0.25 0.08 1.36 0.02
 -------- 05:00 ---- 0.01 0.33 0.09 1.40 0.02
 31.10.12 06:00 0.02 0.01 0.33 0.13 1.42 0.07
 -------- 07:00 0.04 0.01 0.17 0.13 1.43 0.08
 -------- 08:00 0.08 0.02 0.44 0.15 1.78 0.08
 -------- 09:00 0.09 0.04 0.33 0.15 1.92 0.11
 -------- 10:00 0.11 0.02 0.19 0.15 1.68 0.13
 31.10.12 11:00 0.12 0.01 0.12 0.14 1.64 0.16
 -------- 12:00 0.13 0.01 ---- 0.14 1.62 0.18
 -------- 13:00 0.07 0.02 6.88 0.15 1.61 0.12
 -------- 14:00 0.03 0.02 4.08 0.12 1.53 0.06
 -------- 15:00 0.02 0.02 0.38 0.09 1.44 0.04
 31.10.12 16:00 0.02 0.01 0.38 0.08 1.40 0.03
 -------- 17:00 0.02 0.01 0.38 0.09 1.40 0.02
 -------- 18:00 0.02 0.00 0.25 0.11 1.41 0.02
 -------- 19:00 ---- 0.01 0.42 0.07 1.37 0.01
 -------- 20:00 0.02 0.01 0.17 0.09 1.38 0.01
 31.10.12 21:00 0.02 0.01 0.19 0.07 1.37 0.01
 -------- 22:00 0.02 0.01 0.25 0.06 1.37 0.00
 -------- 23:00 ---- 0.02 0.25 0.04 1.35 0.00
 -------- 00:00 ---- 0.02 0.25 0.07 1.36 0.01
