 Date Time CO SO2 H2S NO2 CHX NO
 31.10.12 00:00 ---- 0.01 0.38 0.06 1.49 0.01
 -------- 01:00 ---- 0.02 0.71 0.06 1.51 0.01
 -------- 02:00 ---- 0.01 0.29 0.06 1.66 0.01
 -------- 03:00 ---- 0.01 0.38 0.07 1.53 0.01
 -------- 04:00 ---- 0.01 0.25 0.08 1.36 0.02
 31.10.12 05:00 ---- 0.01 0.33 0.09 1.40 0.02
 -------- 06:00 0.02 0.01 0.33 0.13 1.42 0.07
 -------- 07:00 0.04 0.01 0.17 0.13 1.43 0.08
 -------- 08:00 0.08 0.02 0.44 0.15 1.78 0.08
 -------- 09:00 0.09 0.04 0.33 0.15 1.92 0.11
 31.10.12 10:00 0.11 0.02 0.19 0.15 1.68 0.13
 -------- 11:00 0.12 0.01 0.12 0.14 1.64 0.16
 -------- 12:00 0.13 0.01 ---- 0.14 1.62 0.18
 -------- 13:00 0.07 0.02 6.88 0.15 1.61 0.12
 -------- 14:00 0.03 0.02 4.08 0.12 1.53 0.06
 31.10.12 15:00 0.02 0.02 0.38 0.09 1.44 0.04
 -------- 16:00 0.02 0.01 0.38 0.08 1.40 0.03
 -------- 17:00 0.02 0.01 0.38 0.09 1.40 0.02
 -------- 18:00 0.02 0.00 0.25 0.11 1.41 0.02
 -------- 19:00 ---- 0.01 0.42 0.07 1.37 0.01
 31.10.12 20:00 0.02 0.01 0.17 0.09 1.38 0.01
 -------- 21:00 0.02 0.01 0.19 0.07 1.37 0.01
 -------- 22:00 0.02 0.01 0.25 0.06 1.37 0.00
 -------- 23:00 ---- 0.02 0.25 0.04 1.35 0.00
 -------- 00:00 ---- 0.01 0.25 0.03 1.36 0.01
 01.11.12 01:00 ---- 0.02 ---- 0.03 1.36 0.00
 -------- 02:00 ---- 0.01 0.12 0.04 1.35 0.00
 -------- 03:00 ---- 0.02 0.12 0.04 1.36 0.00
 -------- 04:00 ---- 0.01 0.19 0.03 1.35 0.00
 -------- 05:00 ---- 0.00 0.12 0.06 1.36 0.00
 01.11.12 06:00 ---- 0.00 0.12 0.08 1.36 0.01
 -------- 07:00 ---- 0.01 ---- 0.10 1.37 0.01
 -------- 08:00 0.05 0.01 0.19 0.09 1.37 0.01
 -------- 09:00 0.07 0.01 ---- 0.11 1.40 0.02
 -------- 10:00 0.05 0.01 0.12 0.15 1.40 0.07
 01.11.12 11:00 0.05 0.00 0.12 0.14 1.41 0.06
 -------- 12:00 0.05 0.01 0.17 0.11 1.41 0.04
 -------- 13:00 0.06 0.02 0.33 0.13 1.40 0.06
 -------- 14:00 0.05 0.01 0.29 0.15 1.41 0.06
 -------- 15:00 0.05 0.01 0.25 0.16 1.40 0.05
 01.11.12 16:00 0.05 0.01 0.12 0.14 1.52 0.04
 -------- 17:00 0.05 0.01 0.33 0.13 1.40 0.03
 -------- 18:00 0.05 0.01 0.29 0.12 1.40 0.02
 -------- 19:00 0.05 0.01 0.54 0.12 1.39 0.02
 -------- 20:00 0.11 0.01 0.38 0.17 1.46 0.10
 01.11.12 21:00 0.19 0.02 0.33 0.22 1.60 0.26
 -------- 22:00 0.13 0.01 0.17 0.18 1.56 0.22
 -------- 23:00 0.09 0.00 0.12 0.16 1.49 0.10
 -------- 00:00 0.08 ---- ---- 0.13 1.44 0.06
