 Date Time CO SO2 H2S NO2 CHX NO
 05.04.13 00:00 0.02 0.01 0.12 0.20 1.40 0.01
 -------- 01:00 0.02 0.01 0.12 0.19 1.41 0.01
 -------- 02:00 0.02 0.01 0.12 0.19 1.49 0.00
 -------- 03:00 0.02 0.01 0.12 0.18 1.57 0.00
 -------- 04:00 0.02 0.01 0.12 0.21 1.41 0.00
 05.04.13 05:00 0.02 0.01 0.12 0.18 1.39 0.01
 -------- 06:00 0.07 0.01 0.12 0.29 1.44 0.02
 -------- 07:00 0.03 0.01 0.21 0.25 1.45 0.01
 -------- 08:00 0.02 0.01 0.12 0.18 1.59 0.01
 -------- 09:00 0.02 0.02 0.25 0.14 1.51 0.01
 05.04.13 10:00 0.02 0.01 0.12 0.15 1.53 0.01
 -------- 11:00 0.02 0.02 0.17 0.18 1.54 0.02
 -------- 12:00 0.02 0.02 0.17 0.15 1.55 0.02
 -------- 13:00 0.02 0.02 0.12 0.16 1.53 0.02
 -------- 14:00 0.02 0.02 0.25 0.19 1.59 0.02
 05.04.13 15:00 0.05 0.02 0.12 0.22 1.71 0.02
 -------- 16:00 0.03 0.02 0.12 0.23 1.74 0.02
 -------- 17:00 0.05 0.02 0.21 0.27 1.64 0.03
 -------- 18:00 0.04 0.01 0.12 0.26 1.73 0.02
 -------- 19:00 0.05 0.01 0.21 0.29 1.57 0.02
 05.04.13 20:00 0.03 0.01 0.25 0.19 1.48 0.01
 -------- 21:00 0.04 0.01 0.25 0.19 1.47 0.01
 -------- 22:00 0.05 0.01 0.25 0.26 1.53 0.04
 -------- 23:00 0.06 0.01 0.21 0.29 1.59 0.07
 -------- 00:00 0.06 0.00 0.12 0.22 1.51 0.03
 06.04.13 01:00 0.04 ---- ---- 0.13 1.50 0.01
 -------- 02:00 0.07 ---- ---- 0.22 1.52 0.05
 -------- 03:00 0.05 ---- ---- 0.21 1.52 0.03
 -------- 04:00 0.04 ---- ---- 0.20 1.51 0.04
 -------- 05:00 0.03 ---- ---- 0.13 1.48 0.01
 06.04.13 06:00 0.02 ---- ---- 0.10 1.44 0.01
 -------- 07:00 0.04 ---- ---- 0.09 1.43 0.00
 -------- 08:00 0.03 ---- ---- 0.09 1.44 0.01
 -------- 09:00 0.02 ---- ---- 0.11 1.45 0.01
 -------- 10:00 0.03 ---- 0.12 0.13 1.51 0.02
 06.04.13 11:00 0.02 ---- ---- 0.09 1.46 0.01
 -------- 12:00 ---- 0.00 ---- 0.09 1.46 0.01
 -------- 13:00 0.02 ---- ---- 0.10 1.46 0.01
 -------- 14:00 0.04 ---- ---- 0.19 1.50 0.03
 -------- 15:00 0.03 ---- ---- 0.17 1.49 0.02
 06.04.13 16:00 0.02 ---- ---- 0.09 1.48 0.01
 -------- 17:00 0.02 ---- ---- 0.12 1.49 0.01
 -------- 18:00 0.02 ---- ---- 0.15 1.50 0.01
 -------- 19:00 0.04 ---- ---- 0.19 1.54 0.01
 -------- 20:00 0.09 ---- ---- 0.24 1.62 0.01
 06.04.13 21:00 0.10 ---- ---- 0.25 1.60 0.02
 -------- 22:00 0.10 ---- ---- 0.27 1.58 0.02
 -------- 23:00 0.07 ---- ---- 0.20 1.54 0.01
 -------- 00:00 0.04 ---- ---- 0.17 1.49 0.00
