 Date Time CO SO2 H2S NO2 CHX NO
 25.11.12 00:00 0.02 0.01 ---- 0.11 1.44 0.04
 -------- 01:00 ---- 0.00 0.19 0.10 1.43 0.03
 -------- 02:00 ---- 0.01 0.29 0.11 1.44 0.03
 -------- 03:00 ---- 0.02 0.62 0.09 1.41 0.02
 -------- 04:00 ---- 0.02 0.46 0.09 1.43 0.02
 25.11.12 05:00 ---- 0.01 0.31 0.10 1.45 0.03
 -------- 06:00 0.02 0.01 0.62 0.12 1.45 0.03
 -------- 07:00 0.04 ---- 0.42 0.12 1.44 0.05
 -------- 08:00 0.05 0.00 0.25 0.12 1.51 0.07
 -------- 09:00 0.03 0.01 ---- 0.12 1.45 0.07
 25.11.12 10:00 0.05 0.01 0.38 0.13 1.46 0.07
 -------- 11:00 0.03 0.01 0.33 0.11 1.45 0.06
 -------- 12:00 0.03 0.01 0.38 0.12 1.50 0.08
 -------- 13:00 0.11 0.04 0.75 0.11 1.56 0.06
 -------- 14:00 0.10 0.02 0.38 0.10 1.49 0.05
 25.11.12 15:00 0.02 0.01 0.25 0.10 1.42 0.04
 -------- 16:00 ---- 0.02 0.12 0.11 1.42 0.05
 -------- 17:00 0.02 0.03 0.19 0.12 1.41 0.05
 -------- 18:00 ---- 0.02 0.17 0.10 1.41 0.03
 -------- 19:00 ---- 0.01 0.79 0.10 1.40 0.04
 25.11.12 20:00 0.05 0.01 0.67 0.10 1.40 0.04
 -------- 21:00 0.08 0.02 0.12 0.11 1.42 0.05
 -------- 22:00 0.08 0.01 0.31 0.11 1.43 0.05
 -------- 23:00 0.08 0.01 1.04 0.12 1.44 0.06
 -------- 00:00 0.07 0.02 0.87 0.11 1.45 0.06
 26.11.12 01:00 0.06 0.02 1.17 0.11 1.43 0.05
 -------- 02:00 0.04 0.01 0.58 0.11 1.44 0.04
 -------- 03:00 0.04 0.02 0.42 0.09 1.44 0.03
 -------- 04:00 0.04 0.02 0.42 0.08 1.45 0.03
 -------- 05:00 0.07 0.01 0.56 0.09 ---- 0.06
 26.11.12 06:00 0.07 0.01 0.50 0.10 ---- 0.08
 -------- 07:00 0.10 0.00 0.50 0.11 ---- 0.08
 -------- 08:00 0.13 0.01 0.12 0.12 ---- 0.09
 -------- 09:00 0.13 0.00 0.31 0.11 ---- 0.10
 -------- 10:00 0.11 0.02 0.42 0.12 ---- 0.14
 26.11.12 11:00 0.09 0.02 0.54 0.11 ---- 0.13
 -------- 12:00 0.08 0.02 0.44 0.11 ---- 0.12
 -------- 13:00 0.07 0.03 0.25 0.09 ---- 0.10
 -------- 14:00 0.08 0.02 0.69 0.09 ---- 0.11
 -------- 15:00 0.09 0.03 0.83 0.10 ---- 0.13
 26.11.12 16:00 0.11 0.03 0.46 0.11 1.11 0.17
 -------- 17:00 0.08 0.02 0.38 0.07 1.50 0.07
 -------- 18:00 0.09 0.03 0.50 0.07 1.49 0.08
 -------- 19:00 0.11 0.04 0.83 0.09 1.49 0.10
 -------- 20:00 0.10 0.02 0.54 0.09 1.49 0.10
 26.11.12 21:00 0.09 0.03 0.62 0.09 1.49 0.11
 -------- 22:00 0.08 0.02 0.58 0.08 1.49 0.09
 -------- 23:00 0.06 0.02 0.50 0.04 1.44 0.05
