 Date Time CO SO2 H2S NO2 CHX NO
 07.11.12 00:00 ---- ---- ---- 0.06 1.36 0.00
 -------- 01:00 ---- 0.01 0.21 0.08 1.36 0.01
 -------- 02:00 ---- 0.00 0.12 0.05 1.35 0.01
 -------- 03:00 ---- 0.01 0.12 0.08 1.36 0.01
 -------- 04:00 ---- 0.01 0.25 0.08 1.36 0.01
 07.11.12 05:00 ---- 0.01 0.25 0.09 1.36 0.02
 -------- 06:00 ---- 0.01 0.19 0.10 1.36 0.01
 -------- 07:00 0.06 0.01 0.38 0.10 1.38 0.01
 -------- 08:00 ---- 0.01 0.25 0.07 1.35 0.01
 -------- 09:00 ---- 0.02 0.38 0.13 1.38 0.02
 07.11.12 10:00 0.03 0.02 0.21 0.14 1.40 0.05
 -------- 11:00 0.02 0.01 0.19 0.12 1.38 0.05
 -------- 12:00 0.02 0.01 0.17 0.10 1.38 0.04
 -------- 13:00 0.04 ---- 0.19 0.12 1.37 0.04
 -------- 14:00 ---- 0.01 0.25 0.08 1.36 0.03
 07.11.12 15:00 0.02 0.01 0.38 0.12 1.37 0.04
 -------- 16:00 0.02 0.01 0.44 0.15 1.38 0.06
 -------- 17:00 0.03 0.01 ---- 0.14 1.38 0.05
 -------- 18:00 0.03 0.00 0.25 0.16 1.40 0.05
 -------- 19:00 0.03 0.00 0.19 0.14 1.41 0.04
 07.11.12 20:00 0.05 0.01 0.12 0.13 1.39 0.03
 -------- 21:00 0.05 0.02 0.38 0.09 1.38 0.02
 -------- 22:00 0.04 0.01 0.21 0.10 1.39 0.03
 -------- 23:00 0.03 0.00 ---- 0.09 1.38 0.02
 -------- 00:00 0.02 0.01 0.25 0.07 1.37 0.01
 08.11.12 01:00 0.02 0.01 0.19 0.05 1.36 0.01
 -------- 02:00 0.02 0.01 0.25 0.05 1.36 0.01
 -------- 03:00 0.02 0.02 0.50 0.07 1.36 0.02
 -------- 04:00 0.02 0.01 0.29 0.10 1.35 0.02
 -------- 05:00 0.02 0.02 0.21 0.09 1.37 0.02
 08.11.12 06:00 0.03 0.01 0.25 0.06 1.36 0.01
 -------- 07:00 0.03 0.01 0.50 0.07 1.38 0.01
 -------- 08:00 0.02 0.01 0.58 0.10 1.36 0.01
 -------- 09:00 0.03 0.01 0.33 0.10 1.38 0.01
 -------- 10:00 ---- 0.00 0.12 0.12 1.37 0.02
 08.11.12 11:00 ---- 0.01 ---- 0.09 1.36 0.02
 -------- 12:00 ---- 0.00 0.25 0.09 1.37 0.02
 -------- 13:00 ---- 0.01 ---- 0.12 1.36 0.02
 -------- 14:00 ---- 0.01 ---- 0.07 1.36 0.01
 -------- 15:00 ---- 0.02 0.12 0.08 1.35 0.01
 08.11.12 16:00 ---- 0.01 0.12 0.08 1.35 0.01
 -------- 17:00 ---- 0.01 0.21 0.12 1.38 0.01
 -------- 18:00 ---- 0.01 0.33 0.16 1.40 0.01
 -------- 19:00 ---- 0.01 0.17 0.16 1.39 0.01
 -------- 20:00 ---- 0.01 0.21 0.13 1.38 0.01
 08.11.12 21:00 ---- 0.01 0.46 0.12 1.37 0.01
 -------- 22:00 ---- 0.00 0.50 0.13 1.37 0.01
 -------- 23:00 ---- 0.02 0.33 0.13 1.36 0.01
