 Date Time CO SO2 H2S NO2 CHX NO
 03.04.13 00:00 0.04 0.01 0.25 0.17 1.47 0.01
 -------- 01:00 0.04 0.01 0.29 0.20 1.54 0.01
 -------- 02:00 0.04 0.01 0.25 0.19 1.47 0.00
 -------- 03:00 0.04 0.01 0.17 0.13 1.48 0.00
 -------- 04:00 0.05 0.01 0.21 0.22 1.53 0.01
 03.04.13 05:00 0.08 0.01 0.17 0.41 1.56 0.21
 -------- 06:00 0.06 0.01 0.21 0.27 1.57 0.01
 -------- 07:00 0.07 0.01 0.25 0.36 1.60 0.04
 -------- 08:00 0.06 0.01 0.25 0.37 1.58 0.05
 -------- 09:00 0.07 0.01 0.21 0.38 1.59 0.06
 03.04.13 10:00 0.07 0.01 0.25 0.33 1.59 0.06
 -------- 11:00 0.05 0.01 0.25 0.30 1.59 0.06
 -------- 12:00 0.05 0.01 0.29 0.27 1.63 0.05
 -------- 13:00 0.06 0.01 0.33 0.28 1.58 0.07
 -------- 14:00 0.05 0.01 0.25 0.27 1.59 0.05
 03.04.13 15:00 0.02 0.01 0.21 0.21 1.57 0.02
 -------- 16:00 0.02 0.01 0.21 0.15 1.53 0.02
 -------- 17:00 ---- 0.01 0.25 0.13 1.47 0.01
 -------- 18:00 ---- 0.01 0.17 0.14 1.46 0.01
 -------- 19:00 0.02 0.01 0.21 0.15 1.46 0.00
 03.04.13 20:00 0.04 0.01 0.29 0.20 1.46 0.01
 -------- 21:00 0.04 0.01 0.33 0.16 1.43 0.00
 -------- 22:00 0.02 0.01 0.29 0.15 1.43 0.01
 -------- 23:00 0.02 0.02 0.29 0.17 1.46 0.00
 -------- 00:00 0.02 0.06 0.29 0.21 1.59 0.00
 04.04.13 01:00 0.02 0.11 0.54 0.19 1.60 0.01
 -------- 02:00 0.02 0.17 0.71 0.20 1.66 0.00
 -------- 03:00 0.02 0.19 0.83 0.18 1.66 0.00
 -------- 04:00 0.02 0.26 0.71 0.20 1.70 0.00
 -------- 05:00 0.02 0.22 0.79 0.22 1.67 0.01
 04.04.13 06:00 0.02 0.10 0.50 0.38 1.63 0.04
 -------- 07:00 0.03 0.04 0.29 0.34 1.45 0.04
 -------- 08:00 0.04 0.03 0.38 0.19 1.49 0.01
 -------- 09:00 0.03 0.02 0.29 0.17 1.55 0.02
 -------- 10:00 0.02 0.02 0.29 0.17 1.51 0.02
 04.04.13 11:00 ---- 0.01 0.25 0.12 1.39 0.01
 -------- 12:00 ---- 0.01 0.21 0.12 1.38 0.01
 -------- 13:00 ---- 0.01 0.12 0.10 1.38 0.01
 -------- 14:00 ---- 0.00 0.17 0.15 1.40 0.02
 -------- 15:00 ---- 0.00 0.12 0.13 1.41 0.02
 04.04.13 16:00 ---- 0.00 0.17 0.13 1.37 0.01
 -------- 17:00 ---- 0.00 0.12 0.16 1.41 0.01
 -------- 18:00 0.02 0.00 0.12 0.23 1.45 0.02
 -------- 19:00 0.02 0.01 0.21 0.25 1.57 0.01
 -------- 20:00 0.05 0.01 0.29 0.27 1.72 0.01
 04.04.13 21:00 0.04 0.01 0.25 0.27 1.73 0.01
 -------- 22:00 0.04 0.01 0.25 0.31 1.67 0.02
 -------- 23:00 0.04 0.02 0.25 0.33 1.45 0.03
