 Date Time CO SO2 H2S NO2 CHX NO
 11.01.13 00:00 ---- 0.01 0.12 0.13 1.48 0.04
 -------- 01:00 0.02 0.00 0.12 0.17 1.52 0.06
 -------- 02:00 ---- 0.00 0.12 0.16 1.50 0.04
 -------- 03:00 ---- 0.00 0.12 0.16 1.50 0.04
 -------- 04:00 ---- ---- ---- 0.13 1.48 0.03
 11.01.13 05:00 ---- 0.00 0.12 0.14 1.47 0.03
 -------- 06:00 ---- 0.00 0.12 0.15 1.48 0.05
 -------- 07:00 0.03 0.00 0.12 0.14 1.52 0.05
 -------- 08:00 0.09 0.00 0.12 0.15 1.48 0.05
 -------- 09:00 0.08 0.00 0.12 0.16 1.48 0.05
 11.01.13 10:00 0.07 0.00 0.17 0.16 1.50 0.06
 -------- 11:00 0.08 0.00 0.12 0.19 1.56 0.08
 -------- 12:00 0.06 0.00 0.12 0.15 1.69 0.07
 -------- 13:00 0.06 0.00 0.12 0.12 1.59 0.05
 -------- 14:00 0.08 0.00 0.12 0.17 1.75 0.07
 11.01.13 15:00 0.08 0.00 0.12 0.17 1.81 0.07
 -------- 16:00 0.09 0.01 0.21 0.20 1.55 0.09
 -------- 17:00 0.11 0.01 0.12 0.21 1.58 0.09
 -------- 18:00 0.10 0.00 0.12 0.22 1.57 0.08
 -------- 19:00 0.11 0.00 0.12 0.18 1.57 0.07
 11.01.13 20:00 0.06 0.01 0.21 0.17 1.55 0.07
 -------- 21:00 0.05 0.01 0.12 0.16 1.53 0.05
 -------- 22:00 0.05 0.00 0.12 0.15 1.54 0.05
 -------- 23:00 0.05 0.00 0.12 0.15 1.55 0.05
 -------- 00:00 0.04 0.00 0.12 0.15 1.55 0.05
 12.01.13 01:00 0.04 0.00 0.33 0.14 1.55 0.05
 -------- 02:00 0.03 0.00 0.25 0.14 1.54 0.03
 -------- 03:00 0.02 0.00 0.25 0.14 1.52 0.03
 -------- 04:00 0.02 0.00 0.25 0.11 1.51 0.01
 -------- 05:00 0.02 0.01 0.29 0.11 1.51 0.01
 12.01.13 06:00 0.02 0.00 0.25 0.12 1.52 0.02
 -------- 07:00 0.05 0.00 0.25 0.14 1.55 0.04
 -------- 08:00 0.11 0.00 0.25 0.17 1.61 0.08
 -------- 09:00 0.08 0.00 0.29 0.17 1.65 0.09
 -------- 10:00 0.09 0.01 0.33 0.17 1.82 0.09
 12.01.13 11:00 0.08 0.00 0.25 0.14 1.67 0.06
 -------- 12:00 0.09 0.01 0.25 0.16 1.66 0.09
 -------- 13:00 0.10 0.01 0.25 0.18 1.72 0.10
 -------- 14:00 0.11 0.01 0.38 0.20 1.80 0.13
 -------- 15:00 0.19 0.01 0.62 0.22 1.91 0.14
 12.01.13 16:00 0.13 0.01 0.71 0.21 1.80 0.14
 -------- 17:00 0.13 0.01 0.58 0.21 1.95 0.12
 -------- 18:00 0.17 0.01 0.42 0.21 1.87 0.23
 -------- 19:00 0.15 0.01 0.38 0.22 2.19 0.22
 -------- 20:00 0.17 0.01 0.50 0.23 2.66 0.23
 12.01.13 21:00 0.20 0.01 0.50 0.21 2.03 0.26
 -------- 22:00 0.17 0.01 0.50 0.21 2.24 0.23
 -------- 23:00 0.16 0.01 0.50 0.21 2.17 0.20
