 Date Time CO OZ NO2 CHX NO PM10
 18.02.13 00:00 0.06 ---- 0.16 1.97 0.01 ----
 -------- 01:00 0.06 ---- 0.12 1.83 0.02 ----
 -------- 02:00 0.06 ---- 0.06 1.48 0.01 ----
 -------- 03:00 0.06 ---- 0.07 1.48 0.01 ----
 -------- 04:00 0.06 ---- 0.08 1.49 0.01 ----
 18.02.13 05:00 0.06 ---- 0.11 1.52 0.02 ----
 -------- 06:00 0.09 ---- 0.16 1.56 0.02 ----
 -------- 07:00 0.10 ---- 0.19 1.54 0.01 ----
 -------- 08:00 0.09 ---- 0.20 1.53 0.02 ----
 -------- 09:00 0.09 ---- 0.20 1.54 0.02 ----
 18.02.13 10:00 0.10 ---- 0.19 1.57 0.03 ----
 -------- 11:00 0.09 ---- 0.17 1.56 0.04 ----
 -------- 12:00 0.08 ---- 0.12 1.53 0.03 ----
 -------- 13:00 0.08 ---- 0.15 1.55 0.03 ----
 -------- 14:00 0.08 ---- 0.14 1.53 0.04 ----
 18.02.13 15:00 0.08 ---- 0.10 1.50 0.02 0.17
 -------- 16:00 0.08 ---- 0.10 1.51 0.02 0.18
 -------- 17:00 0.08 ---- 0.10 1.51 0.02 0.15
 -------- 18:00 0.08 ---- 0.14 1.53 0.02 0.15
 -------- 19:00 0.08 ---- 0.14 1.54 0.01 0.15
 18.02.13 20:00 0.09 ---- 0.15 1.54 0.02 0.14
 -------- 21:00 0.10 ---- 0.19 1.55 0.02 0.14
 -------- 22:00 0.11 ---- 0.21 1.60 0.02 0.14
 -------- 23:00 0.09 ---- 0.19 1.62 0.01 0.13
 -------- 00:00 0.08 ---- 0.24 1.66 0.01 0.14
 19.02.13 01:00 0.08 ---- 0.24 1.78 0.01 0.13
 -------- 02:00 0.08 ---- 0.25 1.72 0.01 0.12
 -------- 03:00 0.08 ---- 0.27 1.85 0.02 0.12
 -------- 04:00 0.06 ---- 0.20 1.76 0.02 0.11
 -------- 05:00 0.06 ---- 0.13 1.64 0.01 0.10
 19.02.13 06:00 0.07 ---- 0.11 1.60 0.02 0.10
 -------- 07:00 0.06 ---- 0.11 1.57 0.01 0.09
 -------- 08:00 0.09 ---- 0.14 1.59 0.02 0.11
 -------- 09:00 0.09 ---- 0.26 1.59 0.03 0.14
 -------- 10:00 0.09 ---- 0.23 1.60 0.04 0.12
 19.02.13 11:00 0.06 ---- 0.15 1.56 0.03 0.08
 -------- 12:00 0.06 ---- 0.06 1.53 0.02 0.06
 -------- 13:00 0.06 ---- 0.06 1.53 0.02 0.06
 -------- 14:00 0.06 ---- 0.05 1.56 0.02 0.08
 -------- 15:00 0.06 ---- 0.07 1.52 0.02 0.08
 19.02.13 16:00 0.06 ---- 0.07 1.52 0.02 0.07
 -------- 17:00 0.07 ---- 0.07 1.54 0.02 0.08
 -------- 18:00 0.08 ---- 0.15 1.53 0.02 0.10
 -------- 19:00 0.09 ---- 0.16 1.57 0.02 0.11
 -------- 20:00 0.10 ---- 0.19 1.58 0.01 0.11
