 Date Time CO OZ NO2 CHX NO PM10
 27.12.12 12:00 0.11 ---- 0.27 1.54 0.05 0.05
 -------- 13:00 0.10 ---- 0.27 1.53 0.05 0.07
 -------- 14:00 0.11 ---- 0.28 1.57 0.06 0.02
 -------- 15:00 0.11 ---- 0.32 1.55 0.08 0.03
 -------- 16:00 0.13 ---- 0.37 1.58 0.13 0.03
 27.12.12 17:00 0.14 ---- 0.35 1.58 0.12 0.03
 -------- 18:00 0.12 ---- 0.32 1.63 0.07 0.04
 -------- 19:00 0.10 ---- 0.30 1.63 0.05 0.04
 -------- 20:00 0.10 ---- 0.23 1.53 0.03 0.04
 -------- 21:00 0.08 ---- 0.15 1.46 0.02 0.04
 27.12.12 22:00 0.06 ---- 0.09 1.43 0.02 0.03
 -------- 23:00 0.06 ---- 0.13 1.51 0.02 0.05
 -------- 00:00 0.06 ---- 0.10 1.49 0.02 0.05
 -------- 01:00 0.06 ---- 0.07 1.41 0.02 0.04
 -------- 02:00 0.05 ---- 0.07 1.42 0.02 0.03
 28.12.12 03:00 0.05 ---- 0.10 1.40 0.02 0.03
 -------- 04:00 0.04 ---- 0.06 1.40 0.02 0.03
 -------- 05:00 0.06 ---- 0.07 1.40 0.02 0.03
 -------- 06:00 0.06 ---- 0.08 1.40 0.02 0.02
 -------- 07:00 0.07 ---- 0.16 1.44 0.02 0.02
 28.12.12 08:00 0.08 ---- 0.20 1.46 0.03 0.02
 -------- 09:00 0.08 ---- 0.21 1.46 0.03 0.02
 -------- 10:00 0.09 ---- 0.19 1.44 0.03 0.02
 -------- 11:00 0.07 ---- 0.20 1.46 0.03 0.03
 -------- 12:00 0.08 ---- 0.18 1.44 0.03 0.03
 28.12.12 13:00 0.08 ---- 0.13 1.42 0.02 0.03
 -------- 14:00 0.07 ---- 0.14 1.41 0.02 0.03
 -------- 15:00 0.06 ---- 0.13 1.40 0.02 0.03
 -------- 16:00 0.06 ---- 0.13 1.40 0.02 0.03
 -------- 17:00 0.07 ---- 0.14 1.41 0.02 0.03
 28.12.12 18:00 0.06 ---- 0.11 1.42 0.02 0.04
 -------- 19:00 0.07 ---- 0.10 1.42 0.02 0.06
 -------- 20:00 0.06 ---- 0.10 1.40 0.01 0.04
 -------- 21:00 0.05 ---- 0.09 1.39 0.02 0.03
 -------- 22:00 0.04 ---- 0.07 1.37 0.02 0.05
 28.12.12 23:00 0.04 ---- 0.08 1.37 0.01 0.04
 -------- 00:00 0.04 ---- 0.08 1.37 0.02 0.01
 -------- 01:00 0.02 ---- 0.07 1.37 0.02 0.01
 -------- 02:00 0.02 ---- 0.02 1.37 0.01 0.00
 -------- 03:00 0.02 ---- 0.06 1.37 0.02 0.01
 29.12.12 04:00 0.02 ---- 0.06 1.37 0.01 0.01
 -------- 05:00 0.02 ---- 0.06 1.37 0.01 0.02
 -------- 06:00 0.02 ---- 0.07 1.38 0.02 0.03
 -------- 07:00 0.02 ---- 0.07 1.38 0.02 0.04
 -------- 08:00 0.04 ---- 0.08 1.39 0.02 0.03
 29.12.12 09:00 0.05 ---- 0.11 1.40 0.02 0.02
 -------- 10:00 0.04 ---- 0.08 1.41 0.02 0.04
 -------- 11:00 0.06 ---- 0.06 1.42 0.01 0.03
