 Date Time CO OZ NO2 CHX NO PM10
 30.01.13 00:00 0.08 ---- 0.41 1.60 0.04 0.10
 -------- 01:00 0.09 ---- 0.41 1.60 0.03 0.09
 -------- 02:00 0.09 ---- 0.35 1.59 0.02 0.08
 -------- 03:00 0.08 ---- 0.35 1.60 0.02 0.08
 -------- 04:00 0.09 ---- 0.41 1.62 0.03 0.07
 30.01.13 05:00 0.10 ---- 0.41 1.66 0.03 0.07
 -------- 06:00 0.13 ---- 0.43 1.71 0.06 0.08
 -------- 07:00 0.10 ---- 0.43 1.65 0.09 0.08
 -------- 08:00 0.15 ---- 0.44 1.69 0.15 0.09
 -------- 09:00 0.13 ---- 0.47 1.69 0.22 0.13
 30.01.13 10:00 0.15 ---- 0.47 1.72 0.30 0.12
 -------- 11:00 0.12 ---- 0.43 1.67 0.18 0.11
 -------- 12:00 0.13 ---- 0.43 1.70 0.20 0.12
 -------- 13:00 0.14 ---- 0.46 1.70 0.24 0.13
 -------- 14:00 0.13 ---- 0.45 1.68 0.21 0.11
 30.01.13 15:00 0.13 ---- 0.41 1.67 0.17 0.11
 -------- 16:00 0.12 ---- 0.40 1.69 0.13 0.12
 -------- 17:00 0.13 ---- 0.43 1.73 0.13 0.14
 -------- 18:00 0.11 ---- 0.42 1.83 0.10 0.13
 -------- 19:00 0.11 ---- 0.42 1.93 0.09 0.11
 30.01.13 20:00 0.11 ---- 0.43 1.67 0.10 0.11
 -------- 21:00 0.11 ---- 0.41 1.66 0.05 0.08
 -------- 22:00 0.10 ---- 0.38 1.63 0.03 0.08
 -------- 23:00 0.09 ---- 0.28 1.61 0.02 0.06
 -------- 00:00 0.07 ---- 0.20 1.58 0.02 0.07
 31.01.13 01:00 0.06 ---- 0.16 1.55 0.01 0.06
 -------- 02:00 0.04 ---- 0.11 1.52 0.01 0.04
 -------- 03:00 0.04 ---- 0.09 1.52 0.01 0.04
 -------- 04:00 0.04 ---- 0.10 1.52 0.01 0.05
 -------- 05:00 0.05 ---- 0.14 1.53 0.01 0.06
 31.01.13 06:00 0.06 ---- 0.16 1.54 0.02 0.07
 -------- 07:00 0.06 ---- 0.19 1.56 0.02 0.07
 -------- 08:00 0.11 ---- 0.27 1.60 0.03 0.07
 -------- 09:00 0.07 ---- 0.27 1.60 0.03 0.08
 -------- 10:00 0.06 ---- 0.28 1.59 0.03 0.09
 31.01.13 11:00 0.07 ---- 0.27 1.60 0.03 0.08
 -------- 12:00 0.06 ---- 0.26 1.60 0.03 0.07
 -------- 13:00 0.06 ---- 0.21 1.58 0.03 0.06
 -------- 14:00 0.05 ---- 0.21 1.56 0.03 0.06
 -------- 15:00 0.11 ---- 0.23 1.55 0.72 0.04
 31.01.13 16:00 0.05 ---- 0.21 1.53 0.02 0.06
 -------- 17:00 0.07 ---- 0.24 1.53 0.02 0.07
 -------- 18:00 0.08 ---- 0.25 1.51 0.02 0.08
 -------- 19:00 0.08 ---- 0.25 1.50 0.02 0.07
 -------- 20:00 0.07 ---- 0.24 1.50 0.02 0.08
 31.01.13 21:00 0.07 ---- 0.19 1.50 0.02 0.07
 -------- 22:00 0.06 ---- 0.20 1.50 0.01 0.06
 -------- 23:00 0.06 ---- 0.18 1.51 0.02 0.06
