 Date Time CO OZ NO2 CHX NO PM10
 24.12.12 12:00 0.45 ---- 0.86 2.68 0.97 ----
 -------- 13:00 0.48 ---- 0.92 2.62 0.99 ----
 -------- 14:00 0.43 ---- 0.91 2.43 0.84 ----
 -------- 15:00 0.33 ---- 0.86 2.18 0.66 ----
 -------- 16:00 0.33 ---- 0.81 2.09 0.58 ----
 24.12.12 17:00 0.25 ---- 0.74 1.92 0.50 ----
 -------- 18:00 0.22 ---- 0.69 1.82 0.41 ----
 -------- 19:00 0.19 ---- 0.65 1.78 0.33 ----
 -------- 20:00 0.19 ---- 0.65 1.84 0.37 ----
 -------- 21:00 0.17 ---- 0.61 1.76 0.28 ----
 24.12.12 22:00 0.14 ---- 0.58 1.73 0.23 ----
 -------- 23:00 0.12 ---- 0.57 1.70 0.20 ----
 -------- 00:00 0.11 ---- 0.56 1.65 0.16 ----
 -------- 01:00 0.10 ---- 0.55 1.65 0.15 ----
 -------- 02:00 0.09 ---- 0.54 1.60 0.12 ----
 25.12.12 03:00 0.08 ---- 0.51 1.57 0.07 ----
 -------- 04:00 0.07 ---- 0.45 1.52 0.03 ----
 -------- 05:00 0.06 ---- 0.31 1.48 0.02 ----
 -------- 06:00 0.07 ---- 0.32 1.51 0.02 ----
 -------- 07:00 0.08 ---- 0.30 1.52 0.02 ----
 25.12.12 08:00 0.08 ---- 0.27 1.52 0.03 ----
 -------- 09:00 0.07 ---- 0.25 1.51 0.02 ----
 -------- 10:00 0.07 ---- 0.26 1.52 0.03 ----
 -------- 11:00 0.06 ---- 0.21 1.51 0.03 0.05
 -------- 12:00 0.06 ---- 0.19 1.49 0.03 0.06
 25.12.12 13:00 0.06 ---- 0.20 1.50 0.03 0.06
 -------- 14:00 0.06 ---- 0.21 1.50 0.03 0.07
 -------- 15:00 0.07 ---- 0.23 1.50 0.03 0.06
 -------- 16:00 0.08 ---- 0.25 1.52 0.03 0.07
 -------- 17:00 0.08 ---- 0.25 1.53 0.03 0.09
 25.12.12 18:00 0.08 ---- 0.26 1.54 0.03 0.17
 -------- 19:00 0.08 ---- 0.25 1.53 0.02 0.11
 -------- 20:00 0.07 ---- 0.24 1.54 0.02 0.11
 -------- 21:00 0.08 ---- 0.26 1.55 0.02 0.11
 -------- 22:00 0.07 ---- 0.22 1.55 0.02 0.10
 25.12.12 23:00 0.06 ---- 0.17 1.54 0.02 0.09
 -------- 00:00 0.06 ---- 0.16 1.52 0.02 0.07
 -------- 01:00 0.06 ---- 0.15 1.52 0.02 0.07
 -------- 02:00 0.06 ---- 0.14 1.53 0.02 0.06
 -------- 03:00 0.06 ---- 0.12 1.53 0.01 0.06
 26.12.12 04:00 0.06 ---- 0.10 1.54 0.01 0.07
 -------- 05:00 0.06 ---- 0.11 1.54 0.01 0.08
 -------- 06:00 0.06 ---- 0.11 1.55 0.02 0.08
 -------- 07:00 0.06 ---- 0.12 1.54 0.02 0.09
 -------- 08:00 0.07 ---- 0.14 1.54 0.02 0.07
 26.12.12 09:00 0.08 ---- 0.15 1.55 0.02 0.06
 -------- 10:00 0.07 ---- 0.14 1.54 0.02 0.05
 -------- 11:00 0.08 ---- 0.13 1.54 0.02 0.06
