 Date Time CO NO2 CHX NO PM10
 05.11.12 12:00 0.09 0.18 1.48 0.05 0.06
 -------- 13:00 0.07 0.16 1.46 0.03 0.04
 -------- 14:00 0.09 0.20 1.47 0.04 0.06
 -------- 15:00 0.09 0.27 1.49 0.06 0.08
 -------- 16:00 0.13 0.38 1.60 0.14 0.15
 05.11.12 17:00 0.15 0.42 1.75 0.22 0.16
 -------- 18:00 0.13 0.40 1.65 0.16 0.14
 -------- 19:00 0.11 0.35 1.53 0.09 0.09
 -------- 20:00 0.11 0.31 1.54 0.10 0.07
 -------- 21:00 0.09 0.30 1.50 0.06 0.06
 05.11.12 22:00 0.07 0.25 1.48 0.02 0.07
 -------- 23:00 0.06 0.13 1.45 0.02 0.06
 -------- 00:00 0.05 0.06 1.42 0.02 0.04
 -------- 01:00 0.04 0.04 1.41 0.02 0.02
 -------- 02:00 0.04 0.04 1.41 0.02 0.02
 06.11.12 03:00 0.04 0.04 1.42 0.02 0.03
 -------- 04:00 0.04 0.04 1.42 0.02 0.04
 -------- 05:00 0.04 0.05 1.43 0.02 0.05
 -------- 06:00 0.05 0.05 1.43 0.02 0.04
 -------- 07:00 0.05 0.07 1.44 0.02 0.04
 06.11.12 08:00 0.06 0.11 1.45 0.02 0.03
 -------- 09:00 0.05 0.11 1.45 0.02 0.03
 -------- 10:00 0.05 0.12 1.46 0.02 0.02
 -------- 11:00 0.05 0.14 1.47 0.02 0.02
 -------- 12:00 0.05 0.14 1.47 0.03 0.02
 06.11.12 13:00 0.06 0.16 1.48 0.03 0.02
 -------- 14:00 0.05 0.17 1.49 0.03 0.02
 -------- 15:00 0.06 0.17 1.47 0.03 0.02
 -------- 16:00 0.05 0.05 1.43 0.02 0.02
 -------- 17:00 0.04 0.06 1.42 0.02 0.01
 06.11.12 18:00 0.04 0.09 1.44 0.02 0.02
 -------- 19:00 0.05 0.13 1.44 0.02 0.03
 -------- 20:00 0.05 0.07 1.44 0.02 0.03
 -------- 21:00 0.04 0.07 1.43 0.02 0.02
 -------- 22:00 0.04 0.05 1.42 0.02 0.03
 06.11.12 23:00 0.04 0.06 1.43 0.02 0.02
 -------- 00:00 0.04 0.06 1.42 0.02 0.02
 -------- 01:00 0.04 0.08 1.42 0.02 0.02
 -------- 02:00 0.04 0.04 1.45 0.02 0.03
 -------- 03:00 0.04 0.06 1.45 0.02 0.02
 07.11.12 04:00 0.04 0.06 1.44 0.02 0.02
 -------- 05:00 0.03 0.09 1.42 0.03 0.02
 -------- 06:00 0.05 0.10 1.42 0.03 0.02
 -------- 07:00 0.04 0.09 1.42 0.02 0.01
 -------- 08:00 0.05 0.13 1.43 0.03 0.02
 07.11.12 09:00 0.06 0.12 1.44 0.02 0.03
 -------- 10:00 0.05 0.09 1.45 0.02 0.03
 -------- 11:00 0.05 0.08 1.44 0.02 0.03
 -------- 12:00 0.04 0.06 1.43 0.02 0.03
