 Date Time CO OZ NO2 CHX NO PM10
 01.01.13 12:00 0.06 ---- 0.11 1.48 0.02 0.04
 -------- 13:00 0.06 ---- 0.09 1.45 0.02 0.04
 -------- 14:00 0.06 ---- 0.07 1.52 0.02 0.04
 -------- 15:00 0.06 ---- 0.10 1.50 0.02 0.06
 -------- 16:00 0.06 ---- 0.11 1.51 0.02 0.06
 01.01.13 17:00 0.06 ---- 0.13 1.50 0.02 0.05
 -------- 18:00 0.07 ---- 0.16 1.50 0.02 0.05
 -------- 19:00 0.07 ---- 0.16 1.51 0.02 0.05
 -------- 20:00 0.07 ---- 0.16 1.50 0.02 0.05
 -------- 21:00 0.06 ---- 0.16 1.50 0.02 0.06
 01.01.13 22:00 0.07 ---- 0.16 1.50 0.02 0.07
 -------- 23:00 0.08 ---- 0.17 1.51 0.02 0.06
 -------- 00:00 0.08 ---- 0.15 1.50 0.02 0.06
 -------- 01:00 0.07 ---- 0.09 1.48 0.02 0.05
 -------- 02:00 0.07 ---- 0.08 1.49 0.02 0.03
 02.01.13 03:00 0.06 ---- 0.07 1.49 0.02 0.03
 -------- 04:00 0.06 ---- 0.05 1.47 0.01 0.04
 -------- 05:00 0.06 ---- 0.04 1.43 0.01 0.05
 -------- 06:00 0.06 ---- 0.04 1.41 0.01 0.06
 -------- 07:00 0.05 ---- 0.04 1.41 0.01 0.05
 02.01.13 08:00 0.06 ---- 0.06 1.41 0.01 0.07
 -------- 09:00 0.05 ---- 0.06 1.41 0.01 0.07
 -------- 10:00 0.06 ---- 0.07 1.42 0.02 0.07
 -------- 11:00 0.06 ---- 0.07 1.43 0.02 0.06
 -------- 12:00 0.06 ---- 0.07 1.43 0.02 0.07
 02.01.13 13:00 0.07 ---- 0.09 1.43 0.02 0.07
 -------- 14:00 0.07 ---- 0.10 1.44 0.02 0.07
 -------- 15:00 0.07 ---- 0.11 1.44 0.02 0.07
 -------- 16:00 0.07 ---- 0.11 1.44 0.02 0.07
 -------- 17:00 0.08 ---- 0.13 1.46 0.01 0.08
 02.01.13 18:00 0.08 ---- 0.13 1.47 0.01 0.11
 -------- 19:00 0.08 ---- 0.11 1.47 0.01 0.06
 -------- 20:00 0.07 ---- 0.10 1.47 0.02 0.06
 -------- 21:00 0.06 ---- 0.08 1.48 0.01 0.06
 -------- 22:00 0.06 ---- 0.08 1.50 0.01 0.07
 02.01.13 23:00 0.06 ---- 0.09 1.52 0.01 0.07
 -------- 00:00 0.06 ---- 0.07 1.53 0.01 0.07
 -------- 01:00 0.06 ---- 0.06 1.53 0.01 0.07
 -------- 02:00 0.06 ---- 0.08 1.51 0.02 0.06
 -------- 03:00 0.06 ---- 0.05 1.51 0.01 0.07
 03.01.13 04:00 0.06 ---- 0.04 1.50 0.01 0.07
 -------- 05:00 0.06 ---- 0.03 1.49 0.01 0.07
 -------- 06:00 0.06 ---- 0.04 1.47 0.01 0.07
 -------- 07:00 0.06 ---- 0.05 1.49 0.01 0.08
 -------- 08:00 0.06 ---- 0.06 1.50 0.01 0.08
 03.01.13 09:00 0.06 ---- 0.07 1.50 0.01 0.08
 -------- 10:00 0.08 ---- 0.10 1.54 0.02 0.09
 -------- 11:00 0.08 ---- 0.11 1.52 0.02 0.09
