 Date Time CO OZ NO2 CHX NO PM10
 06.01.13 00:00 0.05 ---- 0.13 2.03 0.01 0.03
 -------- 01:00 0.05 ---- 0.17 2.09 0.01 0.03
 -------- 02:00 0.04 ---- 0.18 2.52 0.02 0.02
 -------- 03:00 0.04 ---- 0.15 2.71 0.02 0.02
 -------- 04:00 0.04 ---- 0.11 2.01 0.02 0.02
 06.01.13 05:00 0.04 ---- 0.10 1.92 0.01 0.02
 -------- 06:00 0.04 ---- 0.05 1.54 0.01 0.02
 -------- 07:00 0.04 ---- 0.03 1.44 0.02 0.02
 -------- 08:00 0.04 ---- 0.04 1.44 0.01 0.02
 -------- 09:00 0.04 ---- 0.03 1.44 0.01 0.03
 06.01.13 10:00 0.04 ---- 0.03 1.42 0.01 0.03
 -------- 11:00 0.04 ---- 0.03 1.43 0.01 0.04
 -------- 12:00 0.04 ---- 0.03 1.43 0.01 0.03
 -------- 13:00 0.04 ---- 0.04 1.43 0.02 0.02
 -------- 14:00 0.04 ---- 0.03 1.43 0.02 0.02
 06.01.13 15:00 0.05 ---- 0.03 1.44 0.02 0.02
 -------- 16:00 0.04 ---- 0.03 1.43 0.01 0.03
 -------- 17:00 0.04 ---- 0.04 1.44 0.02 0.03
 -------- 18:00 0.05 ---- 0.04 1.46 0.01 0.02
 -------- 19:00 0.04 ---- 0.03 1.45 0.01 0.03
 06.01.13 20:00 0.04 ---- 0.03 1.45 0.01 0.02
 -------- 21:00 0.04 ---- 0.03 1.44 0.01 0.03
 -------- 22:00 0.04 ---- 0.03 1.44 0.01 0.02
 -------- 23:00 0.04 ---- 0.02 1.44 0.01 0.02
 -------- 00:00 0.04 ---- 0.02 1.44 0.01 0.03
 07.01.13 01:00 0.04 ---- 0.02 1.44 0.01 0.02
 -------- 02:00 0.04 ---- 0.02 1.44 0.01 0.02
 -------- 03:00 0.04 ---- 0.01 1.44 0.01 0.03
 -------- 04:00 0.04 ---- 0.02 1.44 0.01 0.02
 -------- 05:00 0.04 ---- 0.02 1.43 0.01 0.02
 07.01.13 06:00 0.04 ---- 0.02 1.43 0.01 0.02
 -------- 07:00 0.04 ---- 0.02 1.43 0.01 0.02
 -------- 08:00 0.04 ---- 0.02 1.43 0.01 0.02
 -------- 09:00 0.07 ---- 0.02 1.43 0.01 0.02
 -------- 10:00 0.04 ---- 0.02 1.43 0.01 0.02
 07.01.13 11:00 0.04 ---- 0.02 1.44 0.01 0.02
 -------- 12:00 0.04 ---- 0.03 1.43 0.02 0.02
 -------- 13:00 0.05 ---- 0.02 1.44 0.02 0.02
 -------- 14:00 0.05 ---- 0.01 1.44 0.01 0.02
 -------- 15:00 0.04 ---- 0.02 1.44 0.01 0.02
 07.01.13 16:00 0.05 ---- 0.02 1.44 0.01 0.02
 -------- 17:00 0.04 ---- 0.02 1.44 0.02 0.02
 -------- 18:00 0.04 ---- 0.03 1.44 0.01 0.03
 -------- 19:00 0.04 ---- 0.02 1.44 0.01 0.02
 -------- 20:00 0.04 ---- 0.02 1.43 0.01 0.02
 07.01.13 21:00 0.04 ---- 0.02 1.43 0.01 0.02
 -------- 22:00 0.04 ---- 0.02 1.43 0.01 0.02
 -------- 23:00 0.04 ---- 0.02 1.43 0.01 0.02
