 Date Time CO OZ NO2 CHX NO PM10
 06.12.12 12:00 0.11 ---- 0.30 1.51 0.08 0.06
 -------- 13:00 0.10 ---- 0.30 1.49 0.08 0.08
 -------- 14:00 0.10 ---- 0.31 1.49 0.07 0.08
 -------- 15:00 0.10 ---- 0.33 1.49 0.08 0.08
 -------- 16:00 0.09 ---- 0.34 1.47 0.07 0.06
 06.12.12 17:00 0.09 ---- 0.38 1.48 0.09 0.05
 -------- 18:00 0.10 ---- 0.40 1.50 0.12 0.10
 -------- 19:00 0.13 ---- 0.40 1.55 0.15 0.11
 -------- 20:00 0.11 ---- 0.38 1.52 0.12 0.12
 -------- 21:00 0.10 ---- 0.36 1.49 0.07 0.07
 06.12.12 22:00 0.10 ---- 0.37 1.51 0.08 0.09
 -------- 23:00 0.10 ---- 0.37 1.55 0.09 0.12
 -------- 00:00 0.08 ---- 0.35 1.48 0.07 0.08
 -------- 01:00 0.07 ---- 0.30 1.50 0.03 0.07
 -------- 02:00 0.06 ---- 0.25 1.46 0.02 0.05
 07.12.12 03:00 0.07 ---- 0.25 1.47 0.02 0.04
 -------- 04:00 0.06 ---- 0.18 1.47 0.01 0.04
 -------- 05:00 0.06 ---- 0.20 1.47 0.01 0.05
 -------- 06:00 0.05 ---- 0.25 1.45 0.02 0.04
 -------- 07:00 0.05 ---- 0.22 1.45 0.02 0.04
 07.12.12 08:00 0.07 ---- 0.29 1.47 0.03 0.06
 -------- 09:00 0.08 ---- 0.33 1.54 0.06 0.06
 -------- 10:00 0.08 ---- 0.31 1.53 0.06 0.08
 -------- 11:00 0.09 ---- 0.32 1.56 0.08 0.08
 -------- 12:00 0.09 ---- 0.32 1.51 0.10 0.10
 07.12.12 13:00 0.08 ---- 0.32 1.50 0.11 0.08
 -------- 14:00 0.11 ---- 0.33 1.50 0.12 0.07
 -------- 15:00 0.08 ---- 0.31 1.48 0.09 0.06
 -------- 16:00 0.09 ---- 0.33 1.49 0.12 0.08
 -------- 17:00 0.13 ---- 0.37 1.58 0.19 0.14
 07.12.12 18:00 0.12 ---- 0.37 1.56 0.19 0.11
 -------- 19:00 0.12 ---- 0.37 1.59 0.18 0.08
 -------- 20:00 0.11 ---- 0.36 1.60 0.15 0.07
 -------- 21:00 0.12 ---- 0.34 1.58 0.14 0.07
 -------- 22:00 0.10 ---- 0.28 1.65 0.06 0.06
 07.12.12 23:00 0.09 ---- 0.26 1.60 0.06 0.07
 -------- 00:00 0.08 ---- 0.23 1.53 0.05 0.06
 -------- 01:00 0.08 ---- 0.22 1.50 0.04 0.06
 -------- 02:00 0.06 ---- 0.20 1.47 0.02 0.05
 -------- 03:00 0.06 ---- 0.19 1.49 0.02 0.10
 08.12.12 04:00 0.06 ---- 0.21 1.51 0.02 0.06
 -------- 05:00 0.06 ---- 0.17 1.53 0.02 0.06
 -------- 06:00 0.06 ---- 0.19 1.54 0.03 0.06
 -------- 07:00 0.07 ---- 0.20 1.56 0.03 0.06
 -------- 08:00 0.07 ---- 0.22 1.59 0.06 0.08
 08.12.12 09:00 0.11 ---- 0.23 1.65 0.08 0.09
 -------- 10:00 0.09 ---- 0.23 1.58 0.10 0.08
 -------- 11:00 0.11 ---- 0.27 1.64 0.17 0.10
 -------- 12:00 0.14 ---- 0.27 1.70 0.20 0.13
