 Date Time CO SO2 NO2 CHX NO
 02.03.13 00:00 0.05 0.01 0.11 1.42 0.00
 -------- 01:00 0.05 0.01 0.13 1.43 0.00
 -------- 02:00 0.04 0.00 0.12 1.42 0.00
 -------- 03:00 0.04 0.01 0.09 1.41 0.00
 -------- 04:00 0.05 0.01 0.10 1.41 0.00
 02.03.13 05:00 0.06 0.01 0.10 1.41 0.00
 -------- 06:00 0.06 0.01 0.11 1.41 0.00
 -------- 07:00 0.06 0.01 0.17 1.42 0.01
 -------- 08:00 0.06 0.01 0.16 1.42 0.01
 -------- 09:00 0.06 0.01 0.14 1.42 0.01
 02.03.13 10:00 0.06 0.01 0.14 1.43 0.02
 -------- 11:00 0.06 0.01 0.13 1.44 0.02
 -------- 12:00 0.06 0.00 0.13 1.44 0.02
 -------- 13:00 0.06 0.01 0.11 1.43 0.02
 -------- 14:00 0.06 0.01 0.13 1.43 0.02
 02.03.13 15:00 0.07 0.01 0.12 1.43 0.02
 -------- 16:00 0.06 0.01 0.13 1.43 0.02
 -------- 17:00 0.07 0.01 0.16 1.44 0.02
 -------- 18:00 0.08 0.01 0.24 1.45 0.02
 -------- 19:00 0.10 0.01 0.35 1.49 0.02
 02.03.13 20:00 0.09 0.01 0.31 1.51 0.02
 -------- 21:00 0.11 0.01 0.39 1.75 0.02
 -------- 22:00 0.12 0.01 0.43 1.47 0.05
 -------- 23:00 0.13 0.01 0.47 1.60 0.09
 -------- 00:00 0.20 0.01 0.51 2.09 0.32
 03.03.13 01:00 0.25 0.02 0.56 4.69 0.66
 -------- 02:00 0.24 0.01 0.55 6.81 0.60
 -------- 03:00 0.22 0.00 0.58 4.71 0.47
 -------- 04:00 0.23 0.01 0.58 3.94 0.60
 -------- 05:00 0.33 0.01 0.63 2.88 0.61
 03.03.13 06:00 0.27 0.00 0.56 3.96 0.76
 -------- 07:00 0.35 0.01 0.66 4.25 0.99
 -------- 08:00 0.29 0.02 0.51 2.65 0.41
 -------- 09:00 0.24 0.00 0.49 1.89 0.26
 -------- 10:00 0.13 0.01 0.41 1.71 0.13
 03.03.13 11:00 0.09 0.01 0.33 1.58 0.08
 -------- 12:00 0.08 0.01 0.28 1.56 0.05
 -------- 13:00 0.07 0.01 0.28 1.55 0.06
 -------- 14:00 0.09 0.01 0.34 1.61 0.08
 -------- 15:00 0.08 0.01 0.26 1.55 0.06
 03.03.13 16:00 0.06 0.01 0.21 1.51 0.03
 -------- 17:00 0.07 0.01 0.21 1.51 0.03
 -------- 18:00 0.07 0.01 0.20 1.51 0.02
 -------- 19:00 0.07 0.01 0.22 1.55 0.01
 -------- 20:00 0.09 0.01 0.21 1.57 0.01
 03.03.13 21:00 0.07 0.01 0.20 1.53 0.01
 -------- 22:00 0.08 0.01 0.16 1.56 0.01
 -------- 23:00 0.06 0.00 0.14 1.46 0.00
