 Date Time CO SO2 NO2 CHX NO
 10.05.13 00:00 0.46 0.01 0.41 2.77 0.39
 -------- 01:00 0.49 0.01 0.40 2.63 0.46
 -------- 02:00 0.57 0.01 0.41 2.56 0.63
 -------- 03:00 0.43 0.00 0.40 2.35 0.42
 -------- 04:00 0.20 0.01 0.30 1.88 0.12
 10.05.13 05:00 0.15 0.01 0.22 1.81 0.08
 -------- 06:00 0.12 0.01 0.21 1.73 0.05
 -------- 07:00 0.10 0.01 0.20 1.66 0.04
 -------- 08:00 0.08 0.01 0.19 1.62 0.04
 -------- 09:00 0.09 0.01 0.18 1.60 0.03
 10.05.13 10:00 0.10 0.01 0.16 1.58 0.02
 -------- 11:00 0.08 0.01 0.11 1.52 0.01
 -------- 12:00 0.07 0.01 0.08 1.48 0.01
 -------- 13:00 0.06 0.01 0.06 1.44 0.00
 -------- 14:00 0.06 0.01 0.05 1.44 0.00
 10.05.13 15:00 0.06 0.01 0.06 1.44 0.01
 -------- 16:00 0.06 0.01 0.03 1.44 0.00
 -------- 17:00 0.05 0.01 0.02 1.43 0.00
 -------- 18:00 0.05 0.01 0.03 1.42 0.00
 -------- 19:00 0.05 0.01 0.06 1.44 0.00
 10.05.13 20:00 0.06 0.01 0.07 1.45 0.00
 -------- 21:00 0.07 0.01 0.08 1.49 0.00
 -------- 22:00 0.10 0.01 0.12 1.71 0.00
 -------- 23:00 0.13 0.01 0.22 1.80 0.02
 -------- 00:00 0.20 0.01 0.32 1.95 0.09
 11.05.13 01:00 0.21 0.01 0.27 1.96 0.11
 -------- 02:00 0.13 0.01 0.19 1.73 0.04
 -------- 03:00 0.13 0.01 0.18 1.66 0.04
 -------- 04:00 0.12 0.01 0.25 2.02 0.04
 -------- 05:00 0.11 0.01 0.24 2.02 0.05
 11.05.13 06:00 0.13 0.01 0.23 1.97 0.06
 -------- 07:00 0.17 0.01 0.30 1.96 0.11
 -------- 08:00 0.13 0.01 0.27 1.68 0.08
 -------- 09:00 0.12 0.01 0.25 1.61 0.07
 -------- 10:00 0.11 0.01 0.22 1.56 0.05
 11.05.13 11:00 0.10 0.01 0.15 1.51 0.03
 -------- 12:00 0.08 0.01 0.11 1.47 0.02
 -------- 13:00 0.06 0.01 0.07 1.48 0.01
 -------- 14:00 0.06 0.01 0.07 1.49 0.00
 -------- 15:00 0.06 0.01 0.05 1.44 0.00
 11.05.13 16:00 0.08 0.01 0.06 1.44 0.00
 -------- 17:00 0.08 0.01 0.10 1.44 0.01
 -------- 18:00 0.08 0.01 0.09 1.46 0.01
 -------- 19:00 0.08 0.01 0.09 1.45 0.00
 -------- 20:00 0.09 0.01 0.17 1.49 0.01
 11.05.13 21:00 0.11 0.01 0.20 1.56 0.01
 -------- 22:00 0.13 0.00 0.24 1.56 0.01
 -------- 23:00 0.16 0.01 0.22 1.62 0.01
