 Date Time CO SO2 NO2 CHX NO
 26.12.12 00:00 0.08 0.01 0.26 1.58 0.02
 -------- 01:00 0.07 0.01 0.20 1.57 0.01
 -------- 02:00 0.06 0.01 0.17 1.63 0.01
 -------- 03:00 0.06 0.01 0.16 1.53 0.00
 -------- 04:00 0.06 0.01 0.16 1.53 0.00
 26.12.12 05:00 0.06 0.01 0.16 1.53 0.00
 -------- 06:00 0.07 0.01 0.17 1.65 0.01
 -------- 07:00 0.08 0.01 0.19 1.57 0.02
 -------- 08:00 0.09 0.01 0.20 1.65 0.02
 -------- 09:00 0.10 0.01 0.23 1.57 0.02
 26.12.12 10:00 0.10 0.01 0.26 1.58 0.03
 -------- 11:00 0.09 0.01 0.23 1.64 0.02
 -------- 12:00 0.10 0.01 0.22 1.57 0.03
 -------- 13:00 0.10 0.00 0.20 1.55 0.03
 -------- 14:00 0.10 0.00 0.23 1.63 0.04
 26.12.12 15:00 0.10 0.00 0.23 1.60 0.03
 -------- 16:00 0.11 0.01 0.26 1.73 0.05
 -------- 17:00 0.12 0.00 0.27 1.64 0.05
 -------- 18:00 0.11 0.01 0.27 4.35 0.04
 -------- 19:00 0.11 0.01 0.26 1.71 0.03
 26.12.12 20:00 0.10 0.01 0.24 1.62 0.03
 -------- 21:00 0.10 0.01 0.24 1.57 0.05
 -------- 22:00 0.09 0.01 0.25 1.59 0.07
 -------- 23:00 0.09 0.01 0.23 1.58 0.04
 -------- 00:00 0.06 0.01 0.16 1.55 0.01
 27.12.12 01:00 0.07 0.01 0.20 1.52 0.02
 -------- 02:00 0.06 0.01 0.18 1.48 0.01
 -------- 03:00 0.06 0.01 0.15 1.48 0.00
 -------- 04:00 0.06 0.01 0.15 1.48 0.00
 -------- 05:00 0.07 0.01 0.19 1.53 0.00
 27.12.12 06:00 0.08 0.01 0.22 1.51 0.01
 -------- 07:00 0.10 0.01 0.27 1.66 0.04
 -------- 08:00 0.12 0.01 0.28 1.60 0.06
 -------- 09:00 0.15 0.00 0.31 1.62 0.07
 -------- 10:00 0.15 0.01 0.33 1.67 0.09
 27.12.12 11:00 0.17 0.01 0.33 1.69 0.15
 -------- 12:00 0.20 0.01 0.33 1.68 0.17
 -------- 13:00 0.19 0.01 0.33 1.69 0.19
 -------- 14:00 0.21 0.01 0.35 1.75 0.25
 -------- 15:00 0.25 0.01 0.37 1.83 0.32
 27.12.12 16:00 0.27 0.01 0.36 1.88 0.34
 -------- 17:00 0.31 0.01 0.37 1.93 0.36
 -------- 18:00 0.32 0.01 0.36 1.91 0.39
 -------- 19:00 0.23 0.01 0.33 1.85 0.32
 -------- 20:00 0.17 0.01 0.29 2.36 0.12
 27.12.12 21:00 0.12 0.01 0.25 2.62 0.07
 -------- 22:00 0.11 0.01 0.23 2.42 0.05
 -------- 23:00 0.08 0.01 0.20 2.13 0.02
