 Date Time CO SO2 NO2 CHX NO
 03.05.13 12:00 0.09 0.01 0.16 1.49 0.02
 -------- 13:00 0.08 0.00 0.16 1.45 0.01
 -------- 14:00 0.08 0.01 0.13 1.44 0.01
 -------- 15:00 0.07 0.01 0.09 1.43 0.01
 -------- 16:00 0.06 0.01 0.05 1.42 0.01
 03.05.13 17:00 0.06 0.01 0.06 1.41 0.01
 -------- 18:00 0.07 0.01 0.06 1.41 0.00
 -------- 19:00 0.08 0.01 0.09 1.41 0.00
 -------- 20:00 0.08 0.01 0.11 1.42 0.01
 -------- 21:00 0.09 0.01 0.16 1.45 0.01
 03.05.13 22:00 0.12 0.01 0.25 1.50 0.02
 -------- 23:00 0.19 0.01 0.32 1.62 0.06
 -------- 00:00 0.21 0.01 0.37 1.74 0.08
 -------- 01:00 0.21 0.01 0.35 1.82 0.17
 -------- 02:00 0.18 0.01 0.35 2.34 0.14
 04.05.13 03:00 0.13 0.01 0.26 1.75 0.07
 -------- 04:00 0.12 0.01 0.26 1.74 0.05
 -------- 05:00 0.09 0.01 0.16 1.59 0.04
 -------- 06:00 0.09 0.01 0.13 1.55 0.03
 -------- 07:00 0.09 0.01 0.13 1.55 0.02
 04.05.13 08:00 0.10 0.01 0.16 1.59 0.03
 -------- 09:00 0.13 0.01 0.23 1.85 0.04
 -------- 10:00 0.14 0.01 0.27 1.92 0.06
 -------- 11:00 0.13 0.01 0.23 1.72 0.04
 -------- 12:00 0.12 0.01 0.17 1.68 0.03
 04.05.13 13:00 0.11 0.01 0.14 1.55 0.02
 -------- 14:00 0.10 0.01 0.15 1.55 0.02
 -------- 15:00 0.10 0.01 0.14 1.54 0.02
 -------- 16:00 0.08 0.01 0.12 1.51 0.01
 -------- 17:00 0.09 0.00 0.14 1.50 0.01
 04.05.13 18:00 0.10 0.00 0.14 1.47 0.02
 -------- 19:00 0.10 0.01 0.13 1.45 0.01
 -------- 20:00 0.10 0.01 0.14 1.46 0.02
 -------- 21:00 0.09 0.01 0.12 1.46 0.01
 -------- 22:00 0.10 0.01 0.13 1.46 0.02
 04.05.13 23:00 0.10 0.01 0.12 1.50 0.02
 -------- 00:00 0.10 0.01 0.13 1.58 0.02
 -------- 01:00 0.10 0.01 0.13 1.51 0.02
 -------- 02:00 0.11 0.01 0.23 1.54 0.03
 -------- 03:00 0.09 0.01 0.13 1.49 0.03
 05.05.13 04:00 0.08 0.01 0.07 1.49 0.02
 -------- 05:00 0.08 0.01 0.07 1.49 0.02
 -------- 06:00 0.08 0.01 0.06 1.49 0.02
 -------- 07:00 0.08 0.00 0.09 1.49 0.02
 -------- 08:00 0.09 0.01 0.12 1.53 0.02
 05.05.13 09:00 0.09 0.01 0.16 1.53 0.04
 -------- 10:00 0.09 0.01 0.14 1.51 0.04
 -------- 11:00 0.11 0.01 0.17 1.54 0.06
