 Date Time CO SO2 NO2 CHX NO
 17.05.13 12:00 0.12 0.01 0.17 1.51 0.05
 -------- 13:00 0.10 0.01 0.15 1.50 0.03
 -------- 14:00 0.10 0.01 0.14 1.51 0.02
 -------- 15:00 0.08 0.01 0.08 1.49 0.02
 -------- 16:00 0.08 0.01 0.08 1.46 0.02
 17.05.13 17:00 0.08 0.01 0.09 1.45 0.02
 -------- 18:00 0.08 0.00 0.11 1.45 0.02
 -------- 19:00 0.08 0.01 0.09 1.45 0.02
 -------- 20:00 0.08 0.01 0.10 1.45 0.02
 -------- 21:00 0.08 0.01 0.09 1.43 0.02
 17.05.13 22:00 0.11 0.00 0.10 1.49 0.02
 -------- 23:00 0.10 0.01 0.10 1.48 0.03
 -------- 00:00 0.10 0.01 0.09 1.47 0.03
 -------- 01:00 0.10 0.01 0.10 1.48 0.04
 -------- 02:00 0.09 0.01 0.08 1.48 0.04
 18.05.13 03:00 0.08 0.01 0.05 1.46 0.04
 -------- 04:00 0.08 0.01 0.08 1.48 0.05
 -------- 05:00 0.09 0.01 0.10 1.57 0.05
 -------- 06:00 0.10 0.01 0.09 1.55 0.06
 -------- 07:00 0.10 0.01 0.09 1.57 0.07
 18.05.13 08:00 0.11 0.01 0.08 1.58 0.06
 -------- 09:00 0.11 0.01 0.10 1.62 0.06
 -------- 10:00 0.13 0.01 0.11 1.62 0.06
 -------- 11:00 0.11 0.01 0.09 1.55 0.04
 -------- 12:00 0.09 0.01 0.07 1.51 0.03
 18.05.13 13:00 0.09 0.01 0.08 1.51 0.02
 -------- 14:00 0.08 0.01 0.08 1.50 0.02
 -------- 15:00 0.06 0.00 0.07 1.47 0.01
 -------- 16:00 0.06 0.00 0.06 1.45 0.01
 -------- 17:00 0.07 0.00 0.10 1.46 0.01
 18.05.13 18:00 0.09 0.01 0.10 1.49 0.01
 -------- 19:00 0.09 0.00 0.11 1.63 0.01
 -------- 20:00 0.15 0.00 0.19 1.58 0.04
 -------- 21:00 0.21 0.00 0.20 1.68 0.11
 -------- 22:00 0.29 0.01 0.19 1.81 0.22
 18.05.13 23:00 0.25 0.01 0.18 1.75 0.18
 -------- 00:00 0.21 0.01 0.19 1.73 0.12
 -------- 01:00 0.14 0.01 0.17 1.60 0.07
 -------- 02:00 0.12 0.01 0.12 1.57 0.06
 -------- 03:00 0.10 0.01 0.10 1.54 0.05
 19.05.13 04:00 0.12 0.00 0.19 1.58 0.06
 -------- 05:00 0.10 0.01 0.12 1.59 0.05
 -------- 06:00 0.10 0.01 0.15 1.64 0.06
 -------- 07:00 0.11 0.01 0.18 1.65 0.08
 -------- 08:00 0.11 0.01 0.14 1.66 0.06
 19.05.13 09:00 0.11 0.01 0.13 1.62 0.06
 -------- 10:00 0.11 0.01 0.11 1.60 0.05
 -------- 11:00 0.09 0.01 0.09 1.59 0.03
