 Date Time CO SO2 NO2 CHX NO
 19.03.13 00:00 0.06 0.01 0.13 1.38 0.01
 -------- 01:00 0.06 0.01 0.10 1.36 0.00
 -------- 02:00 0.06 0.01 0.13 1.34 0.01
 -------- 03:00 0.06 0.01 0.17 1.33 0.01
 -------- 04:00 0.06 0.01 0.14 1.31 0.01
 19.03.13 05:00 0.05 0.01 0.11 1.29 0.01
 -------- 06:00 0.06 0.01 0.13 1.27 0.01
 -------- 07:00 0.07 0.01 0.13 1.27 0.01
 -------- 08:00 0.09 0.01 0.17 1.27 0.02
 -------- 09:00 0.08 0.01 0.15 1.27 0.02
 19.03.13 10:00 0.08 0.01 0.15 1.22 0.03
 -------- 11:00 0.08 0.01 0.11 1.21 0.02
 -------- 12:00 0.08 0.01 0.09 1.19 0.02
 -------- 13:00 0.06 0.01 0.07 1.17 0.02
 -------- 14:00 0.07 0.01 0.10 1.17 0.03
 19.03.13 15:00 0.07 0.01 0.11 1.15 0.03
 -------- 16:00 0.07 0.01 0.12 1.09 0.03
 -------- 17:00 0.06 0.01 0.09 1.07 0.02
 -------- 18:00 0.08 0.01 0.16 1.11 0.02
 -------- 19:00 0.08 0.01 0.17 1.11 0.01
 19.03.13 20:00 0.08 0.01 0.18 1.12 0.01
 -------- 21:00 0.09 0.01 0.27 1.13 0.02
 -------- 22:00 0.08 0.01 0.23 1.12 0.01
 -------- 23:00 0.07 0.01 0.22 1.14 0.01
 -------- 00:00 0.07 0.01 0.14 1.31 0.01
 20.03.13 01:00 0.06 0.01 0.13 1.31 0.00
 -------- 02:00 0.06 0.01 0.12 1.35 0.00
 -------- 03:00 0.06 0.01 0.21 1.39 0.00
 -------- 04:00 0.08 0.01 0.28 1.35 0.01
 -------- 05:00 0.09 0.01 0.35 1.39 0.06
 20.03.13 06:00 0.10 0.01 0.37 1.30 0.09
 -------- 07:00 0.10 0.01 0.31 1.27 0.05
 -------- 08:00 0.11 0.01 0.31 1.24 0.06
 -------- 09:00 0.13 0.01 0.28 1.26 0.06
 -------- 10:00 0.13 0.01 0.26 1.32 0.06
 20.03.13 11:00 0.11 0.01 0.20 1.26 0.04
 -------- 12:00 0.09 0.01 0.17 1.22 0.04
 -------- 13:00 0.08 0.01 0.13 1.20 0.03
 -------- 14:00 0.07 0.01 0.11 1.18 0.02
 -------- 15:00 0.08 0.01 0.11 1.18 0.02
 20.03.13 16:00 0.07 0.01 0.12 1.18 0.02
 -------- 17:00 0.07 0.01 0.11 1.16 0.01
 -------- 18:00 0.07 0.01 0.10 1.16 0.01
 -------- 19:00 0.07 0.01 0.10 1.16 0.01
 -------- 20:00 0.07 0.01 0.12 1.17 0.01
 20.03.13 21:00 0.08 0.01 0.15 1.19 0.01
 -------- 22:00 0.06 0.01 0.19 1.18 0.01
 -------- 23:00 0.06 0.01 0.21 1.18 0.02
