 Date Time CO SO2 NO2 CHX NO
 16.02.13 00:00 0.23 0.01 0.51 2.07 0.39
 -------- 01:00 0.26 0.01 0.50 2.08 0.45
 -------- 02:00 0.24 0.01 0.52 2.22 0.52
 -------- 03:00 0.24 0.01 0.50 2.34 0.48
 -------- 04:00 0.21 0.01 0.52 2.42 0.51
 16.02.13 05:00 0.20 0.01 0.52 2.41 0.45
 -------- 06:00 0.18 0.01 0.48 2.23 0.34
 -------- 07:00 0.22 0.01 0.49 2.20 0.39
 -------- 08:00 0.32 0.01 0.53 2.34 0.67
 -------- 09:00 0.51 0.00 0.67 2.66 1.16
 16.02.13 10:00 0.31 0.01 0.52 2.31 0.51
 -------- 11:00 0.27 0.01 0.49 2.17 0.43
 -------- 12:00 0.33 0.01 0.54 2.24 0.55
 -------- 13:00 0.27 0.01 0.52 2.14 0.41
 -------- 14:00 0.19 0.01 0.50 1.92 0.24
 16.02.13 15:00 0.11 0.01 0.37 1.67 0.08
 -------- 16:00 0.09 0.01 0.30 1.59 0.04
 -------- 17:00 0.11 0.01 0.36 1.64 0.06
 -------- 18:00 0.11 0.01 0.38 1.67 0.05
 -------- 19:00 0.10 0.01 0.41 1.70 0.05
 16.02.13 20:00 0.11 0.01 0.41 1.77 0.05
 -------- 21:00 0.09 0.01 0.27 1.65 0.01
 -------- 22:00 0.07 0.01 0.17 1.52 0.01
 -------- 23:00 0.06 0.01 0.15 1.50 0.01
 -------- 00:00 0.06 0.01 0.12 1.51 0.00
 17.02.13 01:00 0.08 0.01 0.32 1.53 0.01
 -------- 02:00 0.07 0.01 0.29 1.54 0.01
 -------- 03:00 0.07 0.01 0.22 1.56 0.01
 -------- 04:00 0.07 0.01 0.20 1.55 0.01
 -------- 05:00 0.08 0.01 0.23 1.60 0.01
 17.02.13 06:00 0.08 0.01 0.21 1.63 0.01
 -------- 07:00 0.08 0.01 0.23 1.60 0.01
 -------- 08:00 0.09 0.01 0.24 1.59 0.01
 -------- 09:00 0.10 0.01 0.25 1.61 0.02
 -------- 10:00 0.10 0.01 0.25 1.60 0.03
 17.02.13 11:00 0.13 0.01 0.26 1.61 0.05
 -------- 12:00 0.11 0.01 0.22 1.58 0.04
 -------- 13:00 0.11 0.01 0.18 1.59 0.03
 -------- 14:00 0.09 0.01 0.16 1.55 0.02
 -------- 15:00 0.09 0.00 0.17 1.53 0.02
 17.02.13 16:00 0.08 0.00 0.16 1.52 0.02
 -------- 17:00 0.08 0.01 0.18 1.69 0.02
 -------- 18:00 0.08 0.01 0.20 1.67 0.01
 -------- 19:00 0.09 0.01 0.30 1.62 0.02
 -------- 20:00 0.09 0.01 0.25 1.70 0.01
 17.02.13 21:00 0.08 0.01 0.25 1.52 0.01
 -------- 22:00 0.09 0.01 0.23 1.51 0.01
 -------- 23:00 0.09 0.01 0.27 1.52 0.01
