 Date Time CO NO2 NO
 30.12.12 00:00 ---- 0.05 0.02
 -------- 01:00 ---- 0.05 0.02
 -------- 02:00 ---- 0.04 0.02
 -------- 03:00 ---- 0.03 0.02
 -------- 04:00 ---- 0.04 0.02
 30.12.12 05:00 ---- 0.03 0.01
 -------- 06:00 ---- 0.03 0.01
 -------- 07:00 0.02 0.04 0.02
 -------- 08:00 ---- 0.05 0.02
 -------- 09:00 ---- 0.06 0.02
 30.12.12 10:00 ---- 0.06 0.03
 -------- 11:00 ---- 0.05 0.03
 -------- 12:00 ---- 0.05 0.03
 -------- 13:00 ---- 0.06 0.03
 -------- 14:00 ---- 0.08 0.03
 30.12.12 15:00 0.02 0.08 0.04
 -------- 16:00 ---- 0.07 0.03
 -------- 17:00 ---- 0.06 0.03
 -------- 18:00 ---- 0.09 0.03
 -------- 19:00 ---- 0.07 0.03
 30.12.12 20:00 ---- 0.08 0.03
 -------- 21:00 ---- 0.09 0.03
 -------- 22:00 ---- 0.10 0.03
 -------- 23:00 ---- 0.11 0.05
 -------- 00:00 ---- 0.07 0.04
 31.12.12 01:00 ---- 0.05 0.03
 -------- 02:00 ---- 0.10 0.04
 -------- 03:00 ---- 0.13 0.05
 -------- 04:00 0.02 0.15 0.14
 -------- 05:00 ---- 0.17 0.16
 31.12.12 06:00 ---- 0.17 0.15
 -------- 07:00 ---- 0.15 0.11
 -------- 08:00 ---- 0.14 0.12
 -------- 09:00 ---- 0.13 0.10
 -------- 10:00 ---- 0.12 0.09
 31.12.12 11:00 ---- 0.12 0.07
 -------- 12:00 ---- 0.11 0.08
 -------- 13:00 ---- 0.10 0.07
 -------- 14:00 ---- 0.10 0.07
 -------- 15:00 0.02 0.10 0.07
 31.12.12 16:00 0.02 0.11 0.07
 -------- 17:00 0.02 0.11 0.06
 -------- 18:00 0.02 0.10 0.05
 -------- 19:00 ---- 0.10 0.06
 -------- 20:00 ---- 0.08 0.05
 31.12.12 21:00 ---- 0.08 0.04
 -------- 22:00 ---- 0.09 0.04
 -------- 23:00 ---- 0.07 0.04
