 Date Time CO NO2 NO
 05.02.13 12:00 0.02 0.15 0.08
 -------- 13:00 0.02 0.13 0.08
 -------- 14:00 0.02 0.11 0.07
 -------- 15:00 0.02 0.12 0.07
 -------- 16:00 0.02 0.13 0.07
 05.02.13 17:00 0.02 0.15 0.08
 -------- 18:00 0.03 0.18 0.09
 -------- 19:00 0.04 0.17 0.07
 -------- 20:00 0.04 0.15 0.06
 -------- 21:00 0.03 0.11 0.05
 05.02.13 22:00 ---- 0.09 0.05
 -------- 23:00 ---- 0.08 0.04
 -------- 00:00 ---- 0.07 0.04
 -------- 01:00 ---- 0.06 0.03
 -------- 02:00 ---- 0.06 0.02
 06.02.13 03:00 ---- 0.06 0.02
 -------- 04:00 ---- 0.06 0.02
 -------- 05:00 ---- 0.06 0.02
 -------- 06:00 ---- 0.08 0.04
 -------- 07:00 ---- 0.10 0.05
 06.02.13 08:00 ---- 0.11 0.07
 -------- 09:00 0.02 0.12 0.09
 -------- 10:00 ---- 0.11 0.07
 -------- 11:00 ---- 0.10 0.06
 -------- 12:00 ---- 0.10 0.06
 06.02.13 13:00 ---- 0.11 0.06
 -------- 14:00 ---- 0.09 0.05
 -------- 15:00 ---- 0.14 0.05
 -------- 16:00 ---- 0.18 0.07
 -------- 17:00 0.02 0.16 0.08
 06.02.13 18:00 ---- 0.12 0.06
 -------- 19:00 ---- 0.10 0.05
 -------- 20:00 ---- 0.09 0.05
 -------- 21:00 ---- 0.07 0.04
 -------- 22:00 ---- 0.06 0.04
 06.02.13 23:00 ---- 0.06 0.05
 -------- 00:00 ---- 0.05 0.02
 -------- 01:00 ---- 0.04 0.02
 -------- 02:00 ---- 0.05 0.02
 -------- 03:00 ---- 0.05 0.03
 07.02.13 04:00 ---- 0.04 0.03
 -------- 05:00 ---- 0.05 0.02
 -------- 06:00 ---- 0.06 0.03
 -------- 07:00 ---- 0.08 0.04
 -------- 08:00 0.02 0.12 0.06
 07.02.13 09:00 0.02 0.11 0.07
 -------- 10:00 0.02 0.11 0.06
 -------- 11:00 0.02 0.10 0.06
