 Date Time CO NO2 NO
 17.03.13 12:00 0.05 0.06 0.02
 -------- 13:00 0.04 0.05 0.01
 -------- 14:00 0.04 0.05 0.01
 -------- 15:00 0.05 0.04 0.01
 -------- 16:00 0.05 0.04 0.01
 17.03.13 17:00 0.04 0.06 0.01
 -------- 18:00 0.04 0.05 0.01
 -------- 19:00 0.04 0.04 0.00
 -------- 20:00 0.04 0.07 0.01
 -------- 21:00 0.04 0.08 0.01
 17.03.13 22:00 0.04 0.14 0.01
 -------- 23:00 0.04 0.13 0.01
 -------- 00:00 0.08 0.19 0.09
 -------- 01:00 0.11 0.22 0.18
 -------- 02:00 0.06 0.23 0.13
 18.03.13 03:00 0.05 0.22 0.09
 -------- 04:00 0.04 0.16 0.02
 -------- 05:00 0.04 0.15 0.02
 -------- 06:00 0.04 0.16 0.02
 -------- 07:00 0.10 0.20 0.05
 18.03.13 08:00 0.09 0.16 0.04
 -------- 09:00 0.07 0.12 0.02
 -------- 10:00 0.04 0.07 0.02
 -------- 11:00 0.04 0.05 0.01
 -------- 12:00 0.04 0.04 0.01
 18.03.13 13:00 0.04 0.04 0.01
 -------- 14:00 0.04 0.04 0.01
 -------- 15:00 0.04 0.05 0.01
 -------- 16:00 0.04 0.03 0.01
 -------- 17:00 0.04 0.03 0.01
 18.03.13 18:00 0.04 0.04 0.01
 -------- 19:00 0.04 0.05 0.00
 -------- 20:00 0.04 0.05 0.00
 -------- 21:00 0.04 0.03 0.00
 -------- 22:00 0.04 0.05 0.00
 18.03.13 23:00 0.04 0.04 0.00
 -------- 00:00 0.04 0.05 0.00
 -------- 01:00 0.04 0.04 0.00
 -------- 02:00 0.04 0.02 0.00
 -------- 03:00 0.04 0.02 0.00
 19.03.13 04:00 0.02 0.02 0.00
 -------- 05:00 0.02 0.02 0.00
 -------- 06:00 0.03 0.01 ----
 -------- 07:00 0.05 0.03 0.01
 -------- 08:00 0.07 0.04 0.01
 19.03.13 09:00 0.05 0.03 0.01
 -------- 10:00 0.04 0.04 0.01
 -------- 11:00 0.04 0.02 0.00
