 Date Time CO NO2 NO
 16.03.13 00:00 0.06 0.06 0.01
 -------- 01:00 0.06 0.08 0.01
 -------- 02:00 0.06 0.08 0.01
 -------- 03:00 0.07 0.11 0.02
 -------- 04:00 0.06 0.09 0.01
 16.03.13 05:00 0.07 0.12 0.02
 -------- 06:00 0.06 0.12 0.02
 -------- 07:00 0.06 0.09 0.02
 -------- 08:00 0.06 0.09 0.02
 -------- 09:00 0.06 0.11 0.03
 16.03.13 10:00 0.07 0.13 0.05
 -------- 11:00 0.13 0.15 0.14
 -------- 12:00 0.12 0.17 0.15
 -------- 13:00 0.11 0.15 0.07
 -------- 14:00 0.06 0.11 0.03
 16.03.13 15:00 0.06 0.10 0.02
 -------- 16:00 0.06 0.09 0.02
 -------- 17:00 0.06 0.07 0.01
 -------- 18:00 0.06 0.07 0.02
 -------- 19:00 0.07 0.06 0.01
 16.03.13 20:00 0.06 0.06 0.01
 -------- 21:00 0.06 0.05 0.01
 -------- 22:00 0.04 0.05 0.01
 -------- 23:00 0.04 0.03 0.00
 -------- 00:00 0.04 0.03 0.01
 17.03.13 01:00 0.04 0.03 0.01
 -------- 02:00 0.04 0.03 0.01
 -------- 03:00 0.04 0.02 0.00
 -------- 04:00 0.04 0.02 0.00
 -------- 05:00 0.04 0.02 0.00
 17.03.13 06:00 0.04 0.02 0.00
 -------- 07:00 0.04 0.03 0.00
 -------- 08:00 0.04 0.04 0.01
 -------- 09:00 0.04 0.05 0.01
 -------- 10:00 0.04 0.04 0.01
 17.03.13 11:00 0.04 0.04 0.01
 -------- 12:00 0.05 0.06 0.02
 -------- 13:00 0.04 0.05 0.01
 -------- 14:00 0.04 0.05 0.01
 -------- 15:00 0.05 0.04 0.01
 17.03.13 16:00 0.05 0.04 0.01
 -------- 17:00 0.04 0.06 0.01
 -------- 18:00 0.04 0.05 0.01
 -------- 19:00 0.04 0.04 0.00
 -------- 20:00 0.04 0.07 0.01
 17.03.13 21:00 0.04 0.08 0.01
 -------- 22:00 0.04 0.14 0.01
 -------- 23:00 0.04 0.13 0.01
