 Date Time CO NO2 NO
 16.12.12 00:00 ---- 0.16 0.07
 -------- 01:00 ---- 0.16 0.07
 -------- 02:00 ---- 0.15 0.07
 -------- 03:00 ---- 0.15 0.07
 -------- 04:00 ---- 0.15 0.06
 16.12.12 05:00 ---- 0.15 0.07
 -------- 06:00 ---- 0.17 0.13
 -------- 07:00 0.02 0.18 0.18
 -------- 08:00 0.02 0.18 0.21
 -------- 09:00 0.03 0.18 0.20
 16.12.12 10:00 0.05 0.19 0.22
 -------- 11:00 0.06 0.18 0.21
 -------- 12:00 0.06 0.17 0.21
 -------- 13:00 0.07 0.17 0.15
 -------- 14:00 0.06 0.17 0.11
 16.12.12 15:00 ---- 0.19 0.10
 -------- 16:00 ---- 0.21 0.12
 -------- 17:00 ---- 0.22 0.15
 -------- 18:00 0.02 0.23 0.20
 -------- 19:00 0.02 0.23 0.20
 16.12.12 20:00 0.02 0.22 0.19
 -------- 21:00 ---- 0.21 0.16
 -------- 22:00 ---- 0.22 0.20
 -------- 23:00 0.02 0.23 0.23
 -------- 00:00 0.02 0.23 0.25
 17.12.12 01:00 ---- 0.21 0.22
 -------- 02:00 ---- 0.20 0.22
 -------- 03:00 ---- 0.19 0.21
 -------- 04:00 ---- 0.19 0.20
 -------- 05:00 ---- 0.18 0.16
 17.12.12 06:00 ---- 0.17 0.16
 -------- 07:00 ---- 0.17 0.16
 -------- 08:00 ---- 0.18 0.19
 -------- 09:00 0.02 0.18 0.19
 -------- 10:00 ---- 0.18 0.18
 17.12.12 11:00 ---- 0.17 0.15
 -------- 12:00 ---- 0.17 0.12
 -------- 13:00 ---- 0.17 0.08
 -------- 14:00 ---- 0.14 0.04
 -------- 15:00 ---- 0.14 0.03
 17.12.12 16:00 ---- 0.15 0.03
 -------- 17:00 ---- 0.19 0.05
 -------- 18:00 ---- 0.19 0.05
 -------- 19:00 ---- 0.15 0.02
 -------- 20:00 ---- 0.18 0.03
 17.12.12 21:00 0.02 0.18 0.06
 -------- 22:00 0.02 0.17 0.07
 -------- 23:00 0.02 0.17 0.10
