 Date Time CO NO2 NO
 05.04.13 00:00 0.04 0.15 0.01
 -------- 01:00 0.05 0.16 0.02
 -------- 02:00 0.06 0.23 0.02
 -------- 03:00 0.05 0.22 0.02
 -------- 04:00 0.04 0.17 0.02
 05.04.13 05:00 0.05 0.19 0.02
 -------- 06:00 0.06 0.22 0.02
 -------- 07:00 0.06 0.21 0.02
 -------- 08:00 0.07 0.21 0.02
 -------- 09:00 0.08 0.25 0.04
 05.04.13 10:00 0.10 0.27 0.06
 -------- 11:00 0.11 0.30 0.09
 -------- 12:00 0.11 0.31 0.09
 -------- 13:00 0.11 0.33 0.09
 -------- 14:00 0.13 0.35 0.11
 05.04.13 15:00 0.13 0.38 0.13
 -------- 16:00 0.09 0.37 0.11
 -------- 17:00 0.12 0.38 0.12
 -------- 18:00 0.12 0.38 0.10
 -------- 19:00 0.12 0.40 0.12
 05.04.13 20:00 0.12 0.39 0.12
 -------- 21:00 0.10 0.37 0.07
 -------- 22:00 0.07 0.26 0.05
 -------- 23:00 0.06 0.17 0.03
 -------- 00:00 0.06 0.13 0.02
 06.04.13 01:00 0.05 0.12 0.02
 -------- 02:00 0.04 0.11 0.02
 -------- 03:00 0.04 0.10 0.02
 -------- 04:00 0.04 0.10 0.01
 -------- 05:00 0.05 0.07 0.01
 06.04.13 06:00 0.06 0.08 0.01
 -------- 07:00 0.06 0.10 0.01
 -------- 08:00 0.06 0.12 0.02
 -------- 09:00 0.07 0.12 0.02
 -------- 10:00 0.08 0.13 0.02
 06.04.13 11:00 0.07 0.12 0.02
 -------- 12:00 0.08 0.14 0.03
 -------- 13:00 0.09 0.14 0.03
 -------- 14:00 0.08 0.14 0.03
 -------- 15:00 0.08 0.14 0.03
 06.04.13 16:00 0.07 0.11 0.02
 -------- 17:00 0.06 0.10 0.02
 -------- 18:00 0.07 0.13 0.02
 -------- 19:00 0.06 0.12 0.02
 -------- 20:00 0.04 0.11 0.02
 06.04.13 21:00 0.05 0.12 0.02
 -------- 22:00 0.04 0.11 0.02
 -------- 23:00 0.04 0.11 0.02
