 Date Time CO NO2 NO
 07.10.12 00:00 0.04 0.05 0.02
 -------- 01:00 0.04 0.05 0.03
 -------- 02:00 0.05 0.04 0.03
 -------- 03:00 0.04 0.04 0.04
 -------- 04:00 0.04 0.05 0.04
 07.10.12 05:00 0.04 0.07 0.05
 -------- 06:00 0.05 0.08 0.04
 -------- 07:00 0.10 0.13 0.04
 -------- 08:00 0.07 0.12 0.05
 -------- 09:00 0.06 0.10 0.05
 07.10.12 10:00 0.05 0.08 0.05
 -------- 11:00 0.04 0.06 0.02
 -------- 12:00 0.04 0.06 0.02
 -------- 13:00 0.03 0.06 0.01
 -------- 14:00 0.02 0.05 0.01
 07.10.12 15:00 0.03 0.06 0.01
 -------- 16:00 0.03 0.05 0.01
 -------- 17:00 0.02 0.04 0.01
 -------- 18:00 0.03 0.05 0.02
 -------- 19:00 0.05 0.10 0.03
 07.10.12 20:00 0.09 0.18 0.07
 -------- 21:00 0.09 0.13 0.07
 -------- 22:00 0.19 0.14 0.16
 -------- 23:00 0.11 0.12 0.10
 -------- 00:00 0.16 0.11 0.15
 08.10.12 01:00 0.14 0.08 0.22
 -------- 02:00 0.10 0.07 0.12
 -------- 03:00 0.06 0.06 0.06
 -------- 04:00 0.07 0.06 0.10
 -------- 05:00 0.08 0.05 0.13
 08.10.12 06:00 0.07 0.05 0.10
 -------- 07:00 0.09 0.07 0.12
 -------- 08:00 0.17 0.07 0.26
 -------- 09:00 0.23 0.16 0.37
 -------- 10:00 0.19 0.20 0.29
 08.10.12 11:00 0.16 0.23 0.23
 -------- 12:00 0.08 0.25 0.10
 -------- 13:00 0.04 0.17 0.06
 -------- 14:00 0.03 0.09 0.03
 -------- 15:00 0.03 0.06 0.02
 08.10.12 16:00 0.04 0.07 0.02
 -------- 17:00 0.04 0.08 0.03
 -------- 18:00 0.05 0.09 0.03
 -------- 19:00 0.05 0.09 0.03
 -------- 20:00 0.04 0.08 0.03
 08.10.12 21:00 0.05 0.07 0.04
 -------- 22:00 0.05 0.08 0.04
 -------- 23:00 0.04 0.09 0.04
