 Date Time CO NO2 NO
 25.10.12 00:00 0.04 0.05 0.01
 -------- 01:00 0.03 0.02 ----
 -------- 02:00 0.02 0.02 ----
 -------- 03:00 0.02 0.02 0.00
 -------- 04:00 0.02 0.01 ----
 25.10.12 05:00 0.02 0.02 0.00
 -------- 06:00 0.04 0.05 0.01
 -------- 07:00 0.05 0.05 0.02
 -------- 08:00 0.06 0.08 0.03
 -------- 09:00 0.05 0.08 0.03
 25.10.12 10:00 0.06 0.09 0.03
 -------- 11:00 0.05 0.09 0.03
 -------- 12:00 0.05 0.08 0.02
 -------- 13:00 0.05 0.08 0.02
 -------- 14:00 0.05 0.09 0.03
 25.10.12 15:00 0.06 0.09 0.03
 -------- 16:00 0.06 0.10 0.03
 -------- 17:00 0.06 0.09 0.03
 -------- 18:00 0.06 0.09 0.03
 -------- 19:00 0.05 0.07 0.02
 25.10.12 20:00 0.05 0.06 0.01
 -------- 21:00 0.05 0.05 0.01
 -------- 22:00 0.04 0.05 0.01
 -------- 23:00 0.05 0.06 0.01
 -------- 00:00 0.04 0.04 0.01
 26.10.12 01:00 0.04 0.03 0.01
 -------- 02:00 0.02 0.02 0.00
 -------- 03:00 0.02 0.01 0.00
 -------- 04:00 0.02 0.01 0.00
 -------- 05:00 0.02 0.01 0.01
 26.10.12 06:00 0.02 0.02 0.01
 -------- 07:00 0.05 0.05 0.02
 -------- 08:00 0.07 0.07 0.03
 -------- 09:00 0.06 0.09 0.05
 -------- 10:00 0.04 0.07 0.03
 26.10.12 11:00 0.04 0.07 0.03
 -------- 12:00 0.06 0.09 0.03
 -------- 13:00 0.04 0.07 0.02
 -------- 14:00 0.04 0.07 0.02
 -------- 15:00 0.04 0.07 0.01
 26.10.12 16:00 0.05 0.05 0.01
 -------- 17:00 0.04 0.04 0.01
 -------- 18:00 0.04 0.06 0.01
 -------- 19:00 0.05 0.08 0.01
 -------- 20:00 0.04 0.06 0.01
 26.10.12 21:00 0.04 0.04 0.00
 -------- 22:00 0.04 0.03 0.00
