 Date Time CO NO2 CHX NO
 30.03.13 00:00 0.27 0.73 2.05 0.50
 -------- 01:00 0.21 0.71 2.00 0.37
 -------- 02:00 0.22 0.67 1.87 0.27
 -------- 03:00 0.11 0.61 1.74 0.06
 -------- 04:00 0.07 0.49 1.66 0.01
 30.03.13 05:00 0.05 0.30 1.60 0.00
 -------- 06:00 0.06 0.28 1.64 0.00
 -------- 07:00 0.07 0.40 1.65 0.01
 -------- 08:00 0.06 0.40 1.60 0.02
 -------- 09:00 0.07 0.38 1.62 0.03
 30.03.13 10:00 0.08 0.35 1.62 0.03
 -------- 11:00 0.08 0.31 1.62 0.03
 -------- 12:00 0.08 0.27 1.62 0.03
 -------- 13:00 0.07 0.18 1.57 0.02
 -------- 14:00 0.06 0.14 1.54 0.01
 30.03.13 15:00 0.06 0.13 1.53 0.01
 -------- 16:00 0.07 0.13 1.53 0.01
 -------- 17:00 0.08 0.15 1.54 0.01
 -------- 18:00 0.08 0.16 1.56 0.01
 -------- 19:00 0.08 0.19 1.56 0.00
 30.03.13 20:00 0.08 0.17 1.56 0.00
 -------- 21:00 0.07 0.18 1.57 0.00
 -------- 22:00 0.06 0.17 1.57 0.00
 -------- 23:00 0.06 0.16 1.56 0.00
 -------- 00:00 0.06 0.14 1.54 0.00
 31.03.13 01:00 0.06 0.12 1.54 0.00
 -------- 02:00 0.05 0.13 1.54 ----
 -------- 03:00 0.04 0.12 1.54 ----
 -------- 04:00 0.04 0.11 1.54 ----
 -------- 05:00 0.05 0.14 1.59 0.00
 31.03.13 06:00 0.04 0.15 1.55 0.00
 -------- 07:00 0.06 0.16 1.56 ----
 -------- 08:00 0.06 0.16 1.56 0.00
 -------- 09:00 0.06 0.20 1.60 0.01
 -------- 10:00 0.07 0.22 1.66 0.01
 31.03.13 11:00 0.06 0.18 1.64 0.01
 -------- 12:00 0.06 0.14 1.60 0.01
 -------- 13:00 0.06 0.12 1.59 0.01
 -------- 14:00 0.06 0.11 1.58 0.01
 -------- 15:00 0.06 0.10 1.56 0.01
 31.03.13 16:00 0.06 0.11 1.57 0.01
 -------- 17:00 0.07 0.11 1.56 0.01
 -------- 18:00 0.08 0.13 1.57 0.00
 -------- 19:00 0.09 0.18 1.59 0.00
 -------- 20:00 0.10 0.29 1.63 0.00
 31.03.13 21:00 0.13 0.36 1.67 0.01
 -------- 22:00 0.18 0.52 1.76 0.05
 -------- 23:00 0.28 0.59 1.93 0.20
 -------- 00:00 0.30 0.60 2.16 0.27
