 Date Time CO NO2 CHX NO
 26.03.13 00:00 0.06 0.13 1.54 0.00
 -------- 01:00 0.05 0.12 1.54 ----
 -------- 02:00 0.05 0.12 1.52 ----
 -------- 03:00 0.04 0.12 1.53 0.00
 -------- 04:00 0.04 0.11 1.52 ----
 26.03.13 05:00 0.04 0.10 1.50 ----
 -------- 06:00 0.05 0.10 1.51 0.00
 -------- 07:00 0.07 0.18 1.53 0.01
 -------- 08:00 0.08 0.22 1.54 0.02
 -------- 09:00 0.08 0.19 1.55 0.02
 26.03.13 10:00 0.07 0.15 1.54 0.02
 -------- 11:00 0.08 0.11 1.56 0.02
 -------- 12:00 0.06 0.10 1.53 0.02
 -------- 13:00 0.07 0.15 1.55 0.03
 -------- 14:00 0.06 0.15 1.53 0.03
 26.03.13 15:00 0.06 0.13 1.55 0.03
 -------- 16:00 0.06 0.13 1.54 0.02
 -------- 17:00 0.05 0.13 1.53 0.02
 -------- 18:00 0.04 0.15 1.54 0.01
 -------- 19:00 0.05 0.20 1.56 0.01
 26.03.13 20:00 0.07 0.24 1.56 0.01
 -------- 21:00 0.09 0.35 1.61 0.01
 -------- 22:00 0.07 0.32 1.58 0.01
 -------- 23:00 0.06 0.26 1.57 0.00
 -------- 00:00 0.06 0.27 1.55 0.00
 27.03.13 01:00 0.07 0.47 1.64 0.04
 -------- 02:00 0.08 0.52 1.71 0.06
 -------- 03:00 0.08 0.49 1.65 0.04
 -------- 04:00 0.08 0.42 1.63 0.01
 -------- 05:00 0.08 0.44 1.64 0.02
 27.03.13 06:00 0.12 0.48 1.70 0.05
 -------- 07:00 0.15 0.49 1.73 0.08
 -------- 08:00 0.16 0.47 1.75 0.14
 -------- 09:00 0.13 0.41 1.72 0.13
 -------- 10:00 0.13 0.40 1.71 0.16
 27.03.13 11:00 0.09 0.27 1.62 0.09
 -------- 12:00 0.07 0.18 1.59 0.05
 -------- 13:00 0.06 0.11 1.53 0.02
 -------- 14:00 0.06 0.09 1.51 0.02
 -------- 15:00 0.06 0.07 1.50 0.01
 27.03.13 16:00 0.06 0.09 1.50 0.01
 -------- 17:00 0.06 0.09 1.49 0.01
 -------- 18:00 0.07 0.11 1.50 0.01
 -------- 19:00 0.07 0.16 1.53 0.01
 -------- 20:00 0.09 0.32 1.58 0.01
 27.03.13 21:00 0.08 0.29 1.56 0.00
 -------- 22:00 0.10 0.45 1.62 0.01
 -------- 23:00 0.09 0.49 1.62 0.02
