 Date Time CO NO2 CHX NO
 16.12.12 12:00 0.08 0.20 1.64 0.04
 -------- 13:00 0.08 0.20 1.65 0.04
 -------- 14:00 0.08 0.21 1.63 0.05
 -------- 15:00 0.09 0.22 1.63 0.04
 -------- 16:00 0.09 0.24 1.63 0.03
 16.12.12 17:00 0.12 0.35 1.71 0.08
 -------- 18:00 0.12 0.34 1.72 0.08
 -------- 19:00 0.13 0.33 1.72 0.07
 -------- 20:00 0.12 0.34 1.71 0.08
 -------- 21:00 0.11 0.35 1.69 0.07
 16.12.12 22:00 0.09 0.30 1.63 0.03
 -------- 23:00 0.08 0.28 1.65 0.02
 -------- 00:00 0.08 0.28 1.64 0.01
 -------- 01:00 0.10 0.36 1.70 0.06
 -------- 02:00 0.09 0.35 1.70 0.06
 17.12.12 03:00 0.08 0.33 1.71 0.04
 -------- 04:00 0.09 0.34 1.72 0.04
 -------- 05:00 0.08 0.34 1.71 0.04
 -------- 06:00 0.08 0.38 1.69 0.08
 -------- 07:00 0.16 0.42 1.80 0.18
 17.12.12 08:00 0.23 0.46 2.06 0.28
 -------- 09:00 0.29 0.48 2.54 0.39
 -------- 10:00 0.69 0.50 3.46 0.36
 -------- 11:00 0.21 0.48 1.90 0.25
 -------- 12:00 0.17 0.44 1.77 0.18
 17.12.12 13:00 0.15 0.44 1.75 0.17
 -------- 14:00 0.15 0.45 1.75 0.18
 -------- 15:00 0.20 0.55 1.99 0.33
 -------- 16:00 0.18 0.50 1.82 0.25
 -------- 17:00 0.16 0.47 1.84 0.23
 17.12.12 18:00 0.17 0.45 1.94 0.25
 -------- 19:00 0.18 0.43 2.03 0.25
 -------- 20:00 0.15 0.40 1.97 0.18
 -------- 21:00 0.10 0.31 1.67 0.04
 -------- 22:00 0.08 0.28 1.66 0.02
 17.12.12 23:00 0.06 0.29 1.67 0.03
 -------- 00:00 0.07 0.30 1.69 0.04
 -------- 01:00 0.06 0.27 1.66 0.02
 -------- 02:00 0.05 0.26 1.66 0.01
 -------- 03:00 0.04 0.26 1.65 0.01
 18.12.12 04:00 0.06 0.27 ---- 0.02
 -------- 05:00 0.07 0.27 ---- 0.02
 -------- 06:00 0.07 0.27 ---- 0.03
 -------- 07:00 0.09 0.30 ---- 0.06
 -------- 08:00 0.10 0.32 ---- 0.08
 18.12.12 09:00 0.12 0.32 ---- 0.11
 -------- 10:00 0.12 0.31 ---- 0.12
 -------- 11:00 0.13 0.29 ---- 0.14
 -------- 12:00 0.12 0.27 0.31 0.13
