 Date Time CO NO2 CHX NO
 03.04.13 00:00 0.08 0.24 1.62 0.00
 -------- 01:00 0.08 0.33 1.62 0.00
 -------- 02:00 0.08 0.24 1.60 0.00
 -------- 03:00 0.08 0.24 1.63 0.00
 -------- 04:00 0.08 0.25 1.65 0.00
 03.04.13 05:00 0.09 0.29 1.62 0.00
 -------- 06:00 0.10 0.45 1.66 0.02
 -------- 07:00 0.17 0.55 1.76 0.11
 -------- 08:00 0.14 0.47 1.73 0.05
 -------- 09:00 0.13 0.39 1.69 0.03
 03.04.13 10:00 0.13 0.34 1.69 0.03
 -------- 11:00 0.14 0.38 1.68 0.05
 -------- 12:00 0.15 0.39 1.71 0.07
 -------- 13:00 0.12 0.31 1.67 0.04
 -------- 14:00 0.12 0.32 1.68 0.04
 03.04.13 15:00 0.10 0.22 1.67 0.02
 -------- 16:00 0.09 0.21 1.61 0.02
 -------- 17:00 0.09 0.21 1.60 0.02
 -------- 18:00 0.09 0.21 1.61 0.01
 -------- 19:00 0.09 0.23 1.63 0.01
 03.04.13 20:00 0.08 0.27 1.60 0.01
 -------- 21:00 0.09 0.27 1.58 0.00
 -------- 22:00 0.09 0.28 1.58 0.00
 -------- 23:00 0.10 0.31 1.61 0.00
 -------- 00:00 0.09 0.30 1.59 ----
 04.04.13 01:00 0.09 0.35 1.60 0.00
 -------- 02:00 0.08 0.40 1.61 0.00
 -------- 03:00 0.08 0.38 1.61 0.00
 -------- 04:00 0.06 0.38 1.61 0.00
 -------- 05:00 0.06 0.35 1.60 ----
 04.04.13 06:00 0.06 0.31 1.66 0.00
 -------- 07:00 0.07 0.40 1.72 0.01
 -------- 08:00 0.09 0.38 1.64 0.03
 -------- 09:00 0.08 0.27 1.62 0.03
 -------- 10:00 0.08 0.25 1.64 0.03
 04.04.13 11:00 0.07 0.22 1.63 0.03
 -------- 12:00 0.07 0.16 1.60 0.02
 -------- 13:00 0.06 0.14 1.57 0.02
 -------- 14:00 0.07 0.15 1.58 0.02
 -------- 15:00 0.06 0.15 1.55 0.01
 04.04.13 16:00 0.07 0.16 1.56 0.01
 -------- 17:00 0.07 0.17 1.57 0.01
 -------- 18:00 0.08 0.21 1.58 0.01
 -------- 19:00 0.08 0.29 1.57 0.01
 -------- 20:00 0.09 0.28 1.56 0.01
 04.04.13 21:00 0.09 0.31 1.59 0.01
 -------- 22:00 0.09 0.36 1.65 0.01
 -------- 23:00 0.09 0.54 1.71 0.04
