 Date Time CO NO2 CHX NO
 02.03.13 00:00 ---- 0.15 1.53 0.00
 -------- 01:00 ---- 0.13 1.60 0.00
 -------- 02:00 ---- 0.12 1.60 0.00
 -------- 03:00 ---- 0.10 1.60 ----
 -------- 04:00 ---- 0.07 1.59 0.00
 02.03.13 05:00 ---- 0.07 1.57 ----
 -------- 06:00 ---- 0.09 1.57 0.00
 -------- 07:00 0.02 0.15 1.58 0.01
 -------- 08:00 ---- 0.13 1.56 0.00
 -------- 09:00 0.02 0.18 1.58 0.01
 02.03.13 10:00 0.02 0.16 1.56 0.01
 -------- 11:00 0.02 0.16 1.57 0.02
 -------- 12:00 ---- 0.12 1.55 0.02
 -------- 13:00 0.03 0.15 1.58 0.02
 -------- 14:00 0.02 0.16 1.57 0.03
 02.03.13 15:00 0.02 0.17 1.57 0.03
 -------- 16:00 0.02 0.16 1.55 0.02
 -------- 17:00 0.02 0.17 1.55 0.02
 -------- 18:00 ---- 0.19 1.55 0.01
 -------- 19:00 0.02 0.26 1.58 0.00
 02.03.13 20:00 0.02 0.33 1.65 0.01
 -------- 21:00 0.02 0.31 1.66 0.00
 -------- 22:00 0.03 0.34 1.73 0.00
 -------- 23:00 0.04 0.45 1.72 0.02
 -------- 00:00 0.09 0.48 1.80 0.09
 03.03.13 01:00 0.15 0.50 1.91 0.27
 -------- 02:00 0.21 0.58 1.99 0.53
 -------- 03:00 0.23 0.68 2.31 0.76
 -------- 04:00 0.20 0.61 4.71 0.45
 -------- 05:00 ---- 0.57 3.37 0.25
 03.03.13 06:00 ---- 0.49 2.00 0.13
 -------- 07:00 ---- 0.44 1.72 0.07
 -------- 08:00 ---- 0.36 1.61 0.01
 -------- 09:00 ---- 0.31 1.58 0.03
 -------- 10:00 ---- 0.29 1.61 0.04
 03.03.13 11:00 ---- 0.22 1.57 0.03
 -------- 12:00 ---- 0.21 1.60 0.04
 -------- 13:00 ---- 0.19 1.59 0.03
 -------- 14:00 ---- 0.19 1.60 0.03
 -------- 15:00 ---- 0.16 1.57 0.02
 03.03.13 16:00 ---- 0.20 1.57 0.03
 -------- 17:00 ---- 0.20 1.57 0.02
 -------- 18:00 ---- 0.17 1.57 0.01
 -------- 19:00 ---- 0.20 1.58 0.01
 -------- 20:00 ---- 0.21 1.57 0.01
 03.03.13 21:00 ---- 0.20 1.57 0.00
 -------- 22:00 ---- 0.20 1.57 0.00
 -------- 23:00 ---- 0.18 1.57 0.00
