 Date Time CO NO2 CHX NO
 01.02.13 00:00 0.04 0.20 1.66 0.02
 -------- 01:00 0.04 0.20 1.66 0.01
 -------- 02:00 0.03 0.21 1.67 0.03
 -------- 03:00 0.02 0.19 1.65 0.03
 -------- 04:00 0.03 0.20 1.64 0.02
 01.02.13 05:00 0.04 0.22 1.66 0.04
 -------- 06:00 0.05 0.23 1.71 0.04
 -------- 07:00 0.06 0.24 1.69 0.03
 -------- 08:00 0.07 0.25 1.69 0.04
 -------- 09:00 0.06 0.26 1.69 0.04
 01.02.13 10:00 0.07 0.26 1.71 0.05
 -------- 11:00 0.07 0.25 1.71 0.05
 -------- 12:00 0.06 0.24 1.71 0.05
 -------- 13:00 0.07 0.23 1.70 0.05
 -------- 14:00 0.06 0.22 1.67 0.05
 01.02.13 15:00 0.07 0.26 1.67 0.06
 -------- 16:00 0.07 0.28 1.68 0.06
 -------- 17:00 0.08 0.29 1.68 0.05
 -------- 18:00 0.09 0.31 1.69 0.04
 -------- 19:00 0.07 0.31 1.70 0.04
 01.02.13 20:00 0.07 0.31 1.71 0.04
 -------- 21:00 0.05 0.27 1.68 0.02
 -------- 22:00 0.04 0.25 1.67 0.01
 -------- 23:00 0.02 0.20 1.64 0.01
 -------- 00:00 0.02 0.20 1.64 0.01
 02.02.13 01:00 0.02 0.19 1.66 0.01
 -------- 02:00 ---- 0.20 1.89 0.01
 -------- 03:00 ---- 0.19 1.98 0.01
 -------- 04:00 ---- 0.20 2.12 0.01
 -------- 05:00 0.02 0.20 1.89 0.01
 02.02.13 06:00 ---- 0.19 1.62 0.01
 -------- 07:00 ---- 0.21 1.76 0.01
 -------- 08:00 ---- 0.19 1.69 0.01
 -------- 09:00 0.02 0.25 1.60 0.02
 -------- 10:00 0.02 0.22 1.60 0.02
 02.02.13 11:00 0.02 0.21 1.59 0.02
 -------- 12:00 0.03 0.20 1.64 0.03
 -------- 13:00 0.02 0.17 1.63 0.03
 -------- 14:00 0.03 0.18 1.69 0.03
 -------- 15:00 ---- 0.17 1.67 0.03
 02.02.13 16:00 0.04 0.19 1.63 0.02
 -------- 17:00 ---- 0.26 1.66 0.03
 -------- 18:00 ---- 0.27 1.65 0.02
 -------- 19:00 ---- 0.25 1.61 0.01
 -------- 20:00 ---- 0.24 1.63 0.01
 02.02.13 21:00 ---- 0.26 1.66 0.01
 -------- 22:00 0.02 0.27 1.70 0.03
 -------- 23:00 0.02 0.27 1.68 0.03
