 Date Time CO NO2 CHX NO
 18.12.12 12:00 0.10 0.21 1.69 0.07
 -------- 13:00 0.10 0.22 1.72 0.08
 -------- 14:00 0.11 0.27 1.74 0.13
 -------- 15:00 0.10 0.30 1.75 0.14
 -------- 16:00 0.09 0.28 1.73 0.10
 18.12.12 17:00 0.09 0.30 1.72 0.08
 -------- 18:00 0.07 0.28 1.67 0.03
 -------- 19:00 0.07 0.29 1.67 0.04
 -------- 20:00 0.07 0.31 1.67 0.07
 -------- 21:00 0.07 0.30 1.67 0.07
 18.12.12 22:00 0.06 0.29 1.69 0.05
 -------- 23:00 0.06 0.28 1.72 0.04
 -------- 00:00 0.06 0.28 1.70 0.03
 -------- 01:00 0.04 0.27 1.63 0.02
 -------- 02:00 0.02 0.22 1.58 0.02
 19.12.12 03:00 0.02 0.25 1.61 0.02
 -------- 04:00 0.02 0.24 1.65 0.01
 -------- 05:00 0.03 0.25 1.64 0.02
 -------- 06:00 0.03 0.26 1.65 0.03
 -------- 07:00 0.05 0.27 1.67 0.06
 19.12.12 08:00 0.08 0.28 1.69 0.10
 -------- 09:00 0.09 0.30 1.70 0.12
 -------- 10:00 0.07 0.29 1.68 0.11
 -------- 11:00 0.05 0.25 1.65 0.08
 -------- 12:00 0.04 0.21 1.63 0.06
 19.12.12 13:00 0.04 0.21 1.62 0.07
 -------- 14:00 0.07 0.27 1.67 0.12
 -------- 15:00 0.08 0.31 1.69 0.14
 -------- 16:00 0.07 0.32 1.69 0.12
 -------- 17:00 0.06 0.32 1.67 0.09
 19.12.12 18:00 0.08 0.33 1.68 0.08
 -------- 19:00 0.08 0.34 1.68 0.11
 -------- 20:00 0.07 0.36 1.67 0.11
 -------- 21:00 ---- 0.33 1.63 0.05
 -------- 22:00 ---- 0.34 1.64 0.05
 19.12.12 23:00 ---- 0.35 1.67 0.07
 -------- 00:00 ---- 0.34 1.67 0.07
 -------- 01:00 ---- 0.33 1.65 0.05
 -------- 02:00 ---- 0.32 1.65 0.04
 -------- 03:00 ---- 0.32 1.71 0.03
 20.12.12 04:00 ---- 0.30 1.91 0.02
 -------- 05:00 ---- 0.30 1.95 0.02
 -------- 06:00 0.04 0.32 1.91 0.03
 -------- 07:00 0.05 0.34 1.88 0.08
 -------- 08:00 0.18 0.35 2.08 0.12
 20.12.12 09:00 0.07 0.35 1.92 0.12
 -------- 10:00 0.06 0.34 1.87 0.12
 -------- 11:00 0.08 0.34 1.85 0.16
