 Date Time CO NO2 CHX NO
 18.03.13 12:00 0.10 0.34 1.69 0.07
 -------- 13:00 0.10 0.30 1.68 0.08
 -------- 14:00 0.08 0.26 1.64 0.05
 -------- 15:00 0.08 0.22 1.62 0.03
 -------- 16:00 0.07 0.26 1.62 0.04
 18.03.13 17:00 0.08 0.31 1.64 0.03
 -------- 18:00 0.08 0.23 1.62 0.02
 -------- 19:00 0.09 0.22 1.63 0.02
 -------- 20:00 0.08 0.23 1.62 0.01
 -------- 21:00 0.08 0.19 1.60 0.01
 18.03.13 22:00 0.08 0.22 1.60 0.01
 -------- 23:00 0.07 0.20 1.58 0.00
 -------- 00:00 0.06 0.20 1.58 0.00
 -------- 01:00 0.06 0.18 1.58 0.00
 -------- 02:00 0.06 0.17 1.57 ----
 19.03.13 03:00 0.06 0.16 1.59 ----
 -------- 04:00 0.06 0.23 1.59 ----
 -------- 05:00 0.06 0.24 1.58 0.00
 -------- 06:00 0.06 0.24 1.57 0.01
 -------- 07:00 0.06 0.23 1.57 0.00
 19.03.13 08:00 0.16 0.27 1.61 0.02
 -------- 09:00 0.08 0.29 1.59 0.03
 -------- 10:00 0.08 0.24 1.59 0.03
 -------- 11:00 0.08 0.23 1.58 0.03
 -------- 12:00 0.07 0.20 1.58 0.03
 19.03.13 13:00 0.06 0.17 1.57 0.03
 -------- 14:00 0.06 0.18 1.58 0.02
 -------- 15:00 0.07 0.19 1.59 0.02
 -------- 16:00 0.07 0.21 1.60 0.02
 -------- 17:00 0.07 0.20 1.59 0.02
 19.03.13 18:00 0.09 0.25 1.62 0.02
 -------- 19:00 0.08 0.26 1.62 0.01
 -------- 20:00 0.08 0.30 1.63 0.01
 -------- 21:00 0.09 0.34 1.65 0.01
 -------- 22:00 0.08 0.32 1.66 0.01
 19.03.13 23:00 0.09 0.38 1.64 0.01
 -------- 00:00 0.08 0.38 1.60 0.00
 -------- 01:00 0.07 0.40 1.62 0.01
 -------- 02:00 0.07 0.42 1.64 0.01
 -------- 03:00 0.06 0.44 1.65 0.00
 20.03.13 04:00 0.08 0.46 1.70 0.05
 -------- 05:00 0.11 0.51 1.85 0.23
 -------- 06:00 0.11 0.52 1.83 0.22
 -------- 07:00 0.11 0.48 1.80 0.13
 -------- 08:00 0.10 0.45 1.77 0.08
 20.03.13 09:00 0.11 0.43 1.71 0.09
 -------- 10:00 0.11 0.40 1.71 0.10
 -------- 11:00 0.10 0.31 2.10 0.06
