 Date Time CO NO2 CHX NO
 11.12.12 12:00 0.05 0.17 1.53 0.01
 -------- 13:00 0.04 0.20 1.54 0.02
 -------- 14:00 0.05 0.20 1.55 0.02
 -------- 15:00 0.06 0.25 1.56 0.03
 -------- 16:00 0.06 0.27 1.56 0.03
 11.12.12 17:00 0.04 0.20 1.55 0.01
 -------- 18:00 0.04 0.20 1.54 0.01
 -------- 19:00 0.04 0.25 1.55 0.02
 -------- 20:00 0.06 0.29 1.59 0.03
 -------- 21:00 0.06 0.28 1.61 0.04
 11.12.12 22:00 0.03 0.24 1.64 0.03
 -------- 23:00 ---- 0.22 1.59 0.02
 -------- 00:00 0.02 0.22 1.64 0.01
 -------- 01:00 ---- 0.20 1.60 0.01
 -------- 02:00 ---- 0.24 1.57 0.01
 12.12.12 03:00 ---- 0.24 1.57 0.01
 -------- 04:00 ---- 0.23 1.58 0.00
 -------- 05:00 0.02 0.24 1.58 0.01
 -------- 06:00 ---- 0.26 1.58 0.01
 -------- 07:00 0.02 0.28 1.60 0.03
 12.12.12 08:00 0.06 0.30 1.61 0.05
 -------- 09:00 0.07 0.29 1.61 0.07
 -------- 10:00 0.06 0.27 1.60 0.06
 -------- 11:00 0.06 0.23 1.61 0.07
 -------- 12:00 0.07 0.23 1.62 0.09
 12.12.12 13:00 0.07 0.22 1.61 0.09
 -------- 14:00 0.07 0.23 1.61 0.09
 -------- 15:00 0.08 0.24 1.64 0.07
 -------- 16:00 0.10 0.29 1.70 0.10
 -------- 17:00 0.10 0.31 1.67 0.09
 12.12.12 18:00 0.09 0.28 1.64 0.04
 -------- 19:00 0.08 0.25 1.62 0.02
 -------- 20:00 0.07 0.23 1.59 0.02
 -------- 21:00 0.06 0.19 1.58 0.01
 -------- 22:00 0.07 0.18 1.58 0.01
 12.12.12 23:00 0.04 0.17 1.57 0.01
 -------- 00:00 0.04 0.14 1.56 0.01
 -------- 01:00 0.04 0.12 1.55 0.00
 -------- 02:00 0.04 0.12 1.55 0.00
 -------- 03:00 0.04 0.12 1.55 0.00
 13.12.12 04:00 0.04 0.11 1.54 ----
 -------- 05:00 0.05 0.11 1.54 0.00
 -------- 06:00 0.04 0.13 1.53 0.00
 -------- 07:00 0.05 0.18 1.54 0.01
 -------- 08:00 0.06 0.20 1.54 0.01
