 Date Time CO NO2 CHX NO
 16.01.13 00:00 ---- 0.22 1.62 0.00
 -------- 01:00 ---- 0.32 1.56 0.01
 -------- 02:00 ---- 0.35 1.55 0.02
 -------- 03:00 ---- 0.28 1.55 0.01
 -------- 04:00 ---- 0.18 1.53 0.00
 16.01.13 05:00 ---- 0.23 1.56 0.01
 -------- 06:00 ---- 0.27 1.56 0.02
 -------- 07:00 0.02 0.34 1.58 0.04
 -------- 08:00 0.05 0.36 1.62 0.05
 -------- 09:00 0.06 0.36 1.63 0.06
 16.01.13 10:00 0.08 0.35 1.65 0.07
 -------- 11:00 0.08 0.34 1.67 0.08
 -------- 12:00 0.05 0.33 1.83 0.10
 -------- 13:00 0.03 0.35 1.71 0.14
 -------- 14:00 0.03 0.36 1.72 0.14
 16.01.13 15:00 0.07 0.39 1.76 0.19
 -------- 16:00 0.06 0.37 1.74 0.14
 -------- 17:00 0.13 0.41 1.88 0.24
 -------- 18:00 0.17 0.43 1.95 0.29
 -------- 19:00 0.16 0.42 1.97 0.26
 16.01.13 20:00 0.12 0.41 1.95 0.21
 -------- 21:00 0.13 0.40 2.00 0.21
 -------- 22:00 0.07 0.36 1.92 0.12
 -------- 23:00 ---- 0.33 1.81 0.08
 -------- 00:00 ---- 0.33 1.79 0.07
 17.01.13 01:00 ---- 0.31 1.84 0.04
 -------- 02:00 ---- 0.31 1.88 0.03
 -------- 03:00 ---- 0.30 1.89 0.02
 -------- 04:00 ---- 0.27 1.79 0.01
 -------- 05:00 ---- 0.25 1.78 0.01
 17.01.13 06:00 ---- 0.25 1.79 0.01
 -------- 07:00 ---- 0.26 1.80 0.02
 -------- 08:00 ---- 0.29 1.78 0.04
 -------- 09:00 0.02 0.30 1.78 0.04
 -------- 10:00 0.02 0.28 1.71 0.03
 17.01.13 11:00 ---- 0.25 1.71 0.04
 -------- 12:00 ---- 0.25 1.73 0.05
 -------- 13:00 ---- 0.22 1.69 0.04
 -------- 14:00 ---- 0.23 1.68 0.04
 -------- 15:00 ---- 0.25 1.68 0.05
 17.01.13 16:00 0.04 0.29 1.63 0.06
 -------- 17:00 ---- 0.29 1.63 0.05
 -------- 18:00 ---- 0.29 1.63 0.03
 -------- 19:00 ---- 0.26 1.63 0.02
 -------- 20:00 ---- 0.24 1.65 0.02
 17.01.13 21:00 ---- 0.23 1.66 0.01
 -------- 22:00 ---- 0.23 1.66 0.01
 -------- 23:00 ---- 0.20 1.65 0.01
