 Date Time CO NO2 CHX NO
 15.11.12 12:00 0.04 0.13 1.53 0.01
 -------- 13:00 0.04 0.13 1.52 0.01
 -------- 14:00 0.04 0.13 1.51 0.01
 -------- 15:00 0.04 0.13 1.50 0.01
 -------- 16:00 0.03 0.13 1.51 0.01
 15.11.12 17:00 0.02 0.13 1.51 0.01
 -------- 18:00 0.02 0.12 1.50 0.01
 -------- 19:00 0.03 0.12 1.50 0.00
 -------- 20:00 0.02 0.11 1.49 0.00
 -------- 21:00 0.02 0.10 1.49 0.00
 15.11.12 22:00 0.02 0.11 1.49 0.00
 -------- 23:00 0.02 0.10 1.50 0.00
 -------- 00:00 0.02 0.10 1.49 0.00
 -------- 01:00 0.02 0.09 1.49 0.00
 -------- 02:00 0.02 0.08 1.50 ----
 16.11.12 03:00 ---- 0.07 1.49 ----
 -------- 04:00 ---- 0.05 1.47 ----
 -------- 05:00 ---- 0.06 1.47 ----
 -------- 06:00 ---- 0.08 1.47 0.00
 -------- 07:00 0.02 0.11 1.48 0.00
 16.11.12 08:00 0.02 0.11 1.48 0.00
 -------- 09:00 0.02 0.12 1.48 0.00
 -------- 10:00 0.02 0.14 1.48 0.00
 -------- 11:00 0.02 0.14 1.49 0.01
 -------- 12:00 0.03 0.13 1.48 0.01
 16.11.12 13:00 0.03 0.13 1.48 0.01
 -------- 14:00 0.03 0.14 1.49 0.01
 -------- 15:00 0.03 0.15 1.49 0.01
 -------- 16:00 0.04 0.16 1.49 0.01
 -------- 17:00 0.04 0.17 1.48 0.00
 16.11.12 18:00 0.04 0.15 1.49 0.00
 -------- 19:00 0.04 0.13 1.48 0.00
 -------- 20:00 0.03 0.11 1.48 0.00
 -------- 21:00 0.04 0.14 1.49 0.00
 -------- 22:00 0.03 0.16 1.48 0.00
 16.11.12 23:00 0.02 0.17 1.48 0.00
 -------- 00:00 0.02 0.14 1.48 0.00
 -------- 01:00 0.02 0.12 1.47 0.00
 -------- 02:00 0.02 0.14 1.49 ----
 -------- 03:00 ---- 0.10 1.48 ----
 17.11.12 04:00 ---- 0.09 1.47 ----
 -------- 05:00 ---- 0.08 1.47 ----
 -------- 06:00 ---- 0.09 1.46 ----
 -------- 07:00 0.02 0.16 1.48 0.00
 -------- 08:00 0.03 0.19 1.50 0.00
 17.11.12 09:00 0.04 0.23 1.52 0.01
 -------- 10:00 0.04 0.19 1.52 0.01
 -------- 11:00 0.04 0.18 1.52 0.01
