 Date Time CO NO2 CHX NO
 05.03.13 00:00 0.04 0.25 1.56 ----
 -------- 01:00 0.06 0.26 1.57 ----
 -------- 02:00 0.06 0.40 1.62 0.03
 -------- 03:00 0.07 0.30 1.61 0.00
 -------- 04:00 0.07 0.33 1.66 0.01
 05.03.13 05:00 0.09 0.44 1.79 0.11
 -------- 06:00 0.12 0.47 1.93 0.20
 -------- 07:00 0.17 0.49 1.95 0.29
 -------- 08:00 0.25 0.51 2.02 0.35
 -------- 09:00 0.27 0.51 2.11 0.37
 05.03.13 10:00 0.25 0.52 2.08 0.37
 -------- 11:00 0.22 0.52 2.02 0.34
 -------- 12:00 0.13 0.36 1.76 0.14
 -------- 13:00 0.08 0.19 1.60 0.05
 -------- 14:00 0.11 0.30 1.66 0.09
 05.03.13 15:00 0.09 0.26 1.62 0.07
 -------- 16:00 0.08 0.24 1.60 0.05
 -------- 17:00 0.08 0.21 1.58 0.02
 -------- 18:00 0.07 0.17 1.58 0.01
 -------- 19:00 0.08 0.26 1.59 0.01
 05.03.13 20:00 0.19 0.48 1.74 0.14
 -------- 21:00 0.30 0.61 1.91 0.43
 -------- 22:00 0.19 0.55 1.77 0.23
 -------- 23:00 0.14 0.52 1.71 0.15
 -------- 00:00 0.12 0.52 1.74 0.15
 06.03.13 01:00 0.11 0.51 1.67 0.11
 -------- 02:00 0.08 0.49 1.63 0.05
 -------- 03:00 0.08 0.46 1.61 0.03
 -------- 04:00 0.06 0.37 1.58 0.01
 -------- 05:00 0.07 0.42 1.61 0.02
 06.03.13 06:00 0.09 0.42 1.62 0.03
 -------- 07:00 0.10 0.45 1.63 0.06
 -------- 08:00 0.12 0.44 1.66 0.06
 -------- 09:00 0.11 0.41 1.66 0.07
 -------- 10:00 0.11 0.36 1.65 0.06
 06.03.13 11:00 0.10 0.28 1.65 0.05
 -------- 12:00 0.10 0.26 1.64 0.04
 -------- 13:00 0.09 0.23 1.62 0.04
 -------- 14:00 0.08 0.21 1.61 0.03
 -------- 15:00 0.08 0.20 1.59 0.03
 06.03.13 16:00 0.06 0.17 1.56 0.02
 -------- 17:00 0.06 0.18 1.61 0.01
 -------- 18:00 0.06 0.19 1.56 0.01
 -------- 19:00 0.06 0.23 1.58 0.00
 -------- 20:00 0.06 0.24 1.57 0.00
 06.03.13 21:00 0.06 0.22 1.57 0.00
 -------- 22:00 0.06 0.20 1.67 0.00
 -------- 23:00 0.06 0.20 1.79 0.00
