 Date Time CO NO2 CHX NO
 03.12.12 00:00 0.02 0.13 1.54 0.00
 -------- 01:00 0.02 0.14 1.54 0.00
 -------- 02:00 0.02 0.14 1.54 0.00
 -------- 03:00 ---- 0.15 1.54 0.00
 -------- 04:00 0.04 0.22 1.56 0.01
 03.12.12 05:00 0.07 0.28 1.65 0.03
 -------- 06:00 0.07 0.30 1.72 0.07
 -------- 07:00 0.07 0.31 1.77 0.11
 -------- 08:00 0.08 0.30 1.66 0.07
 -------- 09:00 0.13 0.32 1.72 0.15
 03.12.12 10:00 0.16 0.30 1.69 0.12
 -------- 11:00 0.08 0.29 1.67 0.10
 -------- 12:00 0.09 0.30 1.66 0.14
 -------- 13:00 0.08 0.27 1.60 0.09
 -------- 14:00 0.08 0.25 1.62 0.07
 03.12.12 15:00 0.07 0.27 1.60 0.09
 -------- 16:00 0.09 0.32 1.66 0.12
 -------- 17:00 0.09 0.32 1.68 0.09
 -------- 18:00 0.11 0.32 1.65 0.12
 -------- 19:00 0.11 0.31 1.65 0.09
 03.12.12 20:00 0.07 0.26 1.61 0.03
 -------- 21:00 0.06 0.24 1.63 0.02
 -------- 22:00 0.05 0.22 1.62 0.02
 -------- 23:00 0.04 0.19 1.63 0.01
 -------- 00:00 0.05 0.16 1.62 0.01
 04.12.12 01:00 0.04 0.15 1.59 0.01
 -------- 02:00 0.04 0.10 1.57 0.00
 -------- 03:00 0.03 0.08 1.62 0.00
 -------- 04:00 0.04 0.09 1.61 ----
 -------- 05:00 0.04 0.11 1.63 0.00
 04.12.12 06:00 0.04 0.14 1.59 0.01
 -------- 07:00 0.05 0.18 1.61 0.02
 -------- 08:00 0.07 0.20 1.61 0.03
 -------- 09:00 0.07 0.20 1.63 0.04
 -------- 10:00 0.09 0.22 1.69 0.10
 04.12.12 11:00 0.09 0.19 1.65 0.08
 -------- 12:00 0.10 0.18 1.68 0.09
 -------- 13:00 0.10 0.20 1.66 0.11
 -------- 14:00 0.09 0.20 1.63 0.11
 -------- 15:00 0.10 0.17 1.64 0.09
 04.12.12 16:00 0.09 0.15 1.64 0.07
 -------- 17:00 0.08 0.14 1.67 0.05
 -------- 18:00 0.05 0.16 1.61 0.01
 -------- 19:00 0.04 0.13 1.59 0.01
 -------- 20:00 0.04 0.12 1.54 0.01
