 Date Time CO NO2 CHX NO
 01.12.12 00:00 0.08 0.20 1.77 0.04
 -------- 01:00 0.07 0.20 1.85 0.02
 -------- 02:00 0.04 0.21 1.80 0.01
 -------- 03:00 0.03 0.17 1.56 0.00
 -------- 04:00 0.02 0.15 1.56 0.00
 01.12.12 05:00 0.02 0.15 1.66 0.00
 -------- 06:00 0.03 0.10 1.54 0.00
 -------- 07:00 0.02 0.11 1.55 0.00
 -------- 08:00 0.03 0.12 1.55 0.01
 -------- 09:00 0.04 0.14 1.55 0.02
 01.12.12 10:00 0.04 0.14 1.57 0.02
 -------- 11:00 0.06 0.15 1.60 0.06
 -------- 12:00 0.07 0.14 1.75 0.07
 -------- 13:00 0.05 0.14 1.60 0.05
 -------- 14:00 0.05 0.16 1.60 0.06
 01.12.12 15:00 0.08 0.17 1.78 0.08
 -------- 16:00 0.11 0.18 2.03 0.13
 -------- 17:00 0.09 0.17 1.72 0.10
 -------- 18:00 0.12 0.18 1.71 0.13
 -------- 19:00 0.10 0.17 1.71 0.10
 01.12.12 20:00 0.10 0.16 1.71 0.11
 -------- 21:00 0.10 0.17 1.71 0.12
 -------- 22:00 0.08 0.15 1.66 0.07
 -------- 23:00 0.08 0.14 1.69 0.07
 -------- 00:00 0.09 0.14 1.73 0.11
 02.12.12 01:00 0.09 0.14 1.77 0.10
 -------- 02:00 0.08 0.13 2.06 0.10
 -------- 03:00 0.06 0.14 1.69 0.06
 -------- 04:00 0.04 0.13 1.62 0.02
 -------- 05:00 0.03 0.11 1.59 0.01
 02.12.12 06:00 0.02 0.11 1.58 0.01
 -------- 07:00 0.03 0.11 1.64 0.02
 -------- 08:00 0.05 0.12 1.83 0.04
 -------- 09:00 0.06 0.14 1.69 0.05
 -------- 10:00 0.05 0.14 1.67 0.03
 02.12.12 11:00 0.05 0.14 1.65 0.03
 -------- 12:00 0.06 0.15 1.61 0.05
 -------- 13:00 0.05 0.13 1.59 0.03
 -------- 14:00 0.04 0.11 1.56 0.02
 -------- 15:00 0.05 0.15 1.58 0.05
 02.12.12 16:00 0.05 0.14 1.58 0.02
 -------- 17:00 0.05 0.14 1.56 0.01
 -------- 18:00 0.04 0.16 1.57 0.01
 -------- 19:00 0.05 0.20 1.61 0.04
 -------- 20:00 0.03 0.17 1.58 0.01
 02.12.12 21:00 0.02 0.12 1.55 0.01
 -------- 22:00 0.02 0.18 1.56 0.01
 -------- 23:00 0.03 0.20 1.57 0.01
