 Date Time CO NO2 CHX NO
 28.02.13 12:00 0.02 0.16 1.52 0.01
 -------- 13:00 0.02 0.14 1.51 0.01
 -------- 14:00 0.02 0.13 1.50 0.01
 -------- 15:00 0.02 0.13 1.49 0.01
 -------- 16:00 0.02 0.15 1.51 0.01
 28.02.13 17:00 ---- 0.17 1.52 0.01
 -------- 18:00 ---- 0.17 1.50 0.00
 -------- 19:00 0.02 0.24 1.53 0.00
 -------- 20:00 0.02 0.27 1.55 0.00
 -------- 21:00 0.02 0.24 1.53 0.00
 28.02.13 22:00 0.02 0.24 1.52 0.00
 -------- 23:00 ---- 0.23 1.54 0.00
 -------- 00:00 ---- 0.22 1.53 0.00
 -------- 01:00 ---- 0.18 1.52 0.00
 -------- 02:00 ---- 0.15 1.53 0.00
 01.03.13 03:00 ---- 0.13 1.52 0.00
 -------- 04:00 ---- 0.16 1.52 0.00
 -------- 05:00 ---- 0.11 1.52 0.00
 -------- 06:00 0.02 0.17 1.52 0.00
 -------- 07:00 0.02 0.23 1.54 0.00
 01.03.13 08:00 0.05 0.20 1.57 0.01
 -------- 09:00 0.05 0.18 1.55 0.01
 -------- 10:00 0.02 0.19 1.54 0.01
 -------- 11:00 0.02 0.16 1.55 0.01
 -------- 12:00 0.02 0.14 1.56 0.01
 01.03.13 13:00 ---- 0.14 1.57 0.01
 -------- 14:00 ---- 0.13 1.57 0.01
 -------- 15:00 ---- 0.12 1.54 0.01
 -------- 16:00 ---- 0.13 1.53 0.01
 -------- 17:00 ---- 0.10 1.51 0.01
 01.03.13 18:00 ---- 0.12 1.51 0.00
 -------- 19:00 ---- 0.12 1.50 0.00
 -------- 20:00 ---- 0.14 1.51 0.00
 -------- 21:00 ---- 0.15 1.51 0.00
 -------- 22:00 ---- 0.12 1.51 0.00
 01.03.13 23:00 ---- 0.12 1.49 0.00
 -------- 00:00 ---- 0.15 1.53 0.00
 -------- 01:00 ---- 0.13 1.60 0.00
 -------- 02:00 ---- 0.12 1.60 0.00
 -------- 03:00 ---- 0.10 1.60 ----
 02.03.13 04:00 ---- 0.07 1.59 0.00
 -------- 05:00 ---- 0.07 1.57 ----
 -------- 06:00 ---- 0.09 1.57 0.00
 -------- 07:00 0.02 0.15 1.58 0.01
 -------- 08:00 ---- 0.13 1.56 0.00
 02.03.13 09:00 0.02 0.18 1.58 0.01
 -------- 10:00 0.02 0.16 1.56 0.01
 -------- 11:00 0.02 0.16 1.57 0.02
