 Date Time CO OZ NO2 NO
 13.03.13 12:00 0.08 0.25 0.23 0.05
 -------- 13:00 0.07 0.31 0.20 0.04
 -------- 14:00 0.07 0.35 0.19 0.03
 -------- 15:00 0.08 0.30 0.26 0.07
 -------- 16:00 0.10 0.28 0.32 0.09
 13.03.13 17:00 0.10 0.22 0.34 0.08
 -------- 18:00 0.09 0.20 0.34 0.06
 -------- 19:00 0.09 0.14 0.38 0.03
 -------- 20:00 0.09 0.15 0.36 0.02
 -------- 21:00 0.08 0.15 0.33 0.02
 13.03.13 22:00 0.10 0.08 0.38 0.02
 -------- 23:00 0.10 0.03 0.42 0.03
 -------- 00:00 0.08 0.01 0.46 0.05
 -------- 01:00 0.09 0.01 0.46 0.09
 -------- 02:00 0.09 0.01 0.45 0.06
 14.03.13 03:00 0.09 0.01 0.45 0.08
 -------- 04:00 0.09 0.01 0.44 0.09
 -------- 05:00 0.08 0.01 0.44 0.08
 -------- 06:00 0.12 0.01 0.46 0.17
 -------- 07:00 0.13 0.01 0.45 0.16
 14.03.13 08:00 0.13 0.01 0.45 0.10
 -------- 09:00 0.14 0.04 0.42 0.09
 -------- 10:00 0.12 0.10 0.38 0.06
 -------- 11:00 0.12 0.11 0.37 0.07
 -------- 12:00 0.08 0.10 0.40 0.11
 14.03.13 13:00 0.09 0.08 0.42 0.14
 -------- 14:00 0.08 0.07 0.43 0.17
 -------- 15:00 0.13 0.06 0.47 0.19
 -------- 16:00 0.11 0.04 0.50 0.17
 -------- 17:00 0.13 0.02 0.50 0.17
 14.03.13 18:00 0.15 0.01 0.52 0.21
 -------- 19:00 0.14 0.02 0.47 0.13
 -------- 20:00 0.12 0.05 0.41 0.08
 -------- 21:00 0.10 0.05 0.40 0.08
 -------- 22:00 0.07 0.07 0.37 0.04
 14.03.13 23:00 0.08 0.01 0.44 0.07
 -------- 00:00 0.09 0.01 0.43 0.06
 -------- 01:00 0.08 0.02 0.40 0.04
 -------- 02:00 0.08 0.02 0.38 0.03
 -------- 03:00 0.08 0.02 0.36 0.04
 15.03.13 04:00 0.06 0.02 0.33 0.03
 -------- 05:00 0.07 0.03 0.32 0.04
 -------- 06:00 0.09 0.01 0.36 0.07
 -------- 07:00 0.14 0.01 0.37 0.09
 -------- 08:00 0.13 0.01 0.35 0.12
 15.03.13 09:00 0.11 0.02 0.31 0.09
 -------- 10:00 0.15 0.05 0.30 0.07
 -------- 11:00 0.11 0.06 0.29 0.07
