 Date Time CO OZ NO2 NO
 18.11.12 00:00 0.10 0.01 0.24 0.07
 -------- 01:00 0.10 0.01 0.24 0.08
 -------- 02:00 0.09 0.03 0.22 0.06
 -------- 03:00 0.06 0.05 0.20 0.05
 -------- 04:00 0.06 0.06 0.18 0.03
 18.11.12 05:00 0.06 0.11 0.14 0.02
 -------- 06:00 0.05 0.10 0.14 0.03
 -------- 07:00 0.05 0.09 0.17 0.04
 -------- 08:00 0.05 0.10 0.17 0.04
 -------- 09:00 0.07 0.10 0.20 0.07
 18.11.12 10:00 0.08 0.09 0.20 0.07
 -------- 11:00 0.10 0.09 0.21 0.09
 -------- 12:00 0.11 0.09 0.21 0.10
 -------- 13:00 0.11 0.09 0.20 0.09
 -------- 14:00 0.10 0.09 0.21 0.08
 18.11.12 15:00 0.11 0.09 0.21 0.09
 -------- 16:00 0.11 0.09 0.21 0.09
 -------- 17:00 0.11 0.08 0.22 0.09
 -------- 18:00 0.09 0.08 0.19 0.05
 -------- 19:00 0.13 0.07 0.19 0.07
 18.11.12 20:00 0.07 0.09 0.17 0.05
 -------- 21:00 0.06 0.10 0.18 0.04
 -------- 22:00 0.07 0.09 0.19 0.05
 -------- 23:00 0.06 0.13 0.15 0.04
 -------- 00:00 0.05 0.14 0.13 0.02
 19.11.12 01:00 0.05 0.16 0.12 0.02
 -------- 02:00 0.05 0.15 0.10 0.01
 -------- 03:00 0.04 0.15 0.10 0.02
 -------- 04:00 0.05 0.16 0.09 0.01
 -------- 05:00 0.05 0.15 0.10 0.02
 19.11.12 06:00 0.07 0.12 0.14 0.04
 -------- 07:00 0.09 0.08 0.15 0.07
 -------- 08:00 0.15 0.04 0.22 0.13
 -------- 09:00 0.10 0.05 0.19 0.09
 -------- 10:00 0.10 0.07 0.19 0.11
 19.11.12 11:00 0.08 0.06 0.18 0.09
 -------- 12:00 0.10 0.06 0.17 0.11
 -------- 13:00 0.09 0.05 0.18 0.11
 -------- 14:00 0.11 0.04 0.20 0.14
 -------- 15:00 0.08 0.04 0.20 0.09
 19.11.12 16:00 0.12 0.02 0.24 0.14
 -------- 17:00 0.10 0.03 0.20 0.11
 -------- 18:00 0.11 0.02 0.20 0.12
 -------- 19:00 0.11 0.03 0.18 0.09
 -------- 20:00 0.07 0.03 0.19 0.09
 19.11.12 21:00 0.11 0.03 0.16 0.09
 -------- 22:00 0.11 0.01 0.16 0.09
 -------- 23:00 0.09 0.01 0.15 0.07
