 Date Time CO OZ NO2 NO
 10.01.13 12:00 0.15 0.04 0.28 0.17
 -------- 13:00 0.11 0.06 0.23 0.09
 -------- 14:00 0.10 0.06 0.24 0.08
 -------- 15:00 0.11 0.06 0.25 0.08
 -------- 16:00 0.12 0.04 0.25 0.07
 10.01.13 17:00 0.12 0.03 0.27 0.09
 -------- 18:00 0.13 0.02 0.27 0.10
 -------- 19:00 0.11 0.01 0.27 0.06
 -------- 20:00 0.08 0.02 0.27 0.06
 -------- 21:00 0.10 0.04 0.24 0.06
 10.01.13 22:00 0.10 0.04 0.26 0.06
 -------- 23:00 0.09 0.01 0.26 0.05
 -------- 00:00 0.09 0.01 0.27 0.06
 -------- 01:00 0.08 0.01 0.28 0.09
 -------- 02:00 0.06 0.01 0.27 0.09
 11.01.13 03:00 0.05 0.01 0.27 0.04
 -------- 04:00 0.04 0.04 0.23 0.02
 -------- 05:00 0.05 0.03 0.23 0.02
 -------- 06:00 0.08 0.03 0.25 0.02
 -------- 07:00 0.08 0.01 0.27 0.03
 11.01.13 08:00 0.09 0.01 0.27 0.05
 -------- 09:00 0.10 0.01 0.27 0.05
 -------- 10:00 0.09 0.01 0.29 0.08
 -------- 11:00 0.09 0.03 0.27 0.07
 -------- 12:00 0.11 0.04 0.26 0.09
 11.01.13 13:00 0.09 0.05 0.23 0.08
 -------- 14:00 0.10 0.07 0.22 0.07
 -------- 15:00 0.10 0.07 0.22 0.06
 -------- 16:00 0.09 0.06 0.22 0.05
 -------- 17:00 0.07 0.08 0.20 0.03
 11.01.13 18:00 0.09 0.03 0.26 0.03
 -------- 19:00 0.08 0.02 0.24 0.03
 -------- 20:00 0.09 0.02 0.24 0.02
 -------- 21:00 0.08 0.02 0.22 0.02
 -------- 22:00 0.47 0.02 0.23 0.05
 11.01.13 23:00 0.09 0.03 0.21 0.02
 -------- 00:00 0.08 0.03 0.21 0.02
 -------- 01:00 0.06 0.05 0.18 0.01
 -------- 02:00 0.07 0.08 0.14 0.01
 -------- 03:00 0.06 0.11 0.13 0.01
 12.01.13 04:00 0.05 0.14 0.10 0.01
 -------- 05:00 0.05 0.14 0.09 0.01
 -------- 06:00 0.06 0.13 0.10 0.01
 -------- 07:00 0.06 0.09 0.13 0.01
 -------- 08:00 0.07 0.09 0.13 0.01
 12.01.13 09:00 0.08 0.06 0.15 0.01
 -------- 10:00 0.09 0.04 0.17 0.02
 -------- 11:00 0.09 0.04 0.18 0.04
