 Date Time CO OZ NO2 NO
 17.03.13 00:00 0.03 0.19 0.20 0.05
 -------- 01:00 0.02 0.25 0.18 0.03
 -------- 02:00 0.02 0.27 0.16 0.03
 -------- 03:00 ---- 0.31 0.14 0.02
 -------- 04:00 ---- 0.35 0.11 0.02
 17.03.13 05:00 ---- 0.33 0.13 0.02
 -------- 06:00 0.02 0.34 0.12 0.02
 -------- 07:00 ---- 0.33 0.13 0.02
 -------- 08:00 0.02 0.31 0.15 0.03
 -------- 09:00 0.02 0.28 0.16 0.03
 17.03.13 10:00 0.03 0.28 0.17 0.03
 -------- 11:00 0.03 0.30 0.16 0.04
 -------- 12:00 0.04 0.30 0.15 0.04
 -------- 13:00 0.09 0.29 0.17 0.05
 -------- 14:00 0.07 0.33 0.15 0.04
 17.03.13 15:00 0.05 0.31 0.17 0.03
 -------- 16:00 0.05 0.30 0.17 0.04
 -------- 17:00 0.04 0.32 0.16 0.03
 -------- 18:00 0.05 0.35 0.12 0.03
 -------- 19:00 0.05 0.33 0.15 0.02
 17.03.13 20:00 0.07 0.27 0.19 0.03
 -------- 21:00 0.07 0.21 0.24 0.05
 -------- 22:00 0.09 0.15 0.27 0.04
 -------- 23:00 0.21 0.10 0.29 0.04
 -------- 00:00 0.09 0.06 0.32 0.07
 18.03.13 01:00 0.07 0.04 0.33 0.06
 -------- 02:00 0.03 0.10 0.26 0.03
 -------- 03:00 0.03 0.09 0.27 0.04
 -------- 04:00 0.02 0.08 0.29 0.04
 -------- 05:00 0.03 0.06 0.31 0.05
 18.03.13 06:00 0.04 0.05 0.32 0.07
 -------- 07:00 0.09 0.06 0.33 0.09
 -------- 08:00 0.15 0.02 0.38 0.18
 -------- 09:00 0.17 0.03 0.39 0.24
 -------- 10:00 0.10 0.08 0.31 0.12
 18.03.13 11:00 0.08 0.10 0.29 0.12
 -------- 12:00 0.09 0.12 0.28 0.10
 -------- 13:00 0.07 0.18 0.09 0.02
 -------- 14:00 0.03 0.25 0.14 0.03
 -------- 15:00 0.05 0.27 0.14 0.04
 18.03.13 16:00 0.07 0.23 0.13 0.03
 -------- 17:00 0.03 0.23 0.13 0.02
 -------- 18:00 0.04 0.18 0.17 0.03
 -------- 19:00 0.05 0.19 0.15 0.02
 -------- 20:00 0.05 0.17 0.17 0.02
 18.03.13 21:00 0.03 0.19 0.16 0.02
 -------- 22:00 0.03 0.21 0.15 0.02
