 Date Time CO OZ NO2 NO
 09.04.13 00:00 0.42 0.01 0.66 0.78
 -------- 01:00 0.43 0.01 0.74 1.04
 -------- 02:00 0.45 0.01 0.69 1.01
 -------- 03:00 0.45 0.01 0.67 1.04
 -------- 04:00 0.30 0.01 0.67 0.97
 09.04.13 05:00 0.35 0.01 0.66 0.83
 -------- 06:00 0.16 0.01 0.62 0.47
 -------- 07:00 0.23 0.01 0.63 0.54
 -------- 08:00 0.23 0.02 0.55 0.33
 -------- 09:00 0.07 0.12 0.38 0.10
 09.04.13 10:00 0.02 0.33 0.21 0.04
 -------- 11:00 0.04 0.28 0.30 0.08
 -------- 12:00 0.08 0.33 0.27 0.05
 -------- 13:00 0.06 0.39 0.21 0.04
 -------- 14:00 0.08 0.36 0.28 0.04
 09.04.13 15:00 0.07 0.36 0.28 0.04
 -------- 16:00 0.08 0.33 0.29 0.03
 -------- 17:00 0.08 0.36 0.29 0.04
 -------- 18:00 0.08 0.38 0.26 0.03
 -------- 19:00 0.08 0.37 0.28 0.02
 09.04.13 20:00 0.10 0.22 0.41 0.02
 -------- 21:00 0.15 0.06 0.54 0.03
 -------- 22:00 0.14 0.04 0.52 0.03
 -------- 23:00 0.34 0.01 0.57 0.27
 -------- 00:00 0.48 0.01 0.62 0.63
 10.04.13 01:00 0.45 0.01 0.63 0.68
 -------- 02:00 0.37 0.01 0.64 0.71
 -------- 03:00 0.33 0.01 0.59 0.65
 -------- 04:00 0.21 0.01 0.55 0.44
 -------- 05:00 0.09 0.01 0.51 0.19
 10.04.13 06:00 0.08 0.01 0.49 0.14
 -------- 07:00 0.13 0.01 0.47 0.12
 -------- 08:00 0.19 0.01 0.48 0.22
 -------- 09:00 0.13 0.07 0.45 0.15
 -------- 10:00 0.05 0.25 0.30 0.06
 10.04.13 11:00 0.02 0.38 0.22 0.04
 -------- 12:00 ---- 0.41 0.18 0.03
 -------- 13:00 0.02 0.43 0.18 0.03
 -------- 14:00 ---- 0.51 0.12 0.02
 -------- 15:00 0.02 0.53 0.12 0.01
 10.04.13 16:00 0.02 0.52 0.15 0.02
 -------- 17:00 0.03 0.47 0.19 0.03
 -------- 18:00 0.02 0.48 0.19 0.02
 -------- 19:00 0.02 0.41 0.24 0.02
 -------- 20:00 0.03 0.37 0.27 0.01
 10.04.13 21:00 0.05 0.27 0.35 0.01
 -------- 22:00 0.09 0.10 0.50 0.02
 -------- 23:00 0.09 0.04 0.53 0.04
