 Date Time CO OZ NO2 NO
 29.03.13 00:00 0.11 0.04 0.44 0.10
 -------- 01:00 0.10 0.12 0.38 0.07
 -------- 02:00 0.20 0.01 0.48 0.24
 -------- 03:00 0.09 0.03 0.45 0.10
 -------- 04:00 0.08 0.01 0.49 0.19
 29.03.13 05:00 0.14 0.01 0.52 0.30
 -------- 06:00 0.25 0.01 0.57 0.50
 -------- 07:00 0.35 0.01 0.61 0.61
 -------- 08:00 0.21 0.03 0.48 0.24
 -------- 09:00 0.13 0.08 0.44 0.16
 29.03.13 10:00 0.12 0.13 0.40 0.14
 -------- 11:00 0.11 0.16 0.39 0.13
 -------- 12:00 0.05 0.25 0.27 0.09
 -------- 13:00 0.03 0.36 0.19 0.06
 -------- 14:00 0.03 0.36 0.20 0.06
 29.03.13 15:00 0.03 0.38 0.20 0.06
 -------- 16:00 0.03 0.40 0.22 0.07
 -------- 17:00 0.04 0.37 0.22 0.07
 -------- 18:00 0.06 0.33 0.28 0.08
 -------- 19:00 0.10 0.26 0.31 0.10
 29.03.13 20:00 0.24 0.11 0.47 0.29
 -------- 21:00 0.43 0.01 0.62 0.60
 -------- 22:00 0.86 0.01 0.73 1.18
 -------- 23:00 1.28 0.01 0.80 1.56
 -------- 00:00 1.22 0.01 0.87 1.68
 30.03.13 01:00 1.07 0.01 0.90 1.62
 -------- 02:00 1.07 0.01 1.02 1.93
 -------- 03:00 0.90 0.01 1.04 1.75
 -------- 04:00 0.79 0.01 1.01 1.56
 -------- 05:00 0.65 0.01 0.96 1.41
 30.03.13 06:00 0.81 0.01 1.13 1.83
 -------- 07:00 0.71 0.01 0.97 1.40
 -------- 08:00 0.68 0.01 0.83 1.03
 -------- 09:00 0.20 0.01 0.62 0.35
 -------- 10:00 0.14 0.03 0.54 0.23
 30.03.13 11:00 0.09 0.09 0.46 0.14
 -------- 12:00 0.06 0.19 0.36 0.08
 -------- 13:00 0.07 0.28 0.31 0.06
 -------- 14:00 0.04 0.40 0.22 0.04
 -------- 15:00 0.03 0.49 0.18 0.03
 30.03.13 16:00 0.04 0.42 0.23 0.04
 -------- 17:00 0.04 0.47 0.19 0.03
 -------- 18:00 0.02 0.39 0.26 0.02
 -------- 19:00 0.03 0.38 0.25 0.02
 -------- 20:00 0.02 0.38 0.25 0.01
 30.03.13 21:00 0.04 0.33 0.27 0.02
 -------- 22:00 0.06 0.37 0.25 0.01
 -------- 23:00 0.02 0.38 0.25 0.02
 -------- 00:00 0.06 0.34 0.26 0.01
