 Date Time CO OZ NO2 NO
 08.01.13 12:00 0.11 0.07 0.11 0.06
 -------- 13:00 0.11 0.07 0.12 0.07
 -------- 14:00 0.11 0.06 0.13 0.07
 -------- 15:00 0.11 0.07 0.10 0.05
 -------- 16:00 0.09 0.07 0.10 0.04
 08.01.13 17:00 0.11 0.06 0.12 0.05
 -------- 18:00 0.11 0.04 0.14 0.08
 -------- 19:00 0.11 0.03 0.15 0.06
 -------- 20:00 0.11 0.03 0.14 0.06
 -------- 21:00 0.11 0.04 0.13 0.06
 08.01.13 22:00 0.11 0.04 0.14 0.05
 -------- 23:00 0.08 0.06 0.13 0.03
 -------- 00:00 0.08 0.09 0.12 0.03
 -------- 01:00 0.06 0.12 0.10 0.02
 -------- 02:00 0.05 0.16 0.09 0.02
 09.01.13 03:00 0.04 0.18 0.06 0.01
 -------- 04:00 0.04 0.19 0.06 0.01
 -------- 05:00 0.06 0.16 0.09 0.02
 -------- 06:00 0.07 0.14 0.10 0.03
 -------- 07:00 0.09 0.11 0.14 0.04
 09.01.13 08:00 0.09 0.11 0.15 0.06
 -------- 09:00 0.11 0.11 0.18 0.07
 -------- 10:00 0.09 0.09 0.17 0.06
 -------- 11:00 0.10 0.08 0.18 0.08
 -------- 12:00 0.11 0.09 0.18 0.10
 09.01.13 13:00 0.11 0.06 0.20 0.09
 -------- 14:00 0.09 0.05 0.21 0.09
 -------- 15:00 0.11 0.06 0.20 0.10
 -------- 16:00 0.10 0.08 0.20 0.08
 -------- 17:00 0.13 0.02 0.26 0.12
 09.01.13 18:00 0.11 0.06 0.21 0.07
 -------- 19:00 0.11 0.09 0.23 0.07
 -------- 20:00 0.13 0.03 0.26 0.09
 -------- 21:00 0.12 0.04 0.24 0.07
 -------- 22:00 0.11 0.02 0.27 0.07
 09.01.13 23:00 0.11 0.04 0.24 0.05
 -------- 00:00 0.07 0.10 0.12 0.02
 -------- 01:00 0.05 0.14 0.15 0.02
 -------- 02:00 0.04 0.18 0.13 0.02
 -------- 03:00 0.04 0.15 0.15 0.01
 10.01.13 04:00 0.04 0.16 0.13 0.02
 -------- 05:00 0.04 0.17 0.12 0.02
 -------- 06:00 0.05 0.12 0.18 0.04
 -------- 07:00 0.09 0.06 0.24 0.06
 -------- 08:00 0.12 0.03 0.27 0.09
 10.01.13 09:00 0.13 0.02 0.30 0.13
 -------- 10:00 0.14 0.02 0.29 0.14
 -------- 11:00 0.13 0.03 0.26 0.13
