 Date Time CO OZ NO2 NO
 11.02.13 11:00 0.24 0.01 0.29 0.28
 -------- 12:00 0.27 0.01 0.34 0.38
 -------- 13:00 0.20 0.01 0.33 0.30
 -------- 14:00 0.17 0.01 0.30 0.22
 -------- 15:00 0.15 0.01 0.29 0.20
 11.02.13 16:00 0.14 0.01 0.28 0.20
 -------- 17:00 0.13 0.01 0.26 0.13
 -------- 18:00 0.09 0.01 0.24 0.10
 -------- 19:00 0.08 0.01 0.22 0.09
 -------- 20:00 0.05 0.01 0.19 0.07
 11.02.13 21:00 0.08 0.01 0.17 0.06
 -------- 22:00 0.08 0.01 0.17 0.06
 -------- 23:00 0.07 0.01 0.17 0.03
 -------- 00:00 0.05 0.01 0.17 0.03
 -------- 01:00 0.04 0.01 0.17 0.03
 12.02.13 02:00 0.04 0.05 0.13 0.02
 -------- 03:00 0.02 0.08 0.13 0.02
 -------- 04:00 0.02 0.13 0.11 0.01
 -------- 05:00 0.03 0.11 0.15 0.01
 -------- 06:00 0.04 0.08 0.14 0.02
 12.02.13 07:00 0.07 0.06 0.14 0.02
 -------- 08:00 0.06 0.06 0.13 0.02
 -------- 09:00 0.07 0.04 0.13 0.03
 -------- 10:00 0.07 0.04 0.14 0.03
 -------- 11:00 0.09 0.07 0.12 0.03
 12.02.13 12:00 0.05 0.14 0.10 0.02
 -------- 13:00 0.04 0.17 0.10 0.02
 -------- 14:00 0.02 0.21 0.11 0.01
 -------- 15:00 0.03 0.20 0.12 0.01
 -------- 16:00 0.05 0.18 0.14 0.01
 12.02.13 17:00 0.07 0.19 0.12 0.01
 -------- 18:00 0.06 0.23 0.07 0.01
 -------- 19:00 0.06 0.23 0.11 0.01
 -------- 20:00 0.06 0.23 0.12 0.01
 -------- 21:00 0.06 0.23 0.12 0.01
 12.02.13 22:00 0.05 0.23 0.11 0.02
 -------- 23:00 0.06 0.22 0.10 0.01
 -------- 00:00 0.04 0.21 0.09 0.01
 -------- 01:00 0.02 0.20 0.09 0.01
 -------- 02:00 0.02 0.18 0.10 0.01
 13.02.13 03:00 ---- 0.17 0.10 0.01
 -------- 04:00 0.02 0.15 0.11 0.01
 -------- 05:00 0.02 0.11 0.14 0.01
 -------- 06:00 0.02 0.09 0.15 0.01
 -------- 07:00 0.03 0.04 0.21 0.02
 13.02.13 08:00 0.07 0.01 0.25 0.06
 -------- 09:00 0.08 0.01 0.25 0.07
 -------- 10:00 0.08 0.01 0.24 0.09
