 Date Time CO OZ NO2 NO
 11.11.12 12:00 0.11 0.07 0.26 0.12
 -------- 13:00 0.09 0.08 0.22 0.07
 -------- 14:00 0.15 0.08 0.25 0.11
 -------- 15:00 0.12 0.07 0.25 0.09
 -------- 16:00 0.13 0.03 0.28 0.10
 11.11.12 17:00 0.13 0.01 0.28 0.13
 -------- 18:00 0.13 0.01 0.29 0.12
 -------- 19:00 0.12 0.01 0.27 0.10
 -------- 20:00 0.11 0.01 0.27 0.10
 -------- 21:00 0.09 0.01 0.27 0.08
 11.11.12 22:00 0.07 0.01 0.27 0.08
 -------- 23:00 0.12 0.01 0.27 0.07
 -------- 00:00 0.09 0.03 0.24 0.06
 -------- 01:00 0.07 0.08 0.19 0.03
 -------- 02:00 0.06 0.10 0.15 0.02
 12.11.12 03:00 0.04 0.11 0.16 0.01
 -------- 04:00 0.04 0.11 0.15 0.02
 -------- 05:00 0.04 0.10 0.15 0.01
 -------- 06:00 0.05 0.07 0.18 0.03
 -------- 07:00 0.10 0.05 0.20 0.07
 12.11.12 08:00 0.12 0.03 0.22 0.09
 -------- 09:00 0.13 0.01 0.24 0.11
 -------- 10:00 0.11 0.01 0.23 0.10
 -------- 11:00 0.11 0.02 0.24 0.11
 -------- 12:00 0.14 0.02 0.22 0.13
 12.11.12 13:00 0.12 0.02 0.23 0.13
 -------- 14:00 0.16 0.02 0.21 0.18
 -------- 15:00 0.13 0.02 0.20 0.13
 -------- 16:00 0.13 0.02 0.21 0.11
 -------- 17:00 0.12 0.02 0.21 0.11
 12.11.12 18:00 0.11 0.01 0.23 0.12
 -------- 19:00 0.13 0.01 0.21 0.09
 -------- 20:00 0.11 0.03 0.19 0.07
 -------- 21:00 0.12 0.03 0.18 0.08
 -------- 22:00 0.09 0.03 0.17 0.07
 12.11.12 23:00 0.09 0.02 0.17 0.06
 -------- 00:00 0.07 0.04 0.15 0.04
 -------- 01:00 0.09 0.03 0.19 0.06
 -------- 02:00 0.08 0.04 0.18 0.03
 -------- 03:00 0.04 0.10 0.13 0.01
 13.11.12 04:00 0.05 0.09 0.14 0.02
 -------- 05:00 0.04 0.10 0.13 0.02
 -------- 06:00 0.05 0.08 0.15 0.04
 -------- 07:00 0.07 0.10 0.16 0.05
 -------- 08:00 0.12 0.04 0.25 0.10
 13.11.12 09:00 0.13 0.03 0.26 0.13
 -------- 10:00 0.13 0.04 0.26 0.13
 -------- 11:00 0.09 0.10 0.20 0.07
