 Date Time CO OZ NO2 NO
 10.12.12 12:00 ---- 0.02 0.18 0.07
 -------- 13:00 0.10 0.01 0.18 0.07
 -------- 14:00 0.13 0.01 0.18 0.08
 -------- 15:00 0.16 0.01 0.19 0.10
 -------- 16:00 0.16 0.01 0.19 0.10
 10.12.12 17:00 0.16 0.01 0.19 0.10
 -------- 18:00 0.15 0.01 0.18 0.07
 -------- 19:00 0.14 0.01 0.17 0.05
 -------- 20:00 0.12 0.01 0.16 0.05
 -------- 21:00 0.12 0.02 0.17 0.03
 10.12.12 22:00 0.11 0.07 0.18 0.02
 -------- 23:00 0.08 0.08 0.18 0.02
 -------- 00:00 0.04 0.11 0.18 0.02
 -------- 01:00 0.02 0.16 0.13 0.01
 -------- 02:00 0.02 0.19 0.12 0.01
 11.12.12 03:00 0.02 0.19 0.12 0.01
 -------- 04:00 0.02 0.18 0.13 0.01
 -------- 05:00 0.02 0.24 0.12 0.01
 -------- 06:00 0.02 0.19 0.15 0.01
 -------- 07:00 0.03 0.15 0.17 0.02
 11.12.12 08:00 0.04 0.12 0.19 0.02
 -------- 09:00 0.07 0.12 0.20 0.03
 -------- 10:00 0.07 0.17 0.18 0.03
 -------- 11:00 0.06 0.15 0.20 0.04
 -------- 12:00 0.05 0.14 0.23 0.04
 11.12.12 13:00 0.09 0.10 0.26 0.10
 -------- 14:00 0.10 0.10 0.26 0.11
 -------- 15:00 0.12 0.11 0.23 0.08
 -------- 16:00 0.10 0.08 0.29 0.06
 -------- 17:00 0.07 0.05 0.29 0.05
 11.12.12 18:00 0.06 0.07 0.26 0.03
 -------- 19:00 0.06 0.08 0.26 0.03
 -------- 20:00 0.08 0.08 0.24 0.03
 -------- 21:00 0.09 0.07 0.23 0.03
 -------- 22:00 0.06 0.03 0.25 0.04
 11.12.12 23:00 0.06 0.04 0.25 0.04
 -------- 00:00 0.05 0.04 0.25 0.04
 -------- 01:00 0.05 0.03 0.26 0.04
 -------- 02:00 0.04 0.07 0.22 0.02
 -------- 03:00 0.04 0.09 0.20 0.02
 12.12.12 04:00 0.04 0.09 0.21 0.01
 -------- 05:00 0.05 0.08 0.21 0.01
 -------- 06:00 0.07 0.06 0.22 0.01
 -------- 07:00 0.09 0.03 0.25 0.02
 -------- 08:00 0.09 0.03 0.26 0.04
 12.12.12 09:00 0.09 0.01 0.27 0.06
 -------- 10:00 0.10 0.01 0.27 0.09
 -------- 11:00 0.12 0.02 0.27 0.13
