 Date Time CO OZ NO2 NO
 18.09.12 00:00 1.19 0.01 0.40 1.61
 -------- 01:00 1.20 0.01 0.41 1.73
 -------- 02:00 1.15 0.01 0.41 1.59
 -------- 03:00 0.79 0.01 0.39 1.24
 -------- 04:00 0.55 0.01 0.35 0.87
 18.09.12 05:00 0.29 0.01 0.34 0.53
 -------- 06:00 0.19 0.01 0.31 0.39
 -------- 07:00 0.17 0.01 0.32 0.35
 -------- 08:00 0.18 ---- 0.29 0.27
 -------- 09:00 0.29 0.01 0.33 0.43
 18.09.12 10:00 0.28 0.01 0.35 0.41
 -------- 11:00 0.27 0.01 0.38 0.36
 -------- 12:00 0.17 0.03 0.35 0.19
 -------- 13:00 0.08 0.07 0.26 0.09
 -------- 14:00 0.07 0.09 0.26 0.08
 18.09.12 15:00 0.09 0.07 0.30 0.10
 -------- 16:00 0.09 0.06 0.29 0.09
 -------- 17:00 0.14 0.06 0.29 0.10
 -------- 18:00 0.14 0.05 0.31 0.10
 -------- 19:00 0.20 0.02 0.37 0.19
 18.09.12 20:00 0.30 0.01 0.38 0.26
 -------- 21:00 0.31 0.01 0.37 0.25
 -------- 22:00 0.29 0.01 0.36 0.22
 -------- 23:00 0.27 0.01 0.35 0.21
 -------- 00:00 0.17 ---- 0.33 0.12
 19.09.12 01:00 0.24 0.01 0.34 0.25
 -------- 02:00 0.25 0.01 0.33 0.27
 -------- 03:00 0.12 0.01 0.30 0.10
 -------- 04:00 0.14 0.01 0.27 0.15
 -------- 05:00 0.19 0.01 0.28 0.25
 19.09.12 06:00 0.21 0.01 0.31 0.29
 -------- 07:00 0.18 ---- 0.33 0.24
 -------- 08:00 0.22 0.01 0.34 0.29
 -------- 09:00 0.28 0.01 0.33 0.36
 -------- 10:00 0.28 0.01 0.36 0.36
 19.09.12 11:00 0.20 0.01 0.37 0.23
 -------- 12:00 0.16 0.03 0.36 0.15
 -------- 13:00 0.07 0.14 0.22 0.06
 -------- 14:00 0.07 0.20 0.21 0.04
 -------- 15:00 0.07 0.24 0.20 0.03
 19.09.12 16:00 0.07 0.25 0.22 0.03
 -------- 17:00 0.06 0.30 0.18 0.02
 -------- 18:00 0.08 0.23 0.24 0.03
 -------- 19:00 0.07 0.23 0.25 0.02
 -------- 20:00 0.09 0.12 0.35 0.02
 19.09.12 21:00 0.15 0.02 0.45 0.07
 -------- 22:00 0.15 0.01 0.44 0.05
 -------- 23:00 0.16 0.01 0.43 0.06
