 Date Time CO OZ NO2 NO
 28.03.13 00:00 0.13 0.04 0.46 0.11
 -------- 01:00 0.13 0.04 0.44 0.09
 -------- 02:00 0.07 0.12 0.36 0.03
 -------- 03:00 0.06 0.14 0.33 0.02
 -------- 04:00 0.06 0.17 0.30 0.03
 28.03.13 05:00 0.06 0.16 0.29 0.02
 -------- 06:00 0.09 0.09 0.35 0.06
 -------- 07:00 0.13 0.05 0.39 0.10
 -------- 08:00 0.16 0.06 0.38 0.16
 -------- 09:00 0.16 0.09 0.36 0.15
 28.03.13 10:00 0.12 0.16 0.29 0.10
 -------- 11:00 0.10 0.21 0.24 0.08
 -------- 12:00 0.02 0.28 0.18 0.06
 -------- 13:00 0.02 0.34 0.14 0.05
 -------- 14:00 ---- 0.39 0.12 0.04
 28.03.13 15:00 0.02 0.39 0.13 0.05
 -------- 16:00 0.02 0.41 0.13 0.04
 -------- 17:00 0.02 0.40 0.16 0.04
 -------- 18:00 0.02 0.38 0.19 0.04
 -------- 19:00 0.04 0.31 0.25 0.04
 28.03.13 20:00 0.21 0.14 0.41 0.19
 -------- 21:00 0.21 0.04 0.46 0.18
 -------- 22:00 0.09 0.09 0.39 0.09
 -------- 23:00 0.07 0.11 0.41 0.07
 -------- 00:00 0.13 0.04 0.46 0.12
 29.03.13 01:00 0.10 0.12 0.38 0.07
 -------- 02:00 0.20 0.01 0.48 0.24
 -------- 03:00 0.09 0.03 0.45 0.10
 -------- 04:00 0.08 0.01 0.49 0.19
 -------- 05:00 0.14 0.01 0.52 0.30
 29.03.13 06:00 0.25 0.01 0.57 0.50
 -------- 07:00 0.35 0.01 0.61 0.61
 -------- 08:00 0.21 0.03 0.48 0.24
 -------- 09:00 0.13 0.08 0.44 0.16
 -------- 10:00 0.12 0.13 0.40 0.14
 29.03.13 11:00 0.11 0.16 0.39 0.13
 -------- 12:00 0.05 0.25 0.27 0.09
 -------- 13:00 0.03 0.36 0.19 0.06
 -------- 14:00 0.03 0.36 0.20 0.06
 -------- 15:00 0.03 0.38 0.20 0.06
 29.03.13 16:00 0.03 0.40 0.22 0.07
 -------- 17:00 0.04 0.37 0.22 0.07
 -------- 18:00 0.06 0.33 0.28 0.08
 -------- 19:00 0.10 0.26 0.31 0.10
 -------- 20:00 0.24 0.11 0.47 0.29
 29.03.13 21:00 0.43 0.01 0.62 0.60
 -------- 22:00 0.86 0.01 0.73 1.18
 -------- 23:00 1.28 0.01 0.80 1.56
