 Date Time CO OZ NO2 NO
 22.12.12 12:00 0.12 0.09 0.26 0.05
 -------- 13:00 0.13 0.08 0.28 0.06
 -------- 14:00 0.18 0.04 0.37 0.15
 -------- 15:00 0.13 0.05 0.36 0.11
 -------- 16:00 0.14 0.04 0.38 0.11
 22.12.12 17:00 0.12 0.04 0.35 0.05
 -------- 18:00 0.11 0.03 0.36 0.04
 -------- 19:00 0.09 0.03 0.34 0.04
 -------- 20:00 0.07 0.05 0.31 0.02
 -------- 21:00 0.06 0.09 0.27 0.02
 22.12.12 22:00 0.07 0.10 0.25 0.01
 -------- 23:00 0.07 0.10 0.24 0.01
 -------- 00:00 0.08 0.05 0.28 0.02
 -------- 01:00 0.05 0.03 0.29 0.02
 -------- 02:00 0.11 0.02 0.30 0.05
 23.12.12 03:00 0.09 0.01 0.30 0.03
 -------- 04:00 0.09 0.03 0.28 0.02
 -------- 05:00 0.08 0.05 0.27 0.01
 -------- 06:00 0.09 0.08 0.25 0.01
 -------- 07:00 0.11 0.04 0.31 0.08
 23.12.12 08:00 0.11 0.04 0.29 0.04
 -------- 09:00 0.19 0.02 0.36 0.18
 -------- 10:00 0.33 0.01 0.39 0.28
 -------- 11:00 0.23 0.02 0.39 0.30
 -------- 12:00 0.23 0.02 0.37 0.27
 23.12.12 13:00 0.15 0.05 0.33 0.13
 -------- 14:00 0.20 0.06 0.34 0.13
 -------- 15:00 0.14 0.05 0.35 0.10
 -------- 16:00 0.23 0.03 0.42 0.26
 -------- 17:00 0.17 0.02 0.39 0.14
 23.12.12 18:00 0.15 0.02 0.37 0.15
 -------- 19:00 0.23 0.01 0.40 0.28
 -------- 20:00 0.32 0.01 0.40 0.33
 -------- 21:00 0.30 0.01 0.42 0.40
 -------- 22:00 0.31 0.01 0.43 0.39
 23.12.12 23:00 0.29 0.01 0.39 0.29
 -------- 00:00 0.25 0.01 0.41 0.36
 -------- 01:00 0.20 0.01 0.41 0.32
 -------- 02:00 0.25 0.01 0.46 0.41
 -------- 03:00 0.19 0.01 0.39 0.25
 24.12.12 04:00 0.20 0.01 0.43 0.31
 -------- 05:00 0.07 0.01 0.39 0.13
 -------- 06:00 0.07 0.01 0.40 0.11
 -------- 07:00 0.13 0.01 0.42 0.20
 -------- 08:00 0.27 0.01 0.46 0.35
 24.12.12 09:00 0.35 0.01 0.47 0.41
 -------- 10:00 0.35 0.01 0.49 0.46
 -------- 11:00 0.36 0.01 0.51 0.51
